document_number,question,answer,num_hops,num_set_operations,multiple_answers
128,"What are the roles of Bank of America, N.A. in the agreement?","Administrative Agent, Syndication Agent",1,0,1
128,"What are the roles of JPMorgan Chase Bank, N.A. in the agreement?","Administrative Agent, Syndication Agent, joint bookrunners, joint lead arranger",1,0,1
128,What companies are the joint lead arranger in the agreement?,"BofA Securities, Inc., JPMorgan Chase Bank, N.A.",1,0,1
128,What companies are the joint bookrunners in the agreement?,"BofA Securities, Inc., JPMorgan Chase Bank, N.A.",1,0,1
128,What companies are the Administrative Agent in the agreement?,"Bank of America, N.A., JPMorgan Chase Bank, N.A.",1,0,1
128,What companies are the Syndication Agent in the agreement?,"Bank of America, N.A., JPMorgan Chase Bank, N.A.",1,0,1
29,What is the position of Efrain Rivera?,Chief Financial Officer,1,0,0
29,In what organization does Efrain Rivera work?,"Paychex, Inc.",1,0,0
29,In what organization does Frank Hamblett work?,Nixon Peabody LLP,1,0,0
29,In what organization does Lisa Christian work?,"PNC Bank, National Association",1,0,0
29,"Who is the representative of Paychex, Inc.?",Efrain Rivera,1,0,0
29,Who is the representative of Nixon Peabody LLP?,Frank Hamblett,1,0,0
29,"Who is the representative of PNC Bank, National Association?",Lisa Christian,1,0,0
29,What is the location of AX IV Holding III ApS?,Denmark,1,0,0
29,What is the location of AX IV Holding II ApS?,Denmark,1,0,0
29,What is the location of Advantage Payroll Services Inc.?,Delaware,1,0,0
29,"What is the location of CSM, Inc.?",Tennessee,1,0,0
29,"What is the location of Century II ASO, Inc.?",Tennessee,1,0,0
29,"What is the location of Century II Services, Inc.?",Tennessee,1,0,0
29,"What is the location of Century II Staffing, Inc.?",Tennessee,1,0,0
29,"What is the location of Century II Staffing, USA, Inc.?",Tennessee,1,0,0
29,"What is the location of Century II Staffing TN, Inc.?",Tennessee,1,0,0
29,"What is the location of DHR Insurance Services, LLC?",Delaware,1,0,0
29,"What is the location of DHR Services Holdings, LLC?",Delaware,1,0,0
29,"What is the location of DHR of Florida I, LLC?",Florida,1,0,0
29,What is the location of S?,Denmark,1,0,0
29,"What is the location of ESG Achievement, Inc.?",Utah,1,0,0
29,"What is the location of ESG Administration, Inc?",Utah,1,0,0
29,"What is the location of ESG Assistance, Inc.?",Utah,1,0,0
29,"What is the location of ESG Consulting, Inc.?",Utah,1,0,0
29,"What is the location of ESG Consulting II, LLC?",Utah,1,0,0
29,"What is the location of ESG Direction, Inc.?",Utah,1,0,0
29,"What is the location of ESG Entities, Inc.?",Utah,1,0,0
29,"What is the location of ESG Entities II, LLC?",Utah,1,0,0
29,"What is the location of ESG Fulfillment, Inc.?",Utah,1,0,0
29,"What is the location of ESG Insurance, Inc.?",Utah,1,0,0
29,"What is the location of ESG Management, Inc.?",Utah,1,0,0
29,"What is the location of ESG Offerings, Inc.?",Utah,1,0,0
29,"What is the location of ESG PEO, Inc.?",Utah,1,0,0
29,"What is the location of ESG Services, Inc.?",Utah,1,0,0
29,"What is the location of ESG Success, Inc.?",Utah,1,0,0
29,"What is the location of ESG Supervision, Inc.?",Utah,1,0,0
29,"What is the location of ESSG, Inc.?",Utah,1,0,0
29,"What is the location of Employer%27s Alliance, LLC?",Florida,1,0,0
29,"What is the location of Employer%27s Alliance III, LLC?",Florida,1,0,0
29,"What is the location of Employer%27s Alliance IV, LLC?",Florida,1,0,0
29,"What is the location of Employer%27s Alliance IX, LLC?",Florida,1,0,0
29,"What is the location of Employer%27s Alliance V, LLC?",Florida,1,0,0
29,"What is the location of Employer%27s Alliance VI, LLC?",Florida,1,0,0
29,"What is the location of Employer%27s Alliance VII, LLC?",Florida,1,0,0
29,"What is the location of Employer%27s Alliance VIII, LLC?",Florida,1,0,0
29,"What is the location of Employer%27s Select, LLC?",Florida,1,0,0
29,"What is the location of Employer Solutions Group, Inc.?",Utah,1,0,0
29,"What is the location of Employer Solutions Group of SLC, Inc.?",Utah,1,0,0
29,"What is the location of Employer Solutions Group of Utah, Inc.?",Utah,1,0,0
29,"What is the location of Employer Solutions Group of Utah II, Inc.?",Utah,1,0,0
29,"What is the location of Employers Insurance Group, LLC?",New Mexico,1,0,0
29,"What is the location of Employers Solutions Group of Idaho, Inc.?",Idaho,1,0,0
29,What is the location of Expense Wire LLC?,Ohio,1,0,0
29,What is the location of a ePlan Services Inc.?,Delaware,1,0,0
29,"What is the location of Fortune Financial, Inc?",Florida,1,0,0
29,What is the location of Fortune Industries?,Delaware,1,0,0
29,"What is the location of Fortune Insurance Solutions, LLC?",Florida,1,0,0
29,"What is the location of Fortune PEO, LLC?",Florida,1,0,0
29,"What is the location of Fortune PEO Acquisitions, LLC?",Florida,1,0,0
29,"What is the location of Gordian Capital Holdings, Inc.?",Delaware,1,0,0
29,"What is the location of Gordian HR, LLC %28ASO%29?",Delaware,1,0,0
29,"What is the location of HRSmarter I,LLC?",Florida,1,0,0
29,"What is the location of HRSmarter II, LLC?",Florida,1,0,0
29,"What is the location of HRSmarter III,LLC?",Florida,1,0,0
29,"What is the location of HRSmarter IV,LLC?",Florida,1,0,0
29,"What is the location of HRSmarter IX,LLC?",Florida,1,0,0
29,"What is the location of HRSmarter V,LLC?",Florida,1,0,0
29,"What is the location of HRSmarter VI,LLC?",Florida,1,0,0
29,"What is the location of HRSmarter VII,LLC?",Florida,1,0,0
29,"What is the location of HRSmarter VIII,LLC?",Florida,1,0,0
29,"What is the location of HRSmarter X,LLC?",Florida,1,0,0
29,"What is the location of HR Outsourcing, Inc.?",Georgia,1,0,0
29,"What is the location of HR Outsourcing, LLC?",Delaware,1,0,0
29,"What is the location of HR Outsourcing ASO, LLC?",Delaware,1,0,0
29,"What is the location of HR Outsourcing Associates, LLC?",Delaware,1,0,0
29,"What is the location of HR Outsourcing Consultants, LLC?",Delaware,1,0,0
29,"What is the location of HR Outsourcing Development, LLC?",Delaware,1,0,0
29,"What is the location of HR Outsourcing Enterprises, LLC?",Georgia,1,0,0
29,"What is the location of HR Outsourcing Group, LLC?",Delaware,1,0,0
29,"What is the location of HR Outsourcing Processing, LLC?",Nevada,1,0,0
29,"What is the location of HR Outsourcing Services, LLC?",Delaware,1,0,0
29,What is the location of a My Staffing Pro?,Ohio,1,0,0
29,What is the location of Hispanomina %28SP%29?,Spain,1,0,0
29,What is the location of Ipayroll Holding ApS?,Denmark,1,0,0
29,"What is the location of King Employee Services, Inc.?",Florida,1,0,0
29,What is the location of S %28DK%29?,Denmark,1,0,0
29,What is the location of Latweplace sp z.o.o. %28PL%29?,Poland,1,0,0
29,What is the location of Lessor GmbH %28DE%29?,Germany,1,0,0
29,What is the location of Lessor Group ApS?,Denmark,1,0,0
29,What is the location of Lessor Holding ApS?,Denmark,1,0,0
29,"What is the location of Nettime Solutions, L.L.C.?",Arizona,1,0,0
29,What is the location of New Dawn Holding ApS?,Denmark,1,0,0
29,What is the location of Norl%C3%B8nn AS %28NO%29?,Norway,1,0,0
29,"What is the location of Oasis AHR, Inc.?",Iowa,1,0,0
29,"What is the location of Oasis AHR HRC, LLC?",Colorado,1,0,0
29,"What is the location of Oasis AHR Holdings, Inc.?",Delaware,1,0,0
29,"What is the location of Oasis AHR I, Inc.?",Florida,1,0,0
29,"What is the location of Oasis AHR II, Inc.?",Iowa,1,0,0
29,"What is the location of Oasis AHR III, Inc.?",Iowa,1,0,0
29,"What is the location of Oasis AHR PL, LLC?",Colorado,1,0,0
29,"What is the location of Oasis Acquisition, Inc.?",Delaware,1,0,0
29,"What is the location of Oasis Advisory Services, Inc.?",Florida,1,0,0
29,"What is the location of Oasis DEG, Inc.?",Minnesota,1,0,0
29,"What is the location of Oasis DEG ASO, Inc.?",Minnesota,1,0,0
29,"What is the location of Oasis DHR, LLC?",Delaware,1,0,0
29,"What is the location of Oasis Employment Services, Inc.?",Delaware,1,0,0
29,"What is the location of Oasis HR Solutions III, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing, Inc.?",Florida,1,0,0
29,What is the location of Oasis Outsourcing Acquisition Corporation?,Delaware,1,0,0
29,"What is the location of Oasis Outsourcing Admin, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Admin. II, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Admin Group, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Benefits III, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Contract, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Contract Group, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Contract II, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Contract III, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Contract IV, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Contract VII, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing HR, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing Holdings, Inc.?",Delaware,1,0,0
29,"What is the location of Oasis Outsourcing III, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing IX, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing TX, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing V, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Outsourcing VI, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Payroll Services, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Staffing, Inc.?",Florida,1,0,0
29,"What is the location of Oasis Staffing II, Inc.?",Florida,1,0,0
29,"What is the location of PBS of America, LLC?",Florida,1,0,0
29,"What is the location of PBS of Central Florida, LLC?",Florida,1,0,0
29,"What is the location of PSM Financial Services, LLC?",Indiana,1,0,0
29,What is the location of PXC Inc.?,New York,1,0,0
29,"What is the location of PayChex, Inc.?","1175 John Street, Rochester, New York 14586",1,0,0
29,"What is the location of Paychex Administrative Services, LLC?",Florida,1,0,0
29,What is the location of Paychex Advance LLC?,New York,1,0,0
29,What is the location of a Benetrac?,Delaware,1,0,0
29,What is the location of Paychex Brazil LLC?,New York,1,0,0
29,"What is the location of Paychex Business Solutions, LLC?",Florida,1,0,0
29,What is the location of Paychex Deutschland GmbH?,Germany,1,0,0
29,What is the location of Paychex HR Outsourcing LLC?,Delaware,1,0,0
29,"What is the location of Paychex Holdings, LLC?",New York,1,0,0
29,"What is the location of Paychex Insurance Agency, Inc.?",New York,1,0,0
29,"What is the location of Paychex Insurance Concepts, Inc.?",New York,1,0,0
29,What is the location of Paychex Investment LLC?,Delaware,1,0,0
29,What is the location of Paychex Management LLC?,Delaware,1,0,0
29,What is the location of Paychex North America Inc.?,Delaware,1,0,0
29,"What is the location of Paychex PEO I, LLC?",Florida,1,0,0
29,"What is the location of Paychex PEO II, LLC?",Florida,1,0,0
29,"What is the location of Paychex PEO III, LLC?",Florida,1,0,0
29,"What is the location of Paychex PEO IV, LLC?",Florida,1,0,0
29,"What is the location of Paychex PEO IX, LLC?",Florida,1,0,0
29,"What is the location of Paychex PEO V, LLC?",Florida,1,0,0
29,"What is the location of Paychex PEO VI, LLC?",Florida,1,0,0
29,"What is the location of Paychex PEO VII, LLC?",Florida,1,0,0
29,"What is the location of Paychex PEO VIII, LLC?",Florida,1,0,0
29,"What is the location of Paychex PEO X, LLC?",Florida,1,0,0
29,"What is the location of Paychex Real Estate, LLC?",New York,1,0,0
29,What is the location of a Southeastern Employee Benefit Services?,Delaware,1,0,0
29,What is the location of Paychex Securities Corporation?,New York,1,0,0
29,What is the location of Paychex Time %26 Attendance Inc.?,Delaware,1,0,0
29,What is the location of Paychex of New York LLC?,Delaware,1,0,0
29,"What is the location of Precision Employee Management, LLC?",Arizona,1,0,0
29,"What is the location of Professional Staff Management, Inc.?",Indiana,1,0,0
29,"What is the location of Professional Staff Management, Inc. II?",Indiana,1,0,0
29,"What is the location of Professional Staff Management ASO, Inc.?",Indiana,1,0,0
29,"What is the location of Rapid Payroll, Inc.?",California,1,0,0
29,"What is the location of Solutions Staffing Group, Inc.?",Utah,1,0,0
29,"What is the location of Staff One, Inc.?",Oklahoma,1,0,0
29,"What is the location of Staff One HR, LLC?",Oklahoma,1,0,0
29,"What is the location of Staff One HR II, Inc.?",Texas,1,0,0
29,"What is the location of Staff One of Oklahoma, LLC?",Oklahoma,1,0,0
29,"What is the location of SurePayroll, Inc.?",Delaware,1,0,0
29,What is the location of Swel%C3%B8n AB %28S%29?,Sweden,1,0,0
29,"What is the location of WRI Acquisition, Inc.?",Delaware,1,0,0
29,"What is the location of WRI II, Inc.?",Florida,1,0,0
29,"What is the location of WorkSmarter HR, LLC?",Wyoming,1,0,0
29,"What is the location of Workforce Alternative, Inc.?",Florida,1,0,0
29,What is the location of ePlan Advisors LLC?,Colorado,1,0,0
29,What is the location of iSalaire Eurl %28FR%29?,France,1,0,0
29,What is the location of ilohngehalt internetservices GmbH?,Germany,1,0,0
29,"What is the location of Paychex, Inc.?","911 Panorama Trail South, Rochester, New York 14625",1,0,0
29,What is the location of Nixon Peabody LLP?,"53 State Street, Boston, Massachusetts 02109",1,0,0
29,"What are the locations of PNC Bank, National Association?","6750 Miller Road, Brecksville, Ohio 44141, 6750 Miller RoadBrecksville, Ohio 44141",1,0,1
29,"Which company is associated with 1175 John Street, Rochester, New York 14586?","PayChex, Inc.",1,0,0
29,"Which company is associated with 53 State Street, Boston, Massachusetts 02109?",Nixon Peabody LLP,1,0,0
29,"Which company is associated with 6750 Miller Road, Brecksville, Ohio 44141?","PNC Bank, National Association",1,0,0
29,"Which company is associated with 6750 Miller RoadBrecksville, Ohio 44141?","PNC Bank, National Association",1,0,0
29,"Which company is associated with 911 Panorama Trail South, Rochester, New York 14625?","Paychex, Inc.",1,0,0
29,Which company is associated with California?,"Rapid Payroll, Inc.",1,0,0
29,Which company is associated with France?,iSalaire Eurl %28FR%29,1,0,0
29,Which company is associated with Idaho?,"Employers Solutions Group of Idaho, Inc.",1,0,0
29,Which company is associated with Nevada?,"HR Outsourcing Processing, LLC",1,0,0
29,Which company is associated with New Mexico?,"Employers Insurance Group, LLC",1,0,0
29,Which company is associated with Norway?,Norl%C3%B8nn AS %28NO%29,1,0,0
29,Which company is associated with Poland?,Latweplace sp z.o.o. %28PL%29,1,0,0
29,Which company is associated with Spain?,Hispanomina %28SP%29,1,0,0
29,Which company is associated with Sweden?,Swel%C3%B8n AB %28S%29,1,0,0
29,Which company is associated with Texas?,"Staff One HR II, Inc.",1,0,0
29,Which company is associated with Wyoming?,"WorkSmarter HR, LLC",1,0,0
29,Which companies are associated with Arizona?,"Nettime Solutions, L.L.C., Precision Employee Management, LLC",1,0,1
29,Which companies are associated with Georgia?,"HR Outsourcing, Inc., HR Outsourcing Enterprises, LLC",1,0,1
29,Which companies are associated with Minnesota?,"Oasis DEG, Inc., Oasis DEG ASO, Inc.",1,0,1
29,Which companies are associated with Ohio?,"Expense Wire LLC, a My Staffing Pro",1,0,1
29,Which companies are associated with Colorado?,"Oasis AHR HRC, LLC, Oasis AHR PL, LLC, ePlan Advisors LLC",1,0,1
29,Which companies are associated with Germany?,"Lessor GmbH %28DE%29, Paychex Deutschland GmbH, ilohngehalt internetservices GmbH",1,0,1
29,Which companies are associated with Iowa?,"Oasis AHR, Inc., Oasis AHR II, Inc., Oasis AHR III, Inc.",1,0,1
29,Which companies are associated with Oklahoma?,"Staff One, Inc., Staff One HR, LLC, Staff One of Oklahoma, LLC",1,0,1
29,Which companies are associated with Indiana?,"PSM Financial Services, LLC, Professional Staff Management, Inc., Professional Staff Management, Inc. II, Professional Staff Management ASO, Inc.",1,0,1
29,Which companies are associated with Tennessee?,"CSM, Inc., Century II ASO, Inc., Century II Services, Inc., Century II Staffing, Inc., Century II Staffing, USA, Inc., Century II Staffing TN, Inc.",1,0,1
29,Which companies are associated with Denmark?,"AX IV Holding III ApS, AX IV Holding II ApS, S, Ipayroll Holding ApS, S %28DK%29, Lessor Group ApS, Lessor Holding ApS, New Dawn Holding ApS",1,0,1
29,Which companies are associated with New York?,"PXC Inc., Paychex Advance LLC, Paychex Brazil LLC, Paychex Holdings, LLC, Paychex Insurance Agency, Inc., Paychex Insurance Concepts, Inc., Paychex Real Estate, LLC, Paychex Securities Corporation",1,0,1
29,Which companies are associated with Utah?,"ESG Achievement, Inc., ESG Administration, Inc, ESG Assistance, Inc., ESG Consulting, Inc., ESG Consulting II, LLC, ESG Direction, Inc., ESG Entities, Inc., ESG Entities II, LLC, ESG Fulfillment, Inc., ESG Insurance, Inc., ESG Management, Inc., ESG Offerings, Inc., ESG PEO, Inc., ESG Services, Inc., ESG Success, Inc., ESG Supervision, Inc., ESSG, Inc., Employer Solutions Group, Inc., Employer Solutions Group of SLC, Inc., Employer Solutions Group of Utah, Inc., Employer Solutions Group of Utah II, Inc., Solutions Staffing Group, Inc.",1,0,1
29,Which companies are associated with Delaware?,"Advantage Payroll Services Inc., DHR Insurance Services, LLC, DHR Services Holdings, LLC, a ePlan Services Inc., Fortune Industries, Gordian Capital Holdings, Inc., Gordian HR, LLC %28ASO%29, HR Outsourcing, LLC, HR Outsourcing ASO, LLC, HR Outsourcing Associates, LLC, HR Outsourcing Consultants, LLC, HR Outsourcing Development, LLC, HR Outsourcing Group, LLC, HR Outsourcing Services, LLC, Oasis AHR Holdings, Inc., Oasis Acquisition, Inc., Oasis DHR, LLC, Oasis Employment Services, Inc., Oasis Outsourcing Acquisition Corporation, Oasis Outsourcing Holdings, Inc., a Benetrac, Paychex HR Outsourcing LLC, Paychex Investment LLC, Paychex Management LLC, Paychex North America Inc., a Southeastern Employee Benefit Services, Paychex Time %26 Attendance Inc., Paychex of New York LLC, SurePayroll, Inc., WRI Acquisition, Inc.",1,0,1
29,Which companies are associated with Florida?,"DHR of Florida I, LLC, Employer%27s Alliance, LLC, Employer%27s Alliance III, LLC, Employer%27s Alliance IV, LLC, Employer%27s Alliance IX, LLC, Employer%27s Alliance V, LLC, Employer%27s Alliance VI, LLC, Employer%27s Alliance VII, LLC, Employer%27s Alliance VIII, LLC, Employer%27s Select, LLC, Fortune Financial, Inc, Fortune Insurance Solutions, LLC, Fortune PEO, LLC, Fortune PEO Acquisitions, LLC, HRSmarter I,LLC, HRSmarter II, LLC, HRSmarter III,LLC, HRSmarter IV,LLC, HRSmarter IX,LLC, HRSmarter V,LLC, HRSmarter VI,LLC, HRSmarter VII,LLC, HRSmarter VIII,LLC, HRSmarter X,LLC, King Employee Services, Inc., Oasis AHR I, Inc., Oasis Advisory Services, Inc., Oasis HR Solutions III, Inc., Oasis Outsourcing, Inc., Oasis Outsourcing Admin, Inc., Oasis Outsourcing Admin. II, Inc., Oasis Outsourcing Admin Group, Inc., Oasis Outsourcing Benefits III, Inc., Oasis Outsourcing Contract, Inc., Oasis Outsourcing Contract Group, Inc., Oasis Outsourcing Contract II, Inc., Oasis Outsourcing Contract III, Inc., Oasis Outsourcing Contract IV, Inc., Oasis Outsourcing Contract VII, Inc., Oasis Outsourcing HR, Inc., Oasis Outsourcing III, Inc., Oasis Outsourcing IX, Inc., Oasis Outsourcing TX, Inc., Oasis Outsourcing V, Inc., Oasis Outsourcing VI, Inc., Oasis Payroll Services, Inc., Oasis Staffing, Inc., Oasis Staffing II, Inc., PBS of America, LLC, PBS of Central Florida, LLC, Paychex Administrative Services, LLC, Paychex Business Solutions, LLC, Paychex PEO I, LLC, Paychex PEO II, LLC, Paychex PEO III, LLC, Paychex PEO IV, LLC, Paychex PEO IX, LLC, Paychex PEO V, LLC, Paychex PEO VI, LLC, Paychex PEO VII, LLC, Paychex PEO VIII, LLC, Paychex PEO X, LLC, WRI II, Inc., Workforce Alternative, Inc.",1,0,1
29,"What is the role of Advantage Payroll Services, Inc. in the agreement?",Guarantors,1,0,0
29,What is the role of PAYCHEX ADVANCE LLC in the agreement?,Parent Borrower,1,0,0
29,"What are the roles of PNC BANK, NATIONAL ASSOCIATION in the agreement?","Administrative Agent, Lender Issuing Bank",1,0,1
29,"What is the role of Oasis AHR PL, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Oasis Advisory Services, Inc. in the agreement?",Guarantors,1,0,0
29,"What is the role of Oasis Employment Services, Inc. in the agreement?",Guarantors,1,0,0
29,"What is the role of Oasis Outsourcing Contract III, Inc. in the agreement?",Guarantors,1,0,0
29,"What is the role of Oasis Outsourcing TX, Inc. in the agreement?",Guarantors,1,0,0
29,"What is the role of PBS of America, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of PBS of Central Florida, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of PayChex, Inc. in the agreement?",Parent Borrower,1,0,0
29,"What is the role of Paychex Administrative Services, LLC in the agreement?",Guarantors,1,0,0
29,What is the role of Paychex Advance LLC in the agreement?,Parent Borrower,1,0,0
29,"What is the role of Paychex Business Solutions, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex Holdings, LLC in the agreement?",Guarantors,1,0,0
29,What is the role of Paychex Management LLC in the agreement?,Guarantors,1,0,0
29,What is the role of Paychex North America Inc. in the agreement?,Guarantors,1,0,0
29,"What is the role of Paychex PEO I, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex PEO II, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex PEO III, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex PEO IV, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex PEO IX, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex PEO V, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex PEO VI, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex PEO VII, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex PEO VIII, LLC in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex PEO X, LLC in the agreement?",Guarantors,1,0,0
29,What is the role of Paychex of New York LLC in the agreement?,Guarantors,1,0,0
29,"What is the role of WRI II, Inc. in the agreement?",Guarantors,1,0,0
29,"What is the role of Paychex, Inc. in the agreement?",Parent Borrower,1,0,0
29,What is the role of Nixon Peabody LLP in the agreement?,Parent Borrower,1,0,0
29,"What are the roles of PNC Bank, National Association in the agreement?","Administrative Agent, administrative agent",1,0,1
29,What companies are the Guarantors in the agreement?,"Advantage Payroll Services, Inc., Oasis AHR PL, LLC, Oasis Advisory Services, Inc., Oasis Employment Services, Inc., Oasis Outsourcing Contract III, Inc., Oasis Outsourcing TX, Inc., PBS of America, LLC, PBS of Central Florida, LLC, Paychex Administrative Services, LLC, Paychex Business Solutions, LLC, Paychex Holdings, LLC, Paychex Management LLC, Paychex North America Inc., Paychex PEO I, LLC, Paychex PEO II, LLC, Paychex PEO III, LLC, Paychex PEO IV, LLC, Paychex PEO IX, LLC, Paychex PEO V, LLC, Paychex PEO VI, LLC, Paychex PEO VII, LLC, Paychex PEO VIII, LLC, Paychex PEO X, LLC, Paychex of New York LLC, WRI II, Inc.",1,0,1
29,What companies are the Parent in the agreement?,"PAYCHEX, INC, PAYCHEX, INC.",1,0,1
29,What companies are the Parent Borrower in the agreement?,"Nixon Peabody LLP, PAYCHEX ADVANCE LLC, PayChex, Inc., Paychex Advance LLC, Paychex, Inc.",1,0,1
29,What companies are the Administrative Agent in the agreement?,"PNC BANK, NATIONAL ASSOCIATION, PNC Bank, National Association",1,0,1
29,What company is the Issuing Bank in the agreement?,"PNC BANK, NATIONAL ASSOCIATION",1,0,0
29,What company is the Lender in the agreement?,"PNC BANK, NATIONAL ASSOCIATION",1,0,0
29,What company is the administrative agent in the agreement?,"PNC Bank, National Association",1,0,0
15,What is the position of Jared Randall?,Executive Director,1,0,0
15,What is the position of Racquel A.C. Small?,Executive Director,1,0,0
15,What is the position of Shawn Matthews?,CEO,1,0,0
15,In what organization does Jared Randall work?,UBS AG,1,0,0
15,In what organization does Racquel A.C. Small work?,UBS AG,1,0,0
15,In what organization does Shawn Matthews work?,"2477 DEERFIELD DRIVE, LLC,",1,0,0
15,"Who is the representative of 2477 DEERFIELD DRIVE, LLC,?",Shawn Matthews,1,0,0
15,Who are the representatives of UBS AG?,"Jared Randall, Racquel A.C. Small",1,0,1
15,"What is the location of 2477 Deerfield Drive, LLC?","110 East 59th StreetNew York, New York 1002",1,0,0
15,What is the location of Alston %26 Bird LLP?,"90 Park AvenueNew York, New York 10016",1,0,0
15,What is the location of Cozen O%C2%92Connor LLP?,"277 Park AvenueNew York, New York 10172",1,0,0
15,What is the location of UBS AG?,"1285 Avenue of the AmericasNew York, New York 10019",1,0,0
15,"Which company is associated with 1285 Avenue of the AmericasNew York, New York 10019?",UBS AG,1,0,0
15,"Which company is associated with 110 East 59th StreetNew York, New York 1002?","2477 Deerfield Drive, LLC",1,0,0
15,"Which company is associated with 277 Park AvenueNew York, New York 10172?",Cozen O%C2%92Connor LLP,1,0,0
15,"Which company is associated with 90 Park AvenueNew York, New York 10016?",Alston %26 Bird LLP,1,0,0
15,"What type of location is 1285 Avenue of the AmericasNew York, New York 10019?",branch office,1,0,0
15,"What is the role of CF Real Estate Holdings, LLC in the agreement?",Guarantor,1,0,0
15,"What is the role of 2477 DEERFIELD DRIVE, LLC, in the agreement?",BORROWER,1,0,0
15,What is the role of UBS AG in the agreement?,LENDER,1,0,0
15,What company is the Guarantor in the agreement?,"CF Real Estate Holdings, LLC",1,0,0
15,What company is the BORROWER in the agreement?,"2477 DEERFIELD DRIVE, LLC,",1,0,0
15,What company is the LENDER in the agreement?,UBS AG,1,0,0
39,What is the position of David B. Thayer?,Vice President,1,0,0
39,What is the position of James Foley?,Senior Vice President,1,0,0
39,What are the positions of Ross C. Wilkin?,"Chief%09 %09 %09%09 %09%09 %09Finance Officer, Treasurer, Vice President of Finance",1,0,1
39,In what organization does David B. Thayer work?,"PNC BANK, NATIONAL ASSOCIATION",1,0,0
39,In what organization does James Foley work?,"BANK OF AMERICA, N.A.,",1,0,0
39,In what organization does Ross C. Wilkin work?,"NORTH JACKSON SPECIALTY STEEL,LLC",1,0,0
39,"Who is the representative of NORTH JACKSON SPECIALTY STEEL,LLC?",Ross C. Wilkin,1,0,0
39,"Who is the representative of BANK OF AMERICA, N.A.,?",James Foley,1,0,0
39,"Who is the representative of PNC BANK, NATIONAL ASSOCIATION?",David B. Thayer,1,0,0
39,"What is the location of Bank of America, N.A.?","One Bryant Park, 32nd FloorNew York, NY 10036",1,0,0
39,"What is the location of Dunkirk Specialty Steel, LLC?","830 Brigham RoadDunkirk, NY 14048",1,0,0
39,"What is the location of North Jackson Specialty Steel, LLC?","2058 South Bailey RoadNorth Jackson, OH 44541",1,0,0
39,"What is the location of PNC BANK, N.A.?","Two Tower Center Blvd. - 21st Floor%09  %09East Brunswick, NJ 08816",1,0,0
39,"What are the locations of PNC Bank, National Association?","300 Fifth Avenue, 14th FloorPittsburgh, Pennsylvania 15222, 6750 Miller Rd %28Mail Stop%3A BR-YB58-01-P%29Brecksville, Ohio 44141",1,0,1
39,"What are the locations of Universal Stainless %26 Alloy Products, Inc.?","121 Caldwell StreetTitusville, PA 16354, 600 Mayer StreetBridgeville, PA 15017",1,0,1
39,"Which company is associated with 121 Caldwell StreetTitusville, PA 16354?","Universal Stainless %26 Alloy Products, Inc.",1,0,0
39,"Which company is associated with 2058 South Bailey RoadNorth Jackson, OH 44541?","North Jackson Specialty Steel, LLC",1,0,0
39,"Which company is associated with 300 Fifth Avenue, 14th FloorPittsburgh, Pennsylvania 15222?","PNC Bank, National Association",1,0,0
39,"Which company is associated with 600 Mayer StreetBridgeville, PA 15017?","Universal Stainless %26 Alloy Products, Inc.",1,0,0
39,"Which company is associated with 6750 Miller Rd %28Mail Stop%3A BR-YB58-01-P%29Brecksville, Ohio 44141?","PNC Bank, National Association",1,0,0
