document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
99,"what is the location of bass, berry sims plc","tn 37201, suite 2800nashville, 150 third avenue south",1,0,0,"150 Third Avenue South, Suite 2800 Nashville, TN 37201"
99,"what is the location of cracker barrel old country store, inc.","tennessee 37088 0787, 305 hartman drivep.o. box 787lebanon",1,0,0,"305 Hartman Drive P.O. Box 787 Lebanon, Tennessee 37088-0787"
99,"which company is associated with 150 third avenue south, suite 2800nashville, tn 37201","bass, berry sims plc",1,0,0,"Bass, Berry & Sims PLC"
99,"which company is associated with 1808 aston avenue, suite 250carlsbad, ca 92008","wells fargo bank, national association",1,0,0,"Wells Fargo Bank, National Association"
99,"which company is associated with 305 hartman drivep.o. box 787lebanon, tennessee 37088 0787","inc., cracker barrel old country store",1,0,0,"Cracker Barrel Old Country Store, Inc."
99,"what is the role of cbocs texas, llc in the agreement",guarantor,1,0,0,Guarantor
99,"what is the role of cbocs distribution, inc. in the agreement",guarantor,1,0,0,Guarantor
99,"what is the role of cbocs pennsylvania, llc in the agreement",guarantor,1,0,0,Guarantor
99,"what is the role of cbocs properties, inc in the agreement",guarantor,1,0,0,Guarantor
99,"what is the role of cbocs supply, inc in the agreement",guarantor,1,0,0,Guarantor
99,"what is the role of cbocs supply, inc. in the agreement",guarantor,1,0,0,Guarantor
99,"what is the role of cbocs west, inc. in the agreement",guarantor,1,0,0,Guarantor
99,what is the role of cb music llc in the agreement,guarantor,1,0,0,Guarantor
99,"what is the role of cracker barrel old country store, inc. in the agreement",borrower,1,0,0,Borrower
99,"what is the role of rocking chair, inc. in the agreement",guarantor,1,0,0,Guarantor
99,what is the role of the subsidiary guarantors named herein in the agreement,guarantors,1,0,0,Guarantor
99,"what is the role of cracker barrel old country store, inc in the agreement",borrower,1,0,0,Borrower
99,"what is the role of cbocs properties, inc. in the agreement",guarantor,1,0,0,Guarantor
99,"what is the role of wells fargo bank, national association in the agreement",administrativeagent,1,0,0,"Administrative Agent, Collateral Agent, Issuing Bank, Swing Line Bank and Lender"
99,what company is the guarantors in the agreement,the subsidiary guarantors named herein,1,0,0,Not found
99,what company is the swing line bank in the agreement,"wells fargo bank, national association",1,0,0,Wells Fargo
99,what company is the swing line lender in the agreement,"wells fargo bank, national association",1,0,0,Wells Fargo
99,what company is the administrativeagent in the agreement,"wells fargo bank, national association",1,0,0,"Wells Fargo Bank, National Association"
98,in what organization does joan mok work,bank of america,1,0,0,"Bank of America, N.A."
98,who is the representative of bank of america,joan mok,1,0,0,"Mary Porter, Joan Mok, Alfonso Malave"
98,"what is the location of citrix systems, inc.","florida 33309, 851 west cypress creek roadfort lauderdale",1,0,0,"851 West Cypress Creek Road Fort Lauderdale, Florida 33309"
98,"what is the location of citrix systems, inc.","ma 01730, 14 crosby drivebedford",1,0,0,"851 West Cypress Creek Road Fort Lauderdale, Florida 33309"
98,what is the location of sidley austin llp,"il 60603, one south dearbornchicago",1,0,0,"One South Dearborn Chicago, IL 60603"
98,"which company is associated with 14 crosby drivebedford, ma 01730","inc., citrix systems",1,0,0,"Citrix Systems, Inc."
98,"which company is associated with 1 fleet wayscranton, pa 18507",bank of america,1,0,0,"Bank of America, N.A."
98,"which company is associated with 555 california stsan francisco, ca 94104",bank of america,1,0,0,"Bank of America, N.A."
98,"which company is associated with 851 west cypress creek roadfort lauderdale, florida 33309","inc., citrix systems",1,0,0,"Citrix Systems, Inc."
98,"which company is associated with 901 main stdallas, tx 75202 3714",bank of america,1,0,0,"Bank of America, N.A."
98,"which company is associated with one south dearbornchicago, il 60603",sidley austin llp,1,0,0,Sidley Austin LLP
98,what is the role of jpmorgan chase bank in the agreement,lenders,1,0,0,"Lender, Syndication Agent"
98,what is the role of sidley austin llp in the agreement,borrower,1,0,0,Counsel to the Borrower
98,what company is the administrative agent lender in the agreement,bank of america,1,0,0,"Bank of America, N.A."
98,what company is the lenders in the agreement,jpmorgan chase bank,1,0,0,"JPMorgan Chase Bank, N.A., Citibank, N.A., Deutsche Bank AG New York Branch, Wells Fargo Bank, National Association"
67,what is the position of dennis m. lanfear,ceo,1,0,0,CEO
67,what is the position of michael fleming,president,1,0,0,President
67,in what organization does benjamin potter work,latham watkins llp,1,0,0,Latham & Watkins LLP
67,in what organization does dennis m. lanfear work,"inc., coherus biosciences",1,0,0,"COHERUS BIOSCIENCES, INC."
67,in what organization does geoffrey e. secol work,akin gump strauss hauer feld llp,1,0,0,Akin Gump Strauss Hauer & Feld LLP
67,in what organization does mcdavid stilwell work,"inc., coherus biosciences",1,0,0,"Coherus BioSciences, Inc."
67,in what organization does michael fleming work,intekrin therapeutics inc.,1,0,0,INTEKRIN THERAPEUTICS INC.
67,who is the representative of biopharma credit plc,pedro gonzalez de cosio,1,0,0,"Pharmakon Advisors, LP"
67,who is the representative of intekrin therapeutics inc.,michael fleming,1,0,0,Michael Fleming
67,who is the representative of latham watkins llp,benjamin potter,1,0,0,Benjamin Potter
67,what is the location of biopharma credit plc,51 new north road,1,0,0,"Exeter, United Kingdom"
67,what is the location of akin gump strauss hauer feld llp,"ny 10036 6745, one bryant parknew york",1,0,0,"New York, NY"
67,what is the location of latham watkins llp,"ca 94025, 140 scott drivemenlo park",1,0,0,"Menlo Park, CA"
67,"which company is associated with 140 scott drivemenlo park, ca 94025",latham watkins llp,1,0,0,Latham & Watkins LLP
67,which company is associated with 51 new north road,biopharma credit plc,1,0,0,BioPharma Credit PLC
67,what is the role of coherus intermediate corp. in the agreement,additional credit party,1,0,0,Credit Party
67,"what is the role of coherus biosciences, inc. in the agreement",issuer,1,0,0,Borrower and a Credit Party
67,"what is the role of healthcare royalty partners iii, l.p. in the agreement",investor,1,0,0,Investor
67,what is the role of kkr biosimilar l.p. in the agreement,investor,1,0,0,Investor
67,"what is the role of kmg capital partners, llc in the agreement",investor,1,0,0,Investor
67,what is the role of mx ii associates llc in the agreement,investor,1,0,0,Investor
67,what is the role of intekrin therapeutics inc. in the agreement,additional credit party,1,0,0,Credit Party
67,what is the role of latham watkins llp in the agreement,legal counsel,1,0,0,Counsel to the Credit Parties
67,what company is the issuer in the agreement,"inc., coherus biosciences",1,0,0,"Coherus BioSciences, Inc."
67,what company is the collateral agent in the agreement,biopharma credit plc,1,0,0,BIOPHARMA CREDIT PLC
67,what company is the borrower in the agreement,"inc., coherus biosciences",1,0,0,"COHERUS BIOSCIENCES, INC."
67,what company is the credit party in the agreement,"inc., coherus biosciences",1,0,0,"COHERUS BIOSCIENCES, INC., COHERUS INTERMEDIATE CORP. and INTEKRIN THERAPEUTICS INC."
67,what company is the legal counsel in the agreement,latham watkins llp,1,0,0,Latham & Watkins LLP
73,what is the position of benjamin souh,vice president,1,0,0,Vice President
73,what is the position of j. david izard.,vice president,1,0,0,Vice President
73,what is the position of lindsey mcgraw,director,1,0,0,Director
73,what is the position of michael chanin,vice president,1,0,0,Vice President
73,what is the position of michael pelletier,senior vice president,1,0,0,Senior Vice President
73,what is the position of christopher m. aitkin,assistant vice president,1,0,0,Assistant Vice President
73,what is the position of clifford abramsky,managing director,1,0,0,Managing Director
73,what is the position of don b. pinzon,vice president,1,0,0,Vice President
73,what is the position of marcus edward,managing director,1,0,0,Managing Director
73,what is the position of marie f. harrison,vice president,1,0,0,Vice President
73,what is the position of ola anderssen,director,1,0,0,Director
73,what is the position of peter cucchiara,vice president,1,0,0,Vice President
73,"what is the position of srbui seferian, cfa.",director,1,0,0,Director
73,"what is the position of thomas c. king, jr.",managing director,1,0,0,Managing Director
73,what is the position of thomas e. carter,chief financial officer,1,0,0,Chief Financial Officer
73,what is the position of vipul dhadda,authorized signatory,1,0,0,Authorized Signatory
73,in what organization does benjamin souh work,deutsche bank securities inc,1,0,0,Deutsche Bank AG New York Branch
73,in what organization does j. david izard. work,fifth third bank,1,0,0,FIFTH THIRD BANK
73,in what organization does lindsey mcgraw work,"llc, wells fargo securities",1,0,0,"Wells Fargo Bank, National Association"
73,in what organization does michael chanin work,fifth third bank,1,0,0,SunTrust Bank
73,in what organization does michael pelletier work,"n.a., raymond james bank",1,0,0,"Raymond James Bank, N.A."
73,in what organization does christopher m. aitkin work,barclays bank plc,1,0,0,Barclays Bank PLC
73,in what organization does clifford abramsky work,"new york bank, cr dit industriel et commercial",1,0,0,"Crédit Industriel et Commercial, New York Bank"
73,in what organization does don b. pinzon work,deutsche bank securities inc,1,0,0,"BANK OF AMERICA, N.A."
73,in what organization does karim rahimtoola work,credit suisse securities usa llc,1,0,0,"Credit Suisse AG, Cayman Islands Branch"
73,in what organization does marcus edward work,"new york bank, cr dit industriel et commercial",1,0,0,"Crédit Industriel et Commercial, New York Bank"
73,in what organization does marie f. harrison work,deutsche bank securities inc,1,0,0,"BANK OF AMERICA, N.A."
73,in what organization does ola anderssen work,"ltd, the bank of tokyo mitsubishi ufj",1,0,0,"The Bank of Tokyo-Mitsubishi UFJ, Ltd."
73,in what organization does peter cucchiara work,deutsche bank securities inc,1,0,0,Deutsche Bank AG New York Branch
73,"in what organization does srbui seferian, cfa. work","ltd, the bank of tokyo mitsubishi ufj",1,0,0,"Citizens Bank, N.A."
73,"in what organization does thomas c. king, jr. work",capital one,1,0,0,"Capital One, N.A."
73,in what organization does thomas e. carter work,"inc., nexstar media group",1,0,0,"NEXSTAR BROADCASTING, INC., NEXSTAR MEDIA GROUP, INC."
73,in what organization does vipul dhadda work,credit suisse securities usa llc,1,0,0,"Credit Suisse AG, Cayman Islands Branch"
73,who is the representative of barclays bank plc,christopher m. aitkin,1,0,0,Christopher M. Aitkin
73,who is the representative of capital one,"jr., thomas c. king",1,0,0,"Thomas C. King, Jr."
73,"who is the representative of nexstar media group, inc.",thomas e. carter,1,0,0,Thomas E. Carter
73,"who is the representative of raymond james bank, n.a.",michael pelletier,1,0,0,Michael Pelletier
73,"who is the representative of wells fargo securities, llc",lindsey mcgraw,1,0,0,Lindsey McGraw
73,"what is the role of citizens bank, national association in the agreement",co managers,1,0,0,Co-Managers
73,"what is the role of nexstar broadcasting, inc. in the agreement",borrower,1,0,0,Borrower
73,"what is the role of suntrust robinson humphrey, inc in the agreement",bookrunners,1,0,0,Joint Lead Arrangers and Joint Bookrunners
73,what is the role of barclays bank plc in the agreement,bookrunners,1,0,0,Joint Lead Arrangers and Joint Bookrunners
73,what is the role of capital one in the agreement,co managers,1,0,0,Co-Managers
73,"what is the role of nexstar media group, inc. in the agreement",holding company,1,0,0,Holding Company
73,"what is the role of wells fargo securities, llc in the agreement",bookrunners,1,0,0,Joint Lead Arrangers and Joint Bookrunners
73,what is the role of credit suisse securities usa llc in the agreement,bookrunners,1,0,0,Joint Lead Arrangers and Joint Bookrunners
73,what is the role of fifth third bank in the agreement,co managers,1,0,0,Co-Managers
73,"what is the role of the bank of tokyo mitsubishi ufj, ltd in the agreement",co managers,1,0,0,Co-Managers
73,what is the role of deutsche bank securities inc in the agreement,bookrunners,1,0,0,Joint Lead Arrangers and Joint Bookrunners
73,what company is the administrative agent in the agreement,bank of america,1,0,0,"BANK OF AMERICA, N.A."
73,what company is the collateral agent in the agreement,bank of america,1,0,0,"Bank of America, N.A."
73,what company is the c issuer in the agreement,bank of america,1,0,0,"Bank of America, N.A."
73,what company is the swing line lender in the agreement,bank of america,1,0,0,"Bank of America, N.A."
73,what company is the borrower in the agreement,"inc., nexstar broadcasting",1,0,0,"NEXSTAR BROADCASTING, INC."
73,what company is the holding company in the agreement,"inc., nexstar media group",1,0,0,"NEXSTAR MEDIA GROUP, INC."
9,what is the position of ann e. sutton,director,1,0,0,Director
9,what is the position of brian d. williams,authorised signatory,1,0,0,Authorised Signatory
9,what is the position of eric searls,senior vice president,1,0,0,Senior Vice President
9,what is the position of james disher,authorized signatory,1,0,0,Authorized Signatory
9,what is the position of mark walton,authorized signatory,1,0,0,Authorized Signatory
9,what is the position of mikhail faybusovich,director,1,0,0,Director
9,what is the position of peter predun,executive director,1,0,0,Executive Director
9,what is the position of raymond g. dunning,vice president,1,0,0,Vice President
9,what is the position of wei jen yuan,associate,1,0,0,Associate
9,in what organization does ann e. sutton work,barclays bank plc,1,0,0,Barclays Bank PLC
9,in what organization does brian d. williams work,the royal bank of scotland plc,1,0,0,The Royal Bank of Scotland plc
9,in what organization does denise r. cade work,"l.p., suncoke energy partners",1,0,0,SunCoke Energy Partners GP LLC
9,in what organization does eric searls work,"l.p., suncoke energy partners",1,0,0,Branch Banking and Trust Company
9,in what organization does ido yehuda work,"n.a., jpmorgan chase bank",1,0,0,"JPMorgan Chase Bank, N.A."
9,in what organization does james disher work,royal bank of canada,1,0,0,Royal Bank of Canada
9,in what organization does jonathan m. phillips work,"l.p., suncoke energy partners",1,0,0,"Bank of America, N.A."
9,in what organization does mark walton work,royal bank of canada,1,0,0,Goldman Sachs Bank USA
9,in what organization does mikhail faybusovich work,barclays bank plc,1,0,0,"Credit Suisse AG, Cayman Islands Branch"
9,in what organization does peter predun work,"n.a., jpmorgan chase bank",1,0,0,"JPMorgan Chase Bank, N.A."
9,in what organization does raymond g. dunning work,"n.a., citibank",1,0,0,"Citibank, N.A."
9,in what organization does wei jen yuan work,"credit suisse ag, cayman islands branch",1,0,0,"Credit Suisse AG, Cayman Islands Branch"
9,"who is the representative of credit suisse ag, cayman islands branch",wei jen yuan,1,0,0,"Mikhail Faybusovich, Wei-Jen Yuan"
9,"who is the representative of citibank, n.a.",raymond g. dunning,1,0,0,Raymond G. Dunning
9,who is the representative of middletown cogeneration company llc,mark e. newman,1,0,0,Mark E. Newman
9,who is the representative of the royal bank of scotland plc,brian d. williams,1,0,0,Brian D. Williams
9,"which company is associated with 1011 warrenville road suite 600 lisle, il 60532","l.p., suncoke energy partners",1,0,0,"SunCoke Energy Partners, L.P."
9,"which company is associated with 500 stanton christiana road, ops 2, floor 3 newark, delaware 19713 2107","l.p., suncoke energy partners",1,0,0,"JPMorgan Chase Bank, N.A."
9,what is the role of haverhill cogeneration company llc in the agreement,borrower,1,0,0,joint and several Borrower
9,what is the role of haverhill coke company llc in the agreement,borrower,1,0,0,joint and several Borrower
9,what is the role of j.p. morgan securities llc in the agreement,lead arrangers,1,0,0,joint lead arrangers and joint bookrunners
9,"what is the role of middletown coke company, llc in the agreement",borrower,1,0,0,joint and several Borrower
9,what is the role of rbs securities inc in the agreement,lead arrangers,1,0,0,joint lead arrangers and joint bookrunners
9,what is the role of the royal bank of scotland plc in the agreement,co documentation agents,1,0,0,"Co-Documentation Agents, Lender"
9,what is the role of middletown cogeneration company llc in the agreement,borrower,1,0,0,joint and several Borrower
9,"what is the role of suncoke energy partners, l.p. in the agreement",borrower,1,0,0,joint and several Borrower
59,in what organization does brian a. valentine work,"inc., the andersons",1,0,0,"The Andersons, Inc."
59,in what organization does robert graves work,jones day,1,0,0,Jones Day
59,"who is the representative of the andersons, inc.",brian a. valentine,1,0,0,Not found
59,who is the representative of jones day,robert graves,1,0,0,Not found
59,what is the location of jones day,"chicago, illinois 60601, 77 w. wacker drive",1,0,0,"77 W. Wacker Drive, Chicago, Illinois 60601"
59,"which company is associated with 77 w. wacker drive, chicago, illinois 60601",jones day,1,0,0,Jones Day
59,what is the role of abn amro capital usa llc in the agreement,arrangers,1,0,0,"Co-Syndication Agents, Joint Lead Arrangers and Joint Book Runners, Lender"
59,what is the role of bmo harris bank n.a in the agreement,arrangers,1,0,0,"Co-Syndication Agents, Joint Lead Arrangers and Joint Book Runners, Lender"
59,"what is the role of farm credit mid america, pca in the agreement",arrangers,1,0,0,"Joint Lead Arrangers and Joint Book Runners, Lender"
59,"what is the role of merrill lynch, pierce, fenner smith incorporated in the agreement",arrangers,1,0,0,Joint Lead Arrangers and Joint Book Runners
59,what is the role of u.s. bank in the agreement,arrangers,1,0,0,"Administrative Agent, LC Issuer, Swing Line Lender, Joint Lead Arrangers and Joint Book Runners, Lender"
59,what is the role of jones day in the agreement,legal counsel,1,0,0,Counsel
65,what is the position of andrew griffin,authorized signatory,1,0,0,Authorized Signatory
65,what is the position of brian d. corum,managing director,1,0,0,Managing Director
65,what is the position of frank mccormack,svp,1,0,0,SVP
65,what is the position of lise hinton,senior vice president,1,0,0,Senior Vice President
65,what is the position of mario c. kontomerkos,chief executive officer,1,0,0,Chief Executive Officer
65,what is the position of matthew j. bradley,senior vice president,1,0,0,Senior Vice President
65,what is the position of philip tancorra,vice president,1,0,0,Vice President
65,what is the position of sean mcwhinnie,director,1,0,0,Director
65,what is the position of thomas manning,authorized signatory,1,0,0,Authorized Signatory
65,what is the position of whitney gaston,authorized signatory,1,0,0,Authorized Signatory
65,what is the position of yumi okabe,vice president,1,0,0,Vice President
65,in what organization does andrew griffin work,goldman sachs bank usa,1,0,0,"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH"
65,in what organization does brian d. corum work,"n.a., bank of america",1,0,0,"BANK OF AMERICA, N.A."
65,in what organization does frank mccormack work,truist bank,1,0,0,TRUIST BANK
65,in what organization does lise hinton work,fifth third bank,1,0,0,FIFTH THIRD BANK
65,in what organization does mario c. kontomerkos work,mohegan tribal gaming authority,1,0,0,MOHEGAN TRIBAL GAMING AUTHORITY
65,in what organization does matthew j. bradley work,fifth third bank,1,0,0,KEYBANK NATIONAL ASSOCIATION
65,in what organization does philip tancorra work,deutsche bank ag new york branch,1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
65,in what organization does sean mcwhinnie work,"n.a., citizens bank",1,0,0,"CITIZENS BANK, N.A."
65,in what organization does thomas manning work,goldman sachs bank usa,1,0,0,GOLDMAN SACHS BANK USA
65,in what organization does whitney gaston work,goldman sachs bank usa,1,0,0,"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH"
65,in what organization does yumi okabe work,deutsche bank ag new york branch,1,0,0,DEUTSCHE BANK AG NEW YORK BRANCH
65,who is the representative of truist bank,frank mccormack,1,0,0,Frank McCormack
65,"who is the representative of bank of america, n.a.",brian d. corum,1,0,0,Brian D. Corum
65,"who is the representative of citizens bank, n.a.",sean mcwhinnie,1,0,0,Sean McWhinnie
65,who is the representative of mohegan tribal gaming authority,mario c. kontomerkos,1,0,0,Mario C. Kontomerkos
65,what is the role of citizens bank in the agreement,collateral trustee,1,0,0,"Administrative Agent, L/C Issuer"
65,what is the role of fitch ratings in the agreement,rating agency,1,0,0,Rating Agency
65,"what is the role of moody s investors service, inc. in the agreement",rating agency,1,0,0,Rating Agency
65,what is the role of standard poor s financial services llc in the agreement,rating agency,1,0,0,Rating Agency
65,"what is the role of tribe, faegre drinker biddle reath llp in the agreement",legal counsel,1,0,0,special counsel to Loan Parties and the Tribe
65,"what is the role of tribe, rosenn, jenkins greenwald llp in the agreement",legal counsel,1,0,0,special Pennsylvania counsel to the Loan Parties and the Tribe
65,what is the role of mohegan tribal gaming authority in the agreement,borrower,1,0,0,Borrower
65,what company is the collateral trustee in the agreement,citizens bank,1,0,0,Citizens Bank
65,what company is the administrative agent in the agreement,"n.a., citizens bank",1,0,0,Citizens Bank
65,what company is the c issuer in the agreement,"n.a., citizens bank",1,0,0,Citizens Bank
65,what company is the borrower in the agreement,mohegan tribal gaming authority,1,0,0,MOHEGAN TRIBAL GAMING AUTHORITY
71,what is the position of henry pennell,vice president,1,0,0,Vice President
71,what is the position of ryan maples,sr. vice president,1,0,0,Sr. Vice President
71,in what organization does henry pennell work,bank of america,1,0,0,"BANK OF AMERICA, N.A."
71,in what organization does paul m. todd work,"inc, total system services",1,0,0,"TOTAL SYSTEM SERVICES, INC."
71,in what organization does ryan maples work,bank of america merrill lynch,1,0,0,"BANK OF AMERICA, N.A."
71,who is the representative of bank of america,henry pennell,1,0,0,Henry Pennell
71,who is the representative of bank of america merrill lynch,ryan maples,1,0,0,Not found
71,"who is the representative of total system services, inc",paul m. todd,1,0,0,Paul M. Todd
71,"what is the role of alston bird llp, in the agreement",counsel to the borrower,1,0,0,counsel to the Borrower
71,what is the role of bank of america in the agreement,administrative agent,1,0,0,Administrative Agent and Lender
71,"what is the role of total system services, inc in the agreement",borrower,1,0,0,Borrower
71,what company is the counsel to the borrower in the agreement,alston bird llp,1,0,0,Alston & Bird LLP
71,what company is the lead arranger in the agreement,bank of america merrill lynch,1,0,0,BANK OF AMERICA MERRILL LYNCH
71,what company is the bookrunner in the agreement,bank of america merrill lynch,1,0,0,BANK OF AMERICA MERRILL LYNCH
71,what company is the borrower in the agreement,"inc, total system services",1,0,0,"TOTAL SYSTEM SERVICES, INC."
70,what is the position of eric cohen,vice president,1,0,0,VICE PRESIDENT
70,what is the position of richard butt,chief financial officer,1,0,0,Chief Financial Officer
70,in what organization does eric cohen work,fifth third bank,1,0,0,Fifth Third Bank
70,in what organization does richard butt work,greenbacker renewable energy company llc,1,0,0,"Greenbacker Capital Management, LLC"
70,who is the representative of greenbacker renewable energy company llc,richard butt,1,0,0,Richard Butt
70,who is the representative of fifth third bank,eric cohen,1,0,0,ERIC COHEN
70,what is the location of grec entity holdco llc,"ny 10017, suite 1200new york, 11 east 44th street",1,0,0,Not found
70,what is the location of fifth third bank,"201 n. tryon street, suite 1700charlotte, north carolina 28202",1,0,0,"201 N. Tryon Street, Suite 1700 Charlotte, North Carolina 28202"
70,"which company is associated with 11 east 44th street, suite 1200new york, ny 10017",grec entity holdco llc,1,0,0,"Greenbacker Capital Management, LLC"
70,"which company is associated with 201 n. tryon street, suite 1700charlotte, north carolina 28202",fifth third bank,1,0,0,Fifth Third Bank
70,"what is the role of airport solar i, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of bloomfield solar, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of charter hill solar, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,what is the role of city solar garden llc in the agreement,subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of esa fleet community solar, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of earth right energy ii, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,what is the role of east to west solar ii llc in the agreement,subsidiaries,1,0,0,Project Holding Companies
70,"what is the role of glc chester community solar, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,what is the role of greenbacker renewable energy corporation in the agreement,intermediate holdco,1,0,0,Intermediate Holdco
70,what is the role of green maple ii llc in the agreement,subsidiaries,1,0,0,Project Holding Companies
70,what is the role of green maple llc in the agreement,subsidiaries,1,0,0,Project Holding Companies
70,"what is the role of hartford solarfield, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of lincoln farm i, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of lincoln farm ii, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of lincoln farm iii, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of lincoln farm iv, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,what is the role of mlh phase 2 llc in the agreement,subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of mlh phase 3, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of mp2 oregon solar one, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of irg petaluma city schools, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of mp2 capital wgbh educational foundation, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of mp2 green valley es, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of mp2 hawaii solar i, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,what is the role of magnolia sun llc in the agreement,subsidiaries,1,0,0,Project Holding Companies
70,"what is the role of north carolina solar i, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of north carolina solar ii, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of novus royalton solar, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,what is the role of pcip solar llc in the agreement,subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,what is the role of pcip solar lessee llc in the agreement,subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of pittsford glc solar, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of powerhouse one, llc in the agreement",subsidiaries,1,0,0,Project Holding Companies
70,"what is the role of proctor glc solar, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of solaverde, llc in the agreement",subsidiaries,1,0,0,Project Holding Companies
70,"what is the role of south robeson farm, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of south robeson solar farm, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of sunsense clayton lessee, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of sunsense fletcher lessee, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of sunsense inman lessee, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of turtle top solar, llc in the agreement",subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,what is the role of we 46 precision drive llc in the agreement,subsidiaries,1,0,0,Closing Date Borrowing Base Project
70,"what is the role of williamstown old town road solar, llc in the agreement",subsidiaries,1,0,0,"It is a solar energy company that has a Solar Energy Services Agreement with Green Lantern Capital, LLC."
70,what is the role of grec entity holdco llc in the agreement,borrower,1,0,0,Borrower
70,what company is the intermediate holdco in the agreement,greenbacker renewable energy corporation,1,0,0,GREENBACKER RENEWABLE ENERGY CORPORATION
70,what company is the borrower in the agreement,grec entity holdco llc,1,0,0,GREC ENTITY HOLDCO LLC
70,what company is the parent in the agreement,greenbacker renewable energy company llc,1,0,0,GREENBACKER RENEWABLE ENERGY COMPANY LLC
70,what company is the administrative agent in the agreement,fifth third bank,1,0,0,FIFTH THIRD BANK
70,what company is the lead arranger in the agreement,fifth third bank,1,0,0,FIFTH THIRD BANK
70,what company is the bookrunner in the agreement,fifth third bank,1,0,0,FIFTH THIRD BANK
64,what is the position of doreen barr,authorized signatory,1,0,0,Authorized Signatory
64,what is the position of geoff kott,chief capital officer,1,0,0,Chief Capital Officer
64,what is the position of komal shah,authorized signatory,1,0,0,Authorized Signatory
64,what is the position of martin corrigan,vice president,1,0,0,Vice President
64,"what is the position of richard w. jantzen, iii",vice president,1,0,0,Vice President
64,in what organization does doreen barr work,goldman sachs lending partners llc,1,0,0,"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH"
64,in what organization does geoff kott work,"inc., affirm",1,0,0,"AFFIRM, INC."
64,in what organization does komal shah work,goldman sachs lending partners llc,1,0,0,"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH"
64,in what organization does martin corrigan work,"inc., morgan stanley senior funding",1,0,0,BARCLAYS BANK PLC
64,in what organization does michael king work,"inc., morgan stanley senior funding",1,0,0,"MORGAN STANLEY SENIOR FUNDING, INC."
64,"in what organization does richard w. jantzen, iii work","inc., morgan stanley senior funding",1,0,0,TRUIST BANK
64,in what organization does thomas manning work,goldman sachs lending partners llc,1,0,0,GOLDMAN SACHS LENDING PARTNERS LLC
64,"who is the representative of affirm, inc.",geoff kott,1,0,0,Geoff Kott
64,what is the role of ernst young llp in the agreement,legal counsel,1,0,0,"reported Holdings’ audited consolidated balance sheet and statements of income, stockholders equity and cash flows as of and for the fiscal years ended June 30, 2020"
64,what is the role of goldman sachs lending partners llc. in the agreement,bookrunners,1,0,0,"Joint Lead Arrangers, Joint Bookrunners, Syndication Agent, Lender"
