Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response
1037,60,"what is the role in the agreement of the company associated with leidos holdings, inc.",holdings,2,0,0.0,"Leidos Holdings, Inc. is listed as ""Holdings"", one of the parties to the agreement, and acts as a Guarantor."
1038,60,what is the role in the agreement of the company associated with regions bank,agents,2,0,0.0,Regions Bank is listed as a Senior Managing Agent.
1371,66,what position does ben snodgrass hold,vice president,1,0,,Vice President
1372,66,what position does bret douglas hold,senior vice president,1,0,,Senior Vice President
1373,66,what position does cecile segovia hold,director,1,0,,Director
1374,66,what position does darin mullis hold,managing director,1,0,,Managing Director
1375,66,what position does erik barragan hold,authorized officer,1,0,,Authorized Officer
1376,66,what position does erin robinson hold,managing director,1,0,,Managing Director
1377,66,what position does james riley hold,authorized signer,1,0,,Authorized Signer
1378,66,what position does joseph d. hricovsky hold,senior vice president,1,0,,Senior Vice President
1379,66,what position does karen m. dahlquist hold,duly authorized signatory,1,0,,Duly Authorized Signatory
1380,66,what position does kathryn e. benjamin hold,senior vice president,1,0,,Senior Vice President
1381,66,what position does kevin wood hold,director,1,0,,Director
1382,66,what position does kristie li hold,senior vice president,1,0,,Senior Vice President
1383,66,what position does tanille ingle hold,vice president,1,0,,Vice President
1384,66,what position does tom priedeman hold,senior vice president,1,0,,Senior Vice President
1385,66,what company is both the  bookrunner and the bookrunner in the agreement,bnp paribas securities corp.,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1386,66,what company is both the  bookrunners and the bookrunners in the agreement,bnp paribas securities corp.,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1387,66,what company is both the lead bookrunner and the bookrunner in the agreement,bnp paribas securities corp.,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1388,66,what company is both the  book manager and the book manager in the agreement,bnp paribas securities corp.,1,1,0.0,Not found
1389,66,what company is both the  lead arranger and the lead arranger in the agreement,bnp paribas securities corp.,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1390,66,what company is both the lead arranger and the arranger in the agreement,bnp paribas securities corp.,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1391,66,what company is both the  book runner and the book runner in the agreement,bnp paribas securities corp.,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1392,66,what company is both the  bookrunner and the bookrunner in the agreement,bank of the west,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1393,66,what company is both the  bookrunners and the bookrunners in the agreement,bank of the west,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1394,66,what company is both the lead bookrunner and the bookrunner in the agreement,bank of the west,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1395,66,what company is both the  book manager and the book manager in the agreement,bank of the west,1,1,0.0,Not found
1396,66,what company is both the  lead arranger and the lead arranger in the agreement,bank of the west,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1397,66,what company is both the lead arranger and the arranger in the agreement,bank of the west,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1398,66,what company is both the  book runner and the book runner in the agreement,bank of the west,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1399,66,what company is both the  bookrunner and the bookrunner in the agreement,barclays bank plc,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1400,66,what company is both the  bookrunners and the bookrunners in the agreement,barclays bank plc,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1401,66,what company is both the lead bookrunner and the bookrunner in the agreement,barclays bank plc,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1402,66,what company is both the  book manager and the book manager in the agreement,barclays bank plc,1,1,0.0,Not found
1403,66,what company is both the  lead arranger and the lead arranger in the agreement,barclays bank plc,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1404,66,what company is both the lead arranger and the arranger in the agreement,barclays bank plc,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1405,66,what company is both the  book runner and the book runner in the agreement,barclays bank plc,1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1406,66,what company is both the  bookrunner and the bookrunner in the agreement,"inc., keybanc capital markets",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1407,66,what company is both the  bookrunners and the bookrunners in the agreement,"inc., keybanc capital markets",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1408,66,what company is both the lead bookrunner and the bookrunner in the agreement,"inc., keybanc capital markets",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1409,66,what company is both the  book manager and the book manager in the agreement,"inc., keybanc capital markets",1,1,0.0,Not found
1410,66,what company is both the  lead arranger and the lead arranger in the agreement,"inc., keybanc capital markets",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1411,66,what company is both the lead arranger and the arranger in the agreement,"inc., keybanc capital markets",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1412,66,what company is both the  book runner and the book runner in the agreement,"inc., keybanc capital markets",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1413,66,what company is both the  bookrunner and the bookrunner in the agreement,"llc, wells fargo securities",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1414,66,what company is both the  bookrunners and the bookrunners in the agreement,"llc, wells fargo securities",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1415,66,what company is both the lead bookrunner and the bookrunner in the agreement,"llc, wells fargo securities",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1416,66,what company is both the  book manager and the book manager in the agreement,"llc, wells fargo securities",1,1,0.0,Not found
1417,66,what company is both the  lead arranger and the lead arranger in the agreement,"llc, wells fargo securities",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1418,66,what company is both the lead arranger and the arranger in the agreement,"llc, wells fargo securities",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Arrangers for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1419,66,what company is both the  book runner and the book runner in the agreement,"llc, wells fargo securities",1,1,0.0,"Several companies are listed as both Joint Lead Arrangers and Joint Bookrunners for either the Tranche A Term Facility and Revolving Facility or the Tranche B Term Facility.  These include: Wells Fargo Securities, LLC, Barclays Bank PLC, BofA Securities, Inc., Citigroup Global Markets Inc., MUFG Bank Ltd., U.S. Bank National Association, and KeyBanc Capital Markets, Inc."
1420,66,"who is the director of bank of america, n.a.",ronnie glenn,2,0,0.0,Ronnie Glenn
1421,66,"who is the svp of bank of america, n.a.",ronnie glenn,2,0,0.0,Sebastian Lurie
1422,66,"who is the duly authorized signatory of capital one, national association",karen m. dahlquist,2,0,0.0,Karen M. Dahlquist
1423,66,who is the authorized signer of citibank n.a.,james riley,2,0,0.0,James Riley
1424,66,"who is the cfo of icu medical, inc.",brian m. bonnell,2,0,0.0,Brian M. Bonnell
1425,66,"who is the treasurer of icu medical, inc.",brian m. bonnell,2,0,0.0,Brian M. Bonnell
1426,66,"who is the authorized officer of jpmorgan chase bank, n.a.",erik barragan,2,0,0.0,Erik Barragan
1427,66,"who is the cfo of exc holding corp.tangent medical technologies, inc.excelsior medical corporationicu world, inc.",brian m. bonnell,2,0,0.0,Brian M. Bonnell
1428,66,"who is the treasurer of exc holding corp.tangent medical technologies, inc.excelsior medical corporationicu world, inc.",brian m. bonnell,2,0,0.0,Brian M. Bonnell
1429,66,what is the role in the agreement of the company where karen m. dahlquist is employed,lender,2,0,0.0,Lender
1430,66,what is the role in the agreement of the company where brian m. bonnell is employed,borrower,2,0,0.0,Borrower
1431,66,what is the role in the agreement of the company where erik barragan is employed,lender,2,0,0.0,Lender
1432,66,what is the role in the agreement of the company where ben snodgrass is employed,lender,2,0,0.0,Lender
1433,66,what is the role in the agreement of the company where tanille ingle is employed,lender,2,0,0.0,Lender
1434,66,what is the role in the agreement of the company where bret douglas is employed,lender,2,0,0.0,Lender
1435,66,what is the role in the agreement of the company where tom priedeman is employed,lender,2,0,0.0,Lender
1436,66,what is the role in the agreement of the company where joseph d. hricovsky is employed,lender,2,0,0.0,Lender
1437,66,what is the role in the agreement of the company where kristie li is employed,lender,2,0,0.0,Lender
1438,66,what is the role in the agreement of the company where kathryn e. benjamin is employed,lender,2,0,0.0,Lender
1439,66,what is the role in the agreement of the company associated with bank of thewest,lender,2,0,0.0,Lender
1440,66,what is the role in the agreement of the company associated with cahill gordon reindel llp,legal counsel,2,0,0.0,Special counsel to the Agents
1441,66,what is the role in the agreement of the company associated with deloitte touche llp,legal counsel,2,0,0.0,Independent public accountants
1442,66,what is the role in the agreement of the company associated with keybanc capital markets,agents,2,0,0.0,Joint Lead Arranger and Joint Bookrunner
1443,66,what is the role in the agreement of the company associated with silicon valley bank,lender,2,0,0.0,Lender
1444,66,what is the role in the agreement of the company associated with the huntington national bank,lender,2,0,0.0,Lender
1445,66,"what is the role in the agreement of the company associated with capital one, national association",lender,2,0,0.0,Lender
1446,66,"what is the role in the agreement of the company associated with icu medical, inc.",borrower,2,0,0.0,Borrower
1447,66,"what is the role in the agreement of the company associated with keybank, national association",lender,2,0,0.0,Lender
1671,9,what position does ann e. sutton hold,director,1,0,,Director
1672,9,what position does brian d. williams hold,authorised signatory,1,0,,Authorised Signatory
1673,9,what position does eric searls hold,senior vice president,1,0,,Senior Vice President
1674,9,what position does james disher hold,authorized signatory,1,0,,Authorized Signatory
1675,9,what position does mark walton hold,authorized signatory,1,0,,Authorized Signatory
1676,9,what position does mikhail faybusovich hold,director,1,0,,Director
1677,9,what position does peter predun hold,executive director,1,0,,Executive Director
1678,9,what position does raymond g. dunning hold,vice president,1,0,,Vice President
1679,9,what position does wei jen yuan hold,associate,1,0,,Associate
1680,9,"who is the associate of credit suisse ag, cayman islands branch",wei jen yuan,2,0,0.0,Wei-Jen Yuan
1681,9,"who is the vice president of citibank, n.a.",raymond g. dunning,2,0,0.0,Raymond G. Dunning
1682,9,who is the chief financial officer of middletown cogeneration company llc,mark e. newman,2,0,0.0,Mark E. Newman
1683,9,who is the senior vice president of middletown cogeneration company llc,mark e. newman,2,0,0.0,Not found
1684,9,who is the treasurer of middletown cogeneration company llc,mark e. newman,2,0,0.0,Mark E. Newman
1685,9,who is the authorised signatory of the royal bank of scotland plc,brian d. williams,2,0,0.0,Brian D. Williams
1686,9,"who is the executive director of jpmorgan chase bank, n.a.",peter predun,2,0,0.0,Peter Predun
1687,9,"who is the chief financial officer of suncoke energy partners, l.p.",mark e. newman,2,0,0.0,Mark E. Newman
1688,9,"who is the treasurer of suncoke energy partners, l.p.",mark e. newman,2,0,0.0,Not found
1689,9,what is the role in the agreement of the company where wei jen yuan is employed,lender,2,0,0.0,Lender
1690,9,what is the role in the agreement of the company where raymond g. dunning is employed,lender,2,0,0.0,Lender
1691,9,what is the role in the agreement of the company where mark e. newman is employed,borrower,2,0,0.0,"Borrower, Borrowers' Agent"
1692,9,what is the role in the agreement of the company where brian d. williams is employed,lender,2,0,0.0,Lender
1693,9,what is the role in the agreement of the company where james disher is employed,lender,2,0,0.0,Lender
1694,9,what is the role in the agreement of the company where mark walton is employed,lender,2,0,0.0,Lender
1695,9,what is the role in the agreement of the company where denise r. cade is employed,borrower,2,0,0.0,Borrowers' Agent Contact
1696,9,what is the role in the agreement of the company where jonathan m. phillips is employed,borrower,2,0,0.0,Lender
1697,9,what is the role in the agreement of the company where eric searls is employed,borrower,2,0,0.0,Lender
1698,9,"what is the role in the agreement of the company associated with citibank, n.a.",agents,2,0,0.0,Lender
1699,9,what is the role in the agreement of the company associated with haverhill cogeneration company llc,borrower,2,0,0.0,Borrower
1700,9,what is the role in the agreement of the company associated with haverhill coke company llc,borrower,2,0,0.0,Borrower
1701,9,what is the role in the agreement of the company associated with j.p. morgan securities llc,arrangers,2,0,0.0,"Joint Lead Arranger, Joint Bookrunner"
1702,9,what is the role in the agreement of the company associated with jpmorgan chase bank,agent,2,0,0.0,"Administrative Agent, Lender, Swing line Lender"
1703,9,"what is the role in the agreement of the company associated with middletown coke company, llc",borrower,2,0,0.0,Borrower
1704,9,what is the role in the agreement of the company associated with rbs securities inc,arrangers,2,0,0.0,"Joint Lead Arranger, Joint Bookrunner"
1705,9,what is the role in the agreement of the company associated with the royal bank of scotland,agent,2,0,0.0,Not found
1706,9,what is the role in the agreement of the company associated with the royal bank of scotland plc,agents,2,0,0.0,Lender
1707,9,"what is the role in the agreement of the company associated with credit suisse ag, cayman islands branch",lender,2,0,0.0,Lender
1708,9,what is the role in the agreement of the company associated with middletown cogeneration company llc,borrower,2,0,0.0,Borrower
1709,9,what is the role in the agreement of the company associated with the royal bank of scotland plc,lender,2,0,0.0,Lender
1710,9,"what is the role in the agreement of the company associated with suncoke energy partners, l.p.",borrower,2,0,0.0,Borrower
1740,65,what position does andrew griffin hold,authorized signatory,1,0,,Authorized Signatory
1741,65,what position does brian d. corum hold,managing director,1,0,,Managing Director
1742,65,what position does frank mccormack hold,svp,1,0,,SVP
1743,65,what position does lise hinton hold,senior vice president,1,0,,Senior Vice President
1744,65,what position does mario c. kontomerkos hold,chief executive officer,1,0,,Chief Executive Officer
1745,65,what position does matthew j. bradley hold,senior vice president,1,0,,Senior Vice President
1746,65,what position does philip tancorra hold,vice president,1,0,,Vice President
1747,65,what position does sean mcwhinnie hold,director,1,0,,Director
1748,65,what position does whitney gaston hold,authorized signatory,1,0,,Authorized Signatory
1749,65,what position does yumi okabe hold,vice president,1,0,,Vice President
1750,65,what company is both the  bookrunner and the bookrunner in the agreement,bofa securities,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1751,65,what company is both the  bookrunners and the bookrunners in the agreement,bofa securities,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1752,65,what company is both the lead bookrunner and the bookrunner in the agreement,bofa securities,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1753,65,what company is both the  book manager and the book manager in the agreement,bofa securities,1,1,0.0,Not found
1754,65,what company is both the  lead arranger and the lead arranger in the agreement,bofa securities,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1755,65,what company is both the lead arranger and the arranger in the agreement,bofa securities,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1756,65,what company is both the  book runner and the book runner in the agreement,bofa securities,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1757,65,what company is both the  bookrunner and the bookrunner in the agreement,citizens ban,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1758,65,what company is both the  bookrunners and the bookrunners in the agreement,citizens ban,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1759,65,what company is both the lead bookrunner and the bookrunner in the agreement,citizens ban,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1760,65,what company is both the  book manager and the book manager in the agreement,citizens ban,1,1,0.0,Not found
1761,65,what company is both the  lead arranger and the lead arranger in the agreement,citizens ban,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1762,65,what company is both the lead arranger and the arranger in the agreement,citizens ban,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1763,65,what company is both the  book runner and the book runner in the agreement,citizens ban,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1764,65,what company is both the  bookrunner and the bookrunner in the agreement,credit suisse,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1765,65,what company is both the  bookrunners and the bookrunners in the agreement,credit suisse,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1766,65,what company is both the lead bookrunner and the bookrunner in the agreement,credit suisse,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1767,65,what company is both the  book manager and the book manager in the agreement,credit suisse,1,1,0.0,Not found
1768,65,what company is both the  lead arranger and the lead arranger in the agreement,credit suisse,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1769,65,what company is both the lead arranger and the arranger in the agreement,credit suisse,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1770,65,what company is both the  book runner and the book runner in the agreement,credit suisse,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1771,65,what company is both the  bookrunner and the bookrunner in the agreement,dbsi,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1772,65,what company is both the  bookrunners and the bookrunners in the agreement,dbsi,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1773,65,what company is both the lead bookrunner and the bookrunner in the agreement,dbsi,1,1,0.0,"Citizens Bank, Deutsche Bank Securities Inc., Goldman Sachs Bank USA, Fifth Third Bank, Credit Suisse Loan Funding LLC, TRUIST SECURITIES, INC., BOFA SECURITIES, INC., Keybank National Association"
1774,65,what company is both the  book manager and the book manager in the agreement,dbsi,1,1,0.0,Not found
