document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
99,what is the position held by doug couvillion but not by nick flanagan,treasurer,1,2,0,Treasurer
99,"who is the chief manager and president of cbocs pennsylvania, llc",nick flanagan,2,1,0,"Adriaan Weststrate (Managing Director/Chief Manager), Michael T. Harder (Executive Director/President)"
99,"who is the president and treasurer of cbocs properties, inc.",doug couvillion,2,1,0,President: S. Victoria Harvey; Treasurer: Doug Couvillion
99,who is the treasurer of the company where s. victoria harvey is employed,doug couvillion,3,0,0,Doug Couvillion
99,who is the chief manager of the company which is the guarantor in the agreement,nick flanagan,3,0,0,Adriaan Weststrate
99,who is the executive director of the company which is the lender in the agreement,michael t. harder,3,0,0,Michael T. Harder
99,who is the vp of the company which is the lender in the agreement,mac atsup,3,0,0,Henry Spark
99,who is the senior vice president of the company which is the lender in the agreement,john thurman,3,0,0,Robert J. Beckley
99,who is the assistant secretary of the company which is the guarantor in the agreement,elizabeth wilson,3,0,0,Elizabeth Wilson
99,who is the authorized signatory of the company which is the lender in the agreement,christine howatt,3,0,0,Christine Howatt
99,who is the manager vice president of the company which is the guarantor in the agreement,chris ciavarra,3,0,0,Chris Ciavarra
99,who is the senior vice president chief financial officer of the company which is the borrower in the agreement,lawrence e. hyatt,3,0,0,Lawrence E. Hyatt
99,who is the treasurer of the company which is the guarantor in the agreement,doug couvillion,3,0,0,Doug Couvillion
98,"what role does bank of america have in the agreement which is not the role of bank of america, n.a.",administrative agent lender,2,1,0,Not found
98,what role does bank of america have in the agreement which is not the role of bank of america,administrative agent lender,2,1,0,Not found
98,what company is the administrative agent but not the c issuer in the agreement,"n.a., jpmorgan chase bank",2,1,0,Not found
98,what company is the administrative agent but not the swing line lender in the agreement,"n.a., jpmorgan chase bank",2,1,0,Not found
98,what company is the syndication agent but not the c issuer in the agreement,"n.a., jpmorgan chase bank",2,1,0,"JPMorgan Chase Bank, N.A."
98,what company is the syndication agent but not the swing line lender in the agreement,"n.a., jpmorgan chase bank",2,1,0,"JPMorgan Chase Bank, N.A."
67,who is the ceo and managing member of biopharma credit plc,pedro gonzalez de cosio,2,1,0,Pedro Gonzalez de Cosio is the Managing Member of Biopharma Credit PLC; the agreement does not name a CEO for Biopharma Credit PLC.
67,who is the ceo of the company where mcdavid stilwell is employed,dennis m. lanfear,3,0,0,"Dennis M. Lanfear is the CEO of Coherus Biosciences, Inc., the employer of McDavid Stilwell."
67,who is the president of the company which is the additional credit party in the agreement,michael fleming,3,0,0,"Michael Fleming is the President of Intekrin Therapeutics Inc., which is an additional Credit Party."
67,who is the ceo of the company which is the borrower in the agreement,dennis m. lanfear,3,0,0,"Dennis M. Lanfear is the CEO of Coherus Biosciences, Inc., the Borrower."
67,who is the ceo of the company which is the credit party in the agreement,dennis m. lanfear,3,0,0,"Dennis M. Lanfear is the CEO of Coherus Biosciences, Inc., a Credit Party."
73,who is the assistant vice president of the company which is the bookrunners in the agreement,christopher m. aitkin,3,0,0,Not found
73,who is the assistant vice president of the company which is the lead arrangers in the agreement,christopher m. aitkin,3,0,0,Not found
73,who is the managing director of the company which is the co managers in the agreement,"jr., thomas c. king",3,0,0,Not found
73,who is the chief financial officer of the company which is the holding company in the agreement,thomas e. carter,3,0,0,Thomas E. Carter
73,who is the senior vice president of the company which is the lender in the agreement,michael pelletier,3,0,0,Not found
73,who is the director of the company which is the bookrunners in the agreement,lindsey mcgraw,3,0,0,Not found
73,who is the director of the company which is the lead arrangers in the agreement,lindsey mcgraw,3,0,0,Not found
9,who is the chief financial officer and senior vice president of middletown cogeneration company llc,mark e. newman,2,1,0,Mark E. Newman
9,who is the chief financial officer and treasurer of middletown cogeneration company llc,mark e. newman,2,1,0,Mark E. Newman
9,who is the senior vice president and treasurer of middletown cogeneration company llc,mark e. newman,2,1,0,Mark E. Newman
9,"who is the chief financial officer and senior vice president of suncoke energy partners, l.p.",mark e. newman,2,1,0,Mark E. Newman
9,"who is the chief financial officer and treasurer of suncoke energy partners, l.p.",mark e. newman,2,1,0,Not found
9,"who is the senior vice president and treasurer of suncoke energy partners, l.p.",mark e. newman,2,1,0,Not found
9,"who is the treasurer of the company associated with 1011 warrenville road suite 600 lisle, il 60532",mark e. newman,3,0,0,Not found
9,"who is the chief financial officer of the company associated with 1011 warrenville road suite 600 lisle, il 60532",mark e. newman,3,0,0,Mark E. Newman
9,"who is the treasurer of the company associated with 500 stanton christiana road, ops 2, floor 3 newark, delaware 19713 2107",mark e. newman,3,0,0,Not found
9,"who is the chief financial officer of the company associated with 500 stanton christiana road, ops 2, floor 3 newark, delaware 19713 2107",mark e. newman,3,0,0,Not found
9,who is the executive director of the company where ido yehuda is employed,peter predun,3,0,0,Ido Yehuda
9,who is the chief financial officer of the company where eric searls is employed,mark e. newman,3,0,0,Not found
9,who is the treasurer of the company where eric searls is employed,mark e. newman,3,0,0,Not found
9,who is the chief financial officer of the company where denise r. cade is employed,mark e. newman,3,0,0,Not found
9,who is the treasurer of the company where denise r. cade is employed,mark e. newman,3,0,0,Not found
9,who is the chief financial officer of the company where jonathan m. phillips is employed,mark e. newman,3,0,0,Not found
9,who is the treasurer of the company where jonathan m. phillips is employed,mark e. newman,3,0,0,Not found
9,who is the associate of the company which is the swing line lender in the agreement,wei jen yuan,3,0,0,Not found
9,who is the vice president of the company which is the swing line lender in the agreement,raymond g. dunning,3,0,0,Not found
9,who is the chief financial officer of the company which is the borrower in the agreement,mark e. newman,3,0,0,Mark E. Newman
9,who is the treasurer of the company which is the borrower in the agreement,mark e. newman,3,0,0,Not found
9,who is the authorised signatory of the company which is the swing line lender in the agreement,brian d. williams,3,0,0,Peter Predun
9,who is the executive director of the company which is the administrative agent in the agreement,peter predun,3,0,0,Peter Predun
9,who is the executive director of the company which is the co documentation agent in the agreement,peter predun,3,0,0,Not found
9,who is the executive director of the company which is the syndication agent in the agreement,peter predun,3,0,0,Not found
9,who is the executive director of the company which is the swing line lender in the agreement,peter predun,3,0,0,Peter Predun
9,what role does barclays bank plc have in the agreement which is not the role of barclays bank plc,lead arrangers,2,1,0,Syndication Agent
9,"what role does barclays bank plc have in the agreement which is not the role of jpmorgan chase bank, n.a.",lead arrangers,2,1,0,Syndication Agent
9,what company is the administrative agent but not the co documentation agent in the agreement,jpmorgan chase bank,2,1,0,"JPMorgan Chase Bank, N.A."
9,what company is the administrative agent but not the syndication agent in the agreement,jpmorgan chase bank,2,1,0,"JPMorgan Chase Bank, N.A."
59,what role does u.s. bank national association have in the agreement which is not the role of u.s. bank,administrative agent,2,1,0,"U.S. Bank National Association serves as the Administrative Agent, a role not held by U.S. Bank."
65,who is the svp of the company which is the revolving lender in the agreement,frank mccormack,3,0,0,LLM parse error
65,who is the svp of the company which is the swingline lender in the agreement,frank mccormack,3,0,0,LLM parse error
65,who is the managing director of the company which is the revolving lender in the agreement,brian d. corum,3,0,0,LLM parse error
65,who is the managing director of the company which is the swingline lender in the agreement,brian d. corum,3,0,0,LLM parse error
65,who is the director of the company which is the administrative agent in the agreement,sean mcwhinnie,3,0,0,LLM parse error
65,who is the director of the company which is the c issuer in the agreement,sean mcwhinnie,3,0,0,LLM parse error
65,who is the director of the company which is the revolving lender in the agreement,sean mcwhinnie,3,0,0,LLM parse error
65,who is the director of the company which is the swingline lender in the agreement,sean mcwhinnie,3,0,0,LLM parse error
65,who is the chief executive officer of the company which is the borrower in the agreement,mario c. kontomerkos,3,0,0,LLM parse error
71,"who is the chief financial officer and senior executive vice president of total system services, inc",paul m. todd,2,1,0,Paul M. Todd
71,who is the vice president of the company which is the administrative agent in the agreement,henry pennell,3,0,0,Henry Pennell
71,who is the sr. vice president of the company which is the lead arranger in the agreement,ryan maples,3,0,0,Ryan Maples
71,who is the sr. vice president of the company which is the bookrunner in the agreement,ryan maples,3,0,0,Ryan Maples
71,who is the chief financial officer of the company which is the borrower in the agreement,paul m. todd,3,0,0,Paul M. Todd
71,who is the senior executive vice president of the company which is the borrower in the agreement,paul m. todd,3,0,0,Paul M. Todd
70,"who is the vice president of the company associated with 201 n. tryon street, suite 1700charlotte, north carolina 28202",eric cohen,3,0,0,Eric Cohen
70,who is the chief financial officer of the company which is the parent in the agreement,richard butt,3,0,0,Richard Butt
70,who is the vice president of the company which is the administrative agent in the agreement,eric cohen,3,0,0,Eric Cohen
70,who is the vice president of the company which is the lead arranger in the agreement,eric cohen,3,0,0,Not found
70,who is the vice president of the company which is the bookrunner in the agreement,eric cohen,3,0,0,Not found
64,who is the chief capital officer of the company which is the borrower in the agreement,geoff kott,3,0,0,Geoff Kott
58,who is the chief executive officer and president of coherus intermediate corp.,dennis m. lanfear,2,1,0,Dennis M. Lanfear
58,who is the chief executive officer of the company where michael fleming is employed,dennis m. lanfear,3,0,0,Not found
58,who is the managing partner of the company which is the administrative agent in the agreement,clarke b. futch,3,0,0,Clarke B. Futch
58,who is the chief executive officer of the company which is the guarantors in the agreement,dennis m. lanfear,3,0,0,Dennis M. Lanfear
41,"who is the general counsel and senior vice president of trc companies, inc",martin h. dodd,2,1,0,Martin H. Dodd
41,"who is the director of the company associated with 111 w. monroe street5th floor centerchicago, il 60603",john dillon,3,0,0,John Dillon
41,"who is the senior banker of the company associated with 225 franklin street 18th floorboston, ma 02110",j.e. hall,3,0,0,J.E. Hall
41,who is the general counsel of the company which is the borrower in the agreement,martin h. dodd,3,0,0,Martin H. Dodd
41,who is the senior vice president of the company which is the borrower in the agreement,martin h. dodd,3,0,0,Martin H. Dodd
41,who is the director of the company which is the administrative agent in the agreement,john dillon,3,0,0,Not found
41,who is the director of the company which is the syndication agent in the agreement,john dillon,3,0,0,John Dillon
41,who is the director of the company which is the lc issuer in the agreement,john dillon,3,0,0,John Dillon
41,who is the director of the company which is the swingline lender in the agreement,john dillon,3,0,0,Not found
41,who is the senior banker of the company which is the swingline lender in the agreement,j.e. hall,3,0,0,Not found
41,what role does bmo harris bank have in the agreement which is not the role of bmo harris bank n.a.,syndication agent,2,1,0,Not found
41,what company is the lc issuer but not the administrative agent in the agreement,bmo harris bank,2,1,0,Not found
41,what company is the lc issuer but not the syndication agent in the agreement,bmo harris bank,2,1,0,Not found
41,what company is the lc issuer but not the swingline lender in the agreement,bmo harris bank,2,1,0,Not found
41,what company is the administrative agent but not the swingline lender in the agreement,"n.a, citizens bank",2,1,0,"Citizens Bank, N.A."
41,what company is the syndication agent but not the swingline lender in the agreement,"n.a, citizens bank",2,1,0,BMO Harris Bank N.A.
7,"who is the ceo and president of samson oil and gas usa, inc",terry barr,2,1,0,Terry Barr
7,"who is the ceo and treasurer of samson oil and gas usa, inc",terry barr,2,1,0,Terry Barr
7,"who is the president and treasurer of samson oil and gas usa, inc",terry barr,2,1,0,Terry Barr
7,who is the manager of the company which is the administrative agent in the agreement,george mckean,3,0,0,George McKean
7,who is the manager of the company which is the c issuer in the agreement,george mckean,3,0,0,George McKean
7,who is the manager of the company which is the lender in the agreement,george mckean,3,0,0,George McKean
7,who is the ceo of the company which is the borrower in the agreement,terry barr,3,0,0,Terry Barr
7,who is the president of the company which is the borrower in the agreement,terry barr,3,0,0,Terry Barr
7,who is the treasurer of the company which is the borrower in the agreement,terry barr,3,0,0,Terry Barr
55,"who is the chief and executive vice president of k. hovnanian enterprises, inc.",j. larry sorsby,2,1,0,Ara K. Hovnanian (Chief Executive Officer and President) and J. Larry Sorsby (Executive Vice President and Chief Financial Officer)
55,who is the chief of the company which is the borrower in the agreement,j. larry sorsby,3,0,0,Ara K. Hovnanian
55,who is the executive vice president of the company which is the borrower in the agreement,j. larry sorsby,3,0,0,J. Larry Sorsby
55,who is the banking officer of the company which is the administrative agent in the agreement,cora holland koller,3,0,0,Cora Holland-Koller
69,"who is the chief executive officer and manager of mvp acquisitions, llc",michael shustek,2,1,0,"Michael Shustek is the Manager of MVP Acquisitions, LLC; the agreement does not list a separate Chief Executive Officer for MVP Acquisitions, though he is also identified as Chief Executive Officer of The Parking REIT, Inc."
69,who is the vice president of the company which is the administrative agent in the agreement,christopher t. neil,3,0,0,"Christopher T. Neil – Vice President of KeyBank National Association, the Administrative Agent."
82,what is the position held by david c. francisco but not by john l. healy,treasurer,1,2,0,Vice President and Treasurer
82,"who is the attorney in fact and secretary of perkinelmer health sciences, inc",john l. healy,2,1,0,John L. Healy
82,"who is the attorney in fact and vice president of perkinelmer health sciences, inc",john l. healy,2,1,0,Attorney‑in‑Fact: John L. Healy; Vice President: Not found
82,"who is the secretary and vice president of perkinelmer health sciences, inc",john l. healy,2,1,0,Secretary: Not found; Vice President: Not found
82,"who is the treasurer and vice president of perkinelmer, inc",david c. francisco,2,1,0,David C. Francisco
82,who is the treasurer of the company associated with 04 2052042,david c. francisco,3,0,0,David C. Francisco
82,who is the vice president of the company associated with 04 2052042,david c. francisco,3,0,0,David C. Francisco
82,who is the officer of the company which is the lender in the agreement,charles r. davis,3,0,0,"D. Scott Farquhar (Senior Vice President, JPMorgan Chase Bank, N.A.)"
82,who is the attorney in fact of the company which is the subsidiary borrower in the agreement,john l. healy,3,0,0,John L. Healy
82,who is the secretary of the company which is the subsidiary borrower in the agreement,john l. healy,3,0,0,Not found
82,who is the treasurer of the company which is the subsidiary borrower in the agreement,david c. francisco,3,0,0,Not found
82,what role does bank of america have in the agreement which is not the role of citibank,co syndication agent,2,1,0,Co‑Syndication Agent
82,"what role does bank of america have in the agreement which is not the role of hsbc bank usa, national association",co syndication agent,2,1,0,Co‑Syndication Agent
82,what role does bank of america have in the agreement which is not the role of the royal bank of scotland plc,co syndication agent,2,1,0,Co‑Syndication Agent
82,what role does citibank have in the agreement which is not the role of barclays bank plc,co documentation agent,2,1,0,Co‑Documentation Agent
82,what role does citibank have in the agreement which is not the role of jpmorgan chase bank,co documentation agent,2,1,0,Co‑Documentation Agent
82,"what role does barclays bank plc have in the agreement which is not the role of hsbc bank usa, national association",co syndication agent,2,1,0,Co‑Syndication Agent
82,what role does barclays bank plc have in the agreement which is not the role of the royal bank of scotland plc,co syndication agent,2,1,0,Co‑Syndication Agent
82,what role does barclays bank plc have in the agreement which is not the role of jpmorgan chase bank,co syndication agent,2,1,0,Co‑Syndication Agent
82,"what role does hsbc bank usa, national association have in the agreement which is not the role of jpmorgan chase bank",co documentation agent,2,1,0,Co‑Documentation Agent
82,what role does the royal bank of scotland plc have in the agreement which is not the role of jpmorgan chase bank,co documentation agent,2,1,0,Co‑Documentation Agent
96,who is the director of the company which is the lenders in the agreement,kevin r. gillette,3,0,0,Not found
96,who is the svp of the company which is the administrative agent in the agreement,john m. valentine,3,0,0,Not found
96,who is the svp of the company which is the syndication agent in the agreement,john m. valentine,3,0,0,John M. Valentine
96,who is the svp of the company which is the lenders in the agreement,john m. valentine,3,0,0,John M. Valentine
96,who is the vice president of the company which is the lenders in the agreement,fernando baca,3,0,0,Fernando Baca
96,who is the chief lending officer of the company which is the lenders in the agreement,roger lahart,3,0,0,Roger LaHart
96,who is the assistant vice president of the company which is the lenders in the agreement,emilio vallejos,3,0,0,Emilio Vallejos
96,who is the avp portfolio mgr. of the company which is the administrative agent in the agreement,holland h. williams,3,0,0,Holland H. Williams
96,who is the avp portfolio mgr. of the company which is the syndication agent in the agreement,holland h. williams,3,0,0,Not found
96,who is the avp portfolio mgr. of the company which is the lead arrangers in the agreement,holland h. williams,3,0,0,Holland H. Williams
96,who is the avp portfolio mgr. of the company which is the co book managers in the agreement,holland h. williams,3,0,0,Holland H. Williams
96,who is the avp portfolio mgr. of the company which is the lenders in the agreement,holland h. williams,3,0,0,Holland H. Williams
96,who is the commercial loan officer of the company which is the lenders in the agreement,joshua l. smith,3,0,0,Joshua L. Smith
96,what company is the administrative agent but not the lead arrangers in the agreement,"bokf, na dba bank of albuquerque",2,1,0,Not found
96,what company is the administrative agent but not the co book managers in the agreement,"bokf, na dba bank of albuquerque",2,1,0,Not found
96,what company is the administrative agent but not the lenders in the agreement,"bokf, na dba bank of albuquerque",2,1,0,Not found
96,what company is the syndication agent but not the lead arrangers in the agreement,"bokf, na dba bank of albuquerque",2,1,0,Not found
96,what company is the syndication agent but not the co book managers in the agreement,"bokf, na dba bank of albuquerque",2,1,0,Not found
96,what company is the syndication agent but not the lenders in the agreement,"bokf, na dba bank of albuquerque",2,1,0,Not found
96,what company is the lead arrangers but not the lenders in the agreement,"bokf, na dba bank of albuquerque",2,1,0,Not found
96,what company is the co book managers but not the lenders in the agreement,"bokf, na dba bank of albuquerque",2,1,0,Not found
97,who is the authorized signatory and vice president of general electric capital corporation,dague retzlaff,2,1,0,Dague Retzlaff
97,"who is the chief counsel hfs real estate of the company associated with 500 west monroe street chicago, illinois 60661",diana pennington,3,0,0,Diana Pennington
97,"who is the managing director of the company associated with 500 west monroe street chicago, illinois 60661",jeffrey m. muchmore,3,0,0,Jeffrey M. Muchmore
97,who is the chief counsel hfs real estate of the company where jeffrey m. muchmore is employed,diana pennington,3,0,0,Diana Pennington
97,who is the managing director of the company where diana pennington is employed,jeffrey m. muchmore,3,0,0,Jeffrey M. Muchmore
97,who is the authorized signatory of the company which is the administrative agent in the agreement,dague retzlaff,3,0,0,Dague Retzlaff
97,who is the authorized signatory of the company which is the lender in the agreement,dague retzlaff,3,0,0,Dague Retzlaff
97,who is the vice president of the company which is the administrative agent in the agreement,dague retzlaff,3,0,0,Dague Retzlaff
97,who is the vice president of the company which is the lender in the agreement,dague retzlaff,3,0,0,Dague Retzlaff
97,who is the chief counsel hfs real estate of the company which is the administrative agent in the agreement,diana pennington,3,0,0,Diana Pennington
97,who is the managing director of the company which is the administrative agent in the agreement,jeffrey m. muchmore,3,0,0,Jeffrey M. Muchmore
83,"who is the general counsel and secretary of western digital technologies, inc",michael ray,2,1,0,Not found
83,"who is the general counsel and senior vice president of western digital technologies, inc",michael ray,2,1,0,Not found
83,"who is the secretary and senior vice president of western digital technologies, inc",michael ray,2,1,0,Not found
83,"who is the credit executive of the company associated with 10 south dearborn street, floor 7chicago, il 60603",keith winzenried,3,0,0,Not found
83,"who is the credit executive of the company associated with 1301 second avenue, floor 25seattle, wa 98101",keith winzenried,3,0,0,Not found
83,who is the vp credit and documentation of the company where juan segundo is employed,ivan vera,3,0,0,Not found
83,"who is the corporate banking, directo of the company where ivan vera is employed",juan segundo,3,0,0,Not found
83,who is the associate director of the company where robert k. reddington is employed,johanna minaya,3,0,0,Not found
83,who is the credit documentation manager of the company where johanna minaya is employed,robert k. reddington,3,0,0,Not found
83,who is the svp of the company where danny leung is employed,james hua,3,0,0,"Danny Leung – Senior Vice President & Chief Operating Officer, Standard Chartered Bank"
83,who is the svp coo of the company where james hua is employed,danny leung,3,0,0,Not found
83,who is the credit executive of the company where teresita siao is employed,keith winzenried,3,0,0,Not found
83,who is the general counsel of the company where rita e. dillon is employed,michael ray,3,0,0,Not found
83,who is the secretary of the company where rita e. dillon is employed,michael ray,3,0,0,Not found
83,who is the general counsel of the company where michael dixon is employed,michael ray,3,0,0,Not found
83,who is the secretary of the company where michael dixon is employed,michael ray,3,0,0,Not found
83,who is the general counsel of the company where timothy leyden is employed,michael ray,3,0,0,Not found
83,who is the secretary of the company where timothy leyden is employed,michael ray,3,0,0,Not found
83,who is the general counsel of the company where steve ryan is employed,michael ray,3,0,0,Not found
83,who is the secretary of the company where steve ryan is employed,michael ray,3,0,0,Not found
83,who is the general counsel of the company where steve levi is employed,michael ray,3,0,0,Not found
83,who is the secretary of the company where steve levi is employed,michael ray,3,0,0,Not found
83,who is the general counsel of the company where tim leyden is employed,michael ray,3,0,0,Not found
83,who is the secretary of the company where tim leyden is employed,michael ray,3,0,0,Not found
83,who is the general counsel of the company where andrew hietala is employed,michael ray,3,0,0,Not found
83,who is the secretary of the company where andrew hietala is employed,michael ray,3,0,0,Not found
83,who is the vice president general manager of the company which is the swing line lender in the agreement,shu fei sophia lin,3,0,0,Not found
83,who is the credit executive of the company which is the administrative agent in the agreement,keith winzenried,3,0,0,Not found
83,who is the vp deputy general manager of the company which is the swing line lender in the agreement,robin s. wu,3,0,0,Not found
83,who is the svp and branch manager of the company which is the swing line lender in the agreement,haiyong yang,3,0,0,Not found
83,who is the director and senior relationship manager of the company which is the swing line lender in the agreement,cecile segovia,3,0,0,Not found
83,who is the svp branch manager of the company which is the swing line lender in the agreement,ralph wu,3,0,0,Not found
83,who is the general manager of the company which is the swing line lender in the agreement,james mcwalters,3,0,0,Not found
83,who is the s.v.p. general manager of the company which is the swing line lender in the agreement,henry c. r. leu,3,0,0,Not found
83,who is the svp general manager of the company which is the swing line lender in the agreement,hsiao ho huang,3,0,0,Not found
83,who is the assistant vice president of the company which is the swing line lender in the agreement,matthew d. meister,3,0,0,Not found
83,who is the evp corporate commercial banking of the company which is the swing line lender in the agreement,maurici llad,3,0,0,Not found
83,who is the vp credit and documentation of the company which is the swing line lender in the agreement,ivan vera,3,0,0,Not found
83,"who is the corporate banking, directo of the company which is the swing line lender in the agreement",juan segundo,3,0,0,Not found
83,who is the associate director of the company which is the swing line lender in the agreement,johanna minaya,3,0,0,Not found
83,who is the credit documentation manager of the company which is the swing line lender in the agreement,robert k. reddington,3,0,0,Not found
83,who is the svp coo of the company which is the swing line lender in the agreement,danny leung,3,0,0,Not found
83,who is the svp of the company which is the swing line lender in the agreement,james hua,3,0,0,Not found
83,who is the credit executive of the company which is the c issuer in the agreement,keith winzenried,3,0,0,Not found
83,who is the credit executive of the company which is the swing line lender in the agreement,keith winzenried,3,0,0,Not found
83,who is the general counsel of the company which is the cayman borrower in the agreement,michael ray,3,0,0,Not found
83,who is the general counsel of the company which is the us borrower in the agreement,michael ray,3,0,0,Not found
83,who is the secretary of the company which is the cayman borrower in the agreement,michael ray,3,0,0,Not found
83,who is the secretary of the company which is the us borrower in the agreement,michael ray,3,0,0,Not found
68,who is the authorized signatory of the company which is the lender in the agreement,melissa devito,3,0,0,John F. Simon
68,who is the chief executive officer of the company which is the borrower in the agreement,george j. carter,3,0,0,George J. Carter
68,who is the executive director of the company which is the administrative agent in the agreement,austin lotito,3,0,0,Not found
68,who is the executive director of the company which is the documentation agent in the agreement,austin lotito,3,0,0,T. Barrett Vawter
68,who is the executive director of the company which is the syndication agent in the agreement,austin lotito,3,0,0,Austin Lotito
68,who is the executive director of the company which is the c issuer in the agreement,austin lotito,3,0,0,Jonas L. Robinson; Austin Lotito
68,who is the executive director of the company which is the lender in the agreement,austin lotito,3,0,0,Jonas L. Robinson; Austin Lotito
68,"what role does jpmorgan chase bank, n.a. have in the agreement which is not the role of regions bank",c issuer,2,1,0,Syndication Agent
68,"what role does jpmorgan chase bank, n.a. have in the agreement which is not the role of citizens bank, n.a.",c issuer,2,1,0,Syndication Agent
68,"what role does bank of america, n.a. have in the agreement which is not the role of citizens bank, n.a.",c issuer,2,1,0,Administrative Agent; L/C Issuer
6,who is the deputy branch manager and vice president of bank of china,ying chen,2,1,0,Ying Chen
6,who is the deputy branch manager of the company which is the lender in the agreement,ying chen,3,0,0,Ying Chen
6,who is the vice president of the company which is the lender in the agreement,ying chen,3,0,0,Ying Chen
6,who is the authorized agent of the company which is the borrower in the agreement,j. shea morgenroth,3,0,0,J. Shea Morgenroth
54,who is the managing director and senior vice president of 2018 1 ih borrower lp,jonathan olsen,2,1,0,Jonathan Olsen
54,"who is the senior vice president of the company associated with o blackstone real estate advisors l.p., 345 park avenue, new york, new york 10154",jonathan olsen,3,0,0,Not found
54,who is the senior vice president of the company where chuckie reddy is employed,jonathan olsen,3,0,0,Not found
54,who is the senior vice president of the company which is the borrower in the agreement,jonathan olsen,3,0,0,Jonathan Olsen
40,"who is the chief financial officer of the company associated with 59 maiden lane, 38th floor, new york, ny 10038",michael h. weiner,3,0,0,Not found
40,who is the first vice president of the company which is the administrative agent in the agreement,david reading,3,0,0,Not found
40,who is the first vice president of the company which is the co documentation agent in the agreement,david reading,3,0,0,David Reading
40,who is the first vice president of the company which is the syndication agent in the agreement,david reading,3,0,0,Not found
40,who is the first vice president of the company which is the lender in the agreement,david reading,3,0,0,David Reading
40,who is the executive director of the company which is the co documentation agent in the agreement,hector j. varona,3,0,0,Not found
40,who is the executive director of the company which is the syndication agent in the agreement,hector j. varona,3,0,0,Not found
40,who is the director of the company which is the lender in the agreement,kevin chan,3,0,0,Kevin Chan
40,who is the chief financial officer of the company which is the borrower in the agreement,michael h. weiner,3,0,0,Michael H. Weiner
40,"what role does jpmorgan chase bank, n.a have in the agreement which is not the role of associated bank, national association",issuing bank,2,1,0,Administrative Agent and Issuing Bank
56,"who is the executive vice president, general counsel and secretary of wmg acquisition corp.",paul m. robinson,2,1,0,Paul M. Robinson
56,who is the managing director of the company which is the lender in the agreement,lee a. olive,3,0,0,Lee A. Olive
56,"who is the executive vice president, general counsel of the company which is the borrower in the agreement",paul m. robinson,3,0,0,Paul M. Robinson
56,who is the secretary of the company which is the borrower in the agreement,paul m. robinson,3,0,0,Paul M. Robinson
4,who is the chief executive officer of the company which is the holdings in the agreement,david lissy,3,0,0,David Lissy
4,who is the authorized signatory of the company which is the administrative agent in the agreement,robert ehudin,3,0,0,Robert Ehudin
4,who is the authorized signatory of the company which is the bookrunner in the agreement,robert ehudin,3,0,0,Sarah L. Freedman
4,who is the authorized signatory of the company which is the c issuer in the agreement,robert ehudin,3,0,0,Robert Ehudin
4,who is the authorized signatory of the company which is the lead arranger in the agreement,robert ehudin,3,0,0,Sarah L. Freedman
4,who is the authorized signatory of the company which is the swing line lender in the agreement,robert ehudin,3,0,0,Robert Ehudin
4,what role does .p. morgan securities llc have in the agreement which is not the role of goldman sachs bank usa,syndication agent,2,1,0,Syndication Agent
42,"who is the chief financial officer and chief financialofficer of panera, llc",michael j. bufano,2,1,0,Michael J. Bufano
42,"who is the chief financial officer and senior vice president of panera, llc",michael j. bufano,2,1,0,Michael J. Bufano
42,"who is the chief financial officer and treasurer of panera, llc",michael j. bufano,2,1,0,Michael J. Bufano
42,"who is the chief financialofficer and senior vice president of panera, llc",michael j. bufano,2,1,0,Michael J. Bufano
42,"who is the chief financialofficer and treasurer of panera, llc",michael j. bufano,2,1,0,Michael J. Bufano
42,"who is the senior vice president and treasurer of panera, llc",michael j. bufano,2,1,0,Michael J. Bufano
42,"who is the vice president of the company associated with 900 west trade st.charlotte, nc 28255 0001",kelly weaver,3,0,0,Kelly Weaver
42,"who is the vice president of the company associated with new york, ny",kelly weaver,3,0,0,Kelly Weaver
42,who is the chief financialofficer of the company where alan garson is employed,michael j. bufano,3,0,0,Not found
42,who is the chief financial officer of the company where alan garson is employed,michael j. bufano,3,0,0,Not found
42,who is the treasurer of the company where alan garson is employed,michael j. bufano,3,0,0,Not found
95,"who is the chief operating officer of the company associated with 200 international circle, suite 3500hunt valley, maryland 21030",daniel j. booth,3,0,0,Daniel J. Booth
95,"who is the jr., esq. of the company associated with 425 park avenuenew york, new york 10022",john r. fallon,3,0,0,"John R. Fallon, Jr., Esq."
95,who is the chief operating officer of the company which is the credit parties in the agreement,daniel j. booth,3,0,0,Daniel J. Booth
95,what is the address of global corporate debt products of the company which is the administrative agent in the agreement,"nc 28255, 100 n. tryon streetmail code nc1 007 17 11charlotte",3,0,0,"100 N. Tryon Street, Mail Code: NC1-007-17-11, Charlotte, NC 28255"
95,what is the address of agency management of the company which is the administrative agent in the agreement,"california 94103 1399, 1455 market streetmail code ca5 701 05 19san francisco",3,0,0,"1455 Market Street, Mail Code: CA5-701-05-19, San Francisco, California 94103-1399"
95,what is the address of global corporate debt products of the company where jean hood is employed,"nc 28255, 100 n. tryon streetmail code nc1 007 17 11charlotte",3,0,0,"100 N. Tryon Street, Mail Code: NC1-007-17-11, Charlotte, NC 28255"
95,what is the address of global corporate debt products of the company where angela lau is employed,"nc 28255, 100 n. tryon streetmail code nc1 007 17 11charlotte",3,0,0,"100 N. Tryon Street, Mail Code: NC1-007-17-11, Charlotte, NC 28255"
