document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
23,who is the senior vice president of the company which is the lender but not the administrative agent in the agreement,jonathan m. bouvet,3,2,0,Not found,0.0,0.7058823529411765,0.0,1
35,"who is the senior vice president but not chief financial officer of the company associated with 1185 avenue of the americasnew york, new york 10036",john p. rielly,3,2,0,Timothy B. Goodell,0.0,0.6470588235294118,0.0,1
35,who is the senior vice president but not chief financial officer of the company where devon j. lang is employed,john p. rielly,3,2,0,DeVon J. Lang,0.0,0.8461538461538461,0.0,1
35,who is the senior vice president but not general counsel of the company where devon j. lang is employed,timothy b. goodell,3,2,0,DeVon J. Lang,0.0,0.8235294117647058,0.0,1
35,who is the senior vice president but not chief financial officer of the company where joe hykle is employed,john p. rielly,3,2,0,Joe Hykle,0.0,0.6923076923076923,0.0,1
35,who is the senior vice president but not general counsel of the company where joe hykle is employed,timothy b. goodell,3,2,0,Joe Hykle,0.0,0.8235294117647058,0.0,1
35,who is the senior vice president but not general counsel of the company where john p. rielly is employed,timothy b. goodell,3,2,0,John P. Rielly,0.0,0.6470588235294118,0.0,1
35,who is the senior vice president but not chief financial officer of the company where kelton glasscock is employed,john p. rielly,3,2,0,Kelton Glasscock,0.0,0.875,0.0,1
35,who is the senior vice president but not general counsel of the company where kelton glasscock is employed,timothy b. goodell,3,2,0,Kelton Glasscock,0.0,0.8823529411764706,0.0,1
35,who is the senior vice president but not chief financial officer of the company where sophia love is employed,john p. rielly,3,2,0,Sophia Love,0.0,0.8461538461538461,0.0,1
35,who is the senior vice president but not general counsel of the company where sophia love is employed,timothy b. goodell,3,2,0,Sophia Love,0.0,0.7058823529411765,0.0,1
35,who is the senior vice president but not chief financial officer of the company where timothy b. goodell is employed,john p. rielly,3,2,0,Timothy B. Goodell,0.0,0.6470588235294118,0.0,1
35,who is the senior vice president but not chief financial officer of the company which is the borrower in the agreement,john p. rielly,3,2,0,Timothy B. Goodell,0.0,0.6470588235294118,0.0,1
35,who is the senior vice president but not general counsel of the company which is the borrower in the agreement,timothy b. goodell,3,2,0,John P. Rielly,0.0,0.6470588235294118,0.0,1
121,who is the vp but not general manager of the company where murtuza ziauddin is employed,jane chang,3,2,0,Not found,0.0,0.8,0.0,1
121,who is the director but not svp of the company where chris hursey is employed,paul hultgren,3,2,0,Chris Hursey,0.0,0.7692307692307693,0.0,1
121,who is the director but not svp of the company where steven r. bruno is employed,paul hultgren,3,2,0,Steven R. Bruno,0.0,0.8571428571428571,0.0,1
121,"who is the vice president but not general counsel, secretary of the company where daniel vilarelle is employed",peter c. underwood,3,2,0,Daniel Vilarelle,0.0,0.8823529411764706,0.0,1
121,"who is the vice president but not general counsel, secretary of the company where darran wee is employed",peter c. underwood,3,2,0,Darran Wee,0.0,0.8235294117647058,0.0,1
121,"who is the vice president but not general counsel, secretary of the company where eric harvey is employed",peter c. underwood,3,2,0,Eric Harvey,0.0,0.7058823529411765,0.0,1
121,"who is the vice president but not general counsel, secretary of the company where mary r. wright is employed",peter c. underwood,3,2,0,Mary R. Wright,0.0,0.8235294117647058,0.0,1
121,"who is the vice president but not general counsel, secretary of the company where s. bradley mcdougall is employed",peter c. underwood,3,2,0,S. Bradley McDougall,0.0,0.8947368421052632,0.0,1
121,"who is the vice president but not general counsel, secretary of the company where shirley shipley is employed",peter c. underwood,3,2,0,Shirley Shipley,0.0,0.9411764705882353,0.0,1
124,who is the executive director of the company which is the lender but not the bookrunners in the agreement,peter m. killea,3,2,0,Peter M. Killea,1.0,0.0,1.0000000000000002,5
124,who is the executive director of the company which is the lender but not the syndication agents in the agreement,peter m. killea,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
130,who is the commercial credit officer of the company which is the lender but not the issuing bank in the agreement,kevin couch,3,2,0,Kevin Couch,1.0,0.0,1.0000000000000002,5
130,who is the commercial credit officer of the company which is the issuing bank but not the lender in the agreement,kevin couch,3,2,0,Not found,0.0,0.7272727272727273,0.0,1
130,who is the authorized officer of the company which is the collateral agent but not the revolving administrative agent in the agreement,stephanie balette,3,2,0,Not found,0.0,0.8823529411764706,0.0,1
130,who is the authorized officer of the company which is the collateral agent but not the issuing bank in the agreement,stephanie balette,3,2,0,Not found,0.0,0.8823529411764706,0.0,1
130,who is the authorized officer of the company which is the term administrative agent but not the revolving administrative agent in the agreement,stephanie balette,3,2,0,Not found,0.0,0.8823529411764706,0.0,1
130,who is the authorized officer of the company which is the term administrative agent but not the issuing bank in the agreement,stephanie balette,3,2,0,Not found,0.0,0.8823529411764706,0.0,1
127,who is the executive director of the company which is the swing line lender but not the co syndication agents in the agreement,tracy rahn,3,2,0,Darren Merten,0.0,0.6923076923076923,0.0,1
32,who is the executive director of the company which is the bookrunner but not the co syndication agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the bookrunner but not the collateral agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the bookrunner but not the administrative agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the bookrunner but not the co documentation agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead bookrunner but not the co syndication agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead bookrunner but not the collateral agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead bookrunner but not the administrative agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead bookrunner but not the co documentation agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead arranger but not the co syndication agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead arranger but not the collateral agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead arranger but not the administrative agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead arranger but not the co documentation agent in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the administrative agent but not the bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the administrative agent but not the lead bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead arranger but not the bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the lead arranger but not the lead bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the co syndication agent but not the bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the co syndication agent but not the lead bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the collateral agent but not the bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the collateral agent but not the lead bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the co documentation agent but not the bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the executive director of the company which is the co documentation agent but not the lead bookrunner in the agreement,gregg l. byers,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunner but not the administrative agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunner but not the administrative agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunner but not the co syndication agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunner but not the co syndication agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunner but not the co documentation agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunner but not the collateral agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunner but not the co documentation agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the administrative agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the administrative agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the co syndication agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the co syndication agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the co documentation agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the collateral agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the co documentation agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunners but not the administrative agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunners but not the administrative agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunners but not the co syndication agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunners but not the co syndication agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunners but not the co documentation agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunners but not the collateral agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the bookrunners but not the co documentation agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arrangers but not the administrative agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arrangers but not the administrative agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arrangers but not the co syndication agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arrangers but not the co syndication agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arrangers but not the co documentation agents in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arrangers but not the collateral agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arrangers but not the co documentation agent in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead bookrunner but not the administrative agents in the agreement,barbara s. wang,3,2,0,Barbara S. Wang,1.0,0.0,1.0000000000000002,5
32,who is the director and counsel region americas legal of the company which is the lead bookrunner but not the administrative agent in the agreement,barbara s. wang,3,2,0,Barbara S. Wang,1.0,0.0,1.0000000000000002,5
32,who is the director and counsel region americas legal of the company which is the lead bookrunner but not the co syndication agents in the agreement,barbara s. wang,3,2,0,Barbara S. Wang,1.0,0.0,1.0000000000000002,5
32,who is the director and counsel region americas legal of the company which is the lead bookrunner but not the co syndication agent in the agreement,barbara s. wang,3,2,0,Barbara S. Wang,1.0,0.0,1.0000000000000002,5
32,who is the director and counsel region americas legal of the company which is the lead bookrunner but not the co documentation agents in the agreement,barbara s. wang,3,2,0,Barbara S. Wang,1.0,0.0,1.0000000000000002,5
32,who is the director and counsel region americas legal of the company which is the lead bookrunner but not the collateral agent in the agreement,barbara s. wang,3,2,0,Barbara S. Wang,1.0,0.0,1.0000000000000002,5
32,who is the director and counsel region americas legal of the company which is the lead bookrunner but not the co documentation agent in the agreement,barbara s. wang,3,2,0,Barbara S. Wang,1.0,0.0,1.0000000000000002,5
32,who is the director and counsel region americas legal of the company which is the administrative agents but not the bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the administrative agents but not the lead arrangers in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the administrative agents but not the lead bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the administrative agents but not the bookrunners in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the administrative agent but not the bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the administrative agent but not the lead arrangers in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the administrative agent but not the lead bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the administrative agent but not the bookrunners in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co syndication agents but not the bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co syndication agents but not the lead arrangers in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co syndication agents but not the lead bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co syndication agents but not the bookrunners in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the lead arrangers in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the lead bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the lead arranger but not the bookrunners in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co syndication agent but not the bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co syndication agent but not the lead arrangers in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co syndication agent but not the lead bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co syndication agent but not the bookrunners in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co documentation agents but not the bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co documentation agents but not the lead arrangers in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co documentation agents but not the lead bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co documentation agents but not the bookrunners in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the collateral agent but not the bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the collateral agent but not the lead arrangers in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the collateral agent but not the lead bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the collateral agent but not the bookrunners in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co documentation agent but not the bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co documentation agent but not the lead arrangers in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co documentation agent but not the lead bookrunner in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the director and counsel region americas legal of the company which is the co documentation agent but not the bookrunners in the agreement,barbara s. wang,3,2,0,Not found,0.0,0.8571428571428571,0.0,1
32,who is the vice president commercial banking of the company which is the lead arranger but not the bookrunner in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the lead arranger but not the bookrunner in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the lead arranger but not the issuing lender in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the lead arranger but not the issuing lender in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the lead arranger but not the issuing bank in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the lead arranger but not the issuing bank in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the lead arranger but not the bookrunners in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the lead arranger but not the bookrunners in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the lead arranger but not the lead arrangers in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the lead arranger but not the lead arrangers in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the lead arranger but not the lead bookrunner in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the lead arranger but not the lead bookrunner in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the lead arranger but not the swingline lender in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the lead arranger but not the swingline lender in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the swingline lender but not the bookrunner in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the swingline lender but not the bookrunner in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the swingline lender but not the issuing lender in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the swingline lender but not the issuing lender in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the swingline lender but not the lead arranger in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the swingline lender but not the lead arranger in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the swingline lender but not the bookrunners in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the swingline lender but not the bookrunners in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the swingline lender but not the lead arrangers in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the swingline lender but not the lead arrangers in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the swingline lender but not the lead bookrunner in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the swingline lender but not the lead bookrunner in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
32,who is the vice president commercial banking of the company which is the swingline lender but not the issuing bank in the agreement,douglas brandes,3,2,0,Not found,0.0,0.7333333333333333,0.0,1
32,who is the assistant vice president of the company which is the swingline lender but not the issuing bank in the agreement,todd patchell,3,2,0,Not found,0.0,0.8461538461538461,0.0,1
26,who is the treasurer but not senior vice president of the company where jeffrey.galik is employed,jeffrey galik,3,2,0,Not found,0.0,0.9230769230769231,0.0,1
107,what are the roles and subroles that barclays bank plc and global markets inc. share in the agreement that are not held by rbc capital markets,"collateral agent, collateral trustee, documentation agent, administrative agent, administrative borrower",1,3,1,Not found,0.0,0.92,0.0,1
107,what are the roles and subroles that barclays bank plc and global markets inc. share in the agreement that are not held by wilmington trust fsb,"documentation agent, administrative agent, administrative borrower",1,3,1,Not found,0.0,0.90625,0.0,1
107,what are the roles and subroles that barclays bank plc and global markets inc. share in the agreement that are not held by barclays bank plc,"collateral agent, collateral trustee, documentation agent, administrative agent, administrative borrower",1,3,1,Not found,0.0,0.92,0.0,1
107,"what are the roles and subroles that barclays bank plc and wells fargo foothill, inc share in the agreement that are not held by wilmington trust fsb","documentation agent, administrative agent, administrative borrower",1,3,1,Not found,0.0,0.90625,0.0,1
107,"what are the roles and subroles that barclays bank plc and wells fargo foothill, inc share in the agreement that are not held by barclays bank plc","collateral agent, collateral trustee, documentation agent, administrative agent, administrative borrower",1,3,1,Not found,0.0,0.92,0.0,1
107,what are the roles and subroles that barclays bank plc and wilmington trust fsb share in the agreement that are not held by barclays bank plc,"collateral agent, collateral trustee",1,3,1,Not found,0.0,0.8571428571428571,0.0,1
107,"what are the roles and subroles that global markets inc. and wells fargo foothill, inc share in the agreement that are not held by wilmington trust fsb","documentation agent, administrative agent, administrative borrower",1,3,1,Not found,0.0,0.90625,0.0,1
60,"what are the roles and subroles that bank of montreal and bofa securities, inc. share in the agreement that are not held by fifth third bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and bofa securities, inc. share in the agreement that are not held by goldman sachs bank usa","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and bofa securities, inc. share in the agreement that are not held by pnc bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and bofa securities, inc. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,LLM parse error,0.0,0.7241379310344828,0.0,1
60,"what are the roles and subroles that bank of montreal and bofa securities, inc. share in the agreement that are not held by td bank, n.a.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and bofa securities, inc. share in the agreement that are not held by wells fargo bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and bofa securities, inc. share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and bofa securities, inc. share in the agreement that are not held by regions bank","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and bofa securities, inc. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and citibank, n.a. share in the agreement that are not held by fifth third bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and citibank, n.a. share in the agreement that are not held by goldman sachs bank usa","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and citibank, n.a. share in the agreement that are not held by pnc bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and citibank, n.a. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,LLM parse error,0.0,0.7241379310344828,0.0,1
60,"what are the roles and subroles that bank of montreal and citibank, n.a. share in the agreement that are not held by td bank, n.a.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and citibank, n.a. share in the agreement that are not held by wells fargo bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and citibank, n.a. share in the agreement that are not held by jpmorgan chase bank, n.a","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and citibank, n.a. share in the agreement that are not held by regions bank","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and citibank, n.a. share in the agreement that are not held by mizuho bank, ltd.","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and jpmorgan chase bank, n.a. share in the agreement that are not held by pnc bank, national association","bookrunner, book manager, lead arranger",1,3,1,LLM parse error,0.0,0.7837837837837838,0.0,1
60,"what are the roles and subroles that bank of montreal and jpmorgan chase bank, n.a. share in the agreement that are not held by pnc capital markets llc","lead arranger, lead bookrunner",1,3,1,LLM parse error,0.0,0.7241379310344828,0.0,1
