Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response,sum_values,multiple_answer_dimension
2850,66,"who are the vice presidents of keybank, national association","ben snodgrass, tanille ingle",2,0,1,Not found,3,
2851,66,"who are the directors of mufg bank, ltd.","kevin wood, cecile segovia",2,0,1,Not found,3,
2852,66,"who are the managing directors of wells fargo bank, national association","darin mullis, erin robinson",2,0,1,Not found,3,
2853,66,who are the senior vice presidents of u.s. bank national association,"kristie li, bret douglas, tom priedeman, joseph d. hricovsky, kathryn e. benjamin",2,0,1,Not found,3,
2854,66,what are the roles in the agreement of the company where james riley is employed,"lender, revolver",2,0,1,Not found,3,
2855,66,what are the roles in the agreement of the company where cecile segovia is employed,"agents, lender, arrangers, bookrunner, book manager, lead arranger",2,0,1,Not found,3,
2856,66,what are the roles in the agreement of the company where kevin wood is employed,"agents, lender, arrangers, bookrunner, book manager, lead arranger",2,0,1,Not found,3,
2857,66,what are the roles in the agreement of the company where erin robinson is employed,"agent, lender",2,0,1,Not found,3,
2858,66,what are the roles in the agreement of the company where darin mullis is employed,"agent, lender",2,0,1,Darin Mullis is a Managing Director.,3,
2937,9,who are the authorized signatorys of royal bank of canada,"mark walton, james disher",2,0,1,Not found,3,
2938,9,who are the directors of barclays bank plc,"ann e. sutton, mikhail faybusovich",2,0,1,Not found,3,
2939,9,"who are the senior vice presidents of suncoke energy partners, l.p.","eric searls, mark e. newman, jonathan m. phillips",2,0,1,Mark E. Newman,3,
2940,9,what are the roles in the agreement of the company where ann e. sutton is employed,"agent, lender, arranger, bookrunner",2,0,1,Lender,3,
2941,9,what are the roles in the agreement of the company where mikhail faybusovich is employed,"agent, lender, arranger, bookrunner",2,0,1,Lender,3,
2942,9,what are the roles in the agreement of the company where peter predun is employed,"agent, lender",2,0,1,Administrative Agent,3,
2943,9,what are the roles in the agreement of the company where ido yehuda is employed,"agent, lender",2,0,1,Administrative Agent,3,
2973,65,what roles do both bofa securities and citizens ban have in the agreement,"arranger, bookrunner, book manager",1,1,1,"BofA Securities, Inc. is one of the Joint Lead Arrangers and Joint Bookrunners; Citizens Bank, N.A. is the Administrative Agent.",3,
2974,65,what roles do both bofa securities and credit suisse have in the agreement,"arranger, bookrunner, book manager",1,1,1,"BofA Securities, Inc. is one of the Joint Lead Arrangers and Joint Bookrunners; Credit Suisse Loan Funding LLC is also a Joint Lead Arranger and Joint Bookrunner.",3,
2975,65,what roles do both bofa securities and dbsi have in the agreement,"arranger, bookrunner, book manager",1,1,1,"BofA Securities, Inc. is one of the Joint Lead Arrangers and Joint Bookrunners; Deutsche Bank Securities Inc. is also a Joint Lead Arranger and Joint Bookrunner.",3,
2976,65,what roles do both bofa securities and fifth third have in the agreement,"arranger, bookrunner, book manager",1,1,1,"BofA Securities, Inc. is one of the Joint Lead Arrangers and Joint Bookrunners; Fifth Third Bank is also a Joint Lead Arranger and Joint Bookrunner.",3,
2977,65,what roles do both bofa securities and goldman have in the agreement,"arranger, bookrunner, book manager",1,1,1,"BofA Securities, Inc. is one of the Joint Lead Arrangers and Joint Bookrunners; Goldman Sachs Bank USA is also a Joint Lead Arranger and Joint Bookrunner.",3,
2978,65,what roles do both bofa securities and keybank have in the agreement,"arranger, bookrunner, book manager",1,1,1,"BofA Securities, Inc. is one of the Joint Lead Arrangers and Joint Bookrunners; KeyBank National Association is also a Joint Lead Arranger and Joint Bookrunner.",3,
2979,65,what roles do both bofa securities and truist securities have in the agreement,"arranger, bookrunner, book manager",1,1,1,"BofA Securities, Inc. is one of the Joint Lead Arrangers and Joint Bookrunners; Truist Securities, Inc. is also a Joint Lead Arranger and Joint Bookrunner.",3,
2980,65,what roles do both citizens ban and credit suisse have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Citizens Bank, N.A. is the Administrative Agent; Credit Suisse Loan Funding LLC is a Joint Lead Arranger and Joint Bookrunner.",3,
2981,65,what roles do both citizens ban and dbsi have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Citizens Bank, N.A. is the Administrative Agent; Deutsche Bank Securities Inc. is a Joint Lead Arranger and Joint Bookrunner.",3,
2982,65,what roles do both citizens ban and fifth third have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Citizens Bank, N.A. is the Administrative Agent; Fifth Third Bank is a Joint Lead Arranger and Joint Bookrunner.",3,
2983,65,what roles do both citizens ban and goldman have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Citizens Bank, N.A. is the Administrative Agent; Goldman Sachs Bank USA is a Joint Lead Arranger and Joint Bookrunner.",3,
2984,65,what roles do both citizens ban and keybank have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Citizens Bank, N.A. is the Administrative Agent; KeyBank National Association is a Joint Lead Arranger and Joint Bookrunner.",3,
2985,65,what roles do both citizens ban and truist securities have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Citizens Bank, N.A. is the Administrative Agent; Truist Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner.",3,
2986,65,what roles do both credit suisse and dbsi have in the agreement,"arranger, bookrunner, book manager",1,1,1,Credit Suisse Loan Funding LLC is a Joint Lead Arranger and Joint Bookrunner; Deutsche Bank Securities Inc. is also a Joint Lead Arranger and Joint Bookrunner.,3,
2987,65,what roles do both credit suisse and fifth third have in the agreement,"arranger, bookrunner, book manager",1,1,1,Credit Suisse Loan Funding LLC is a Joint Lead Arranger and Joint Bookrunner; Fifth Third Bank is also a Joint Lead Arranger and Joint Bookrunner.,3,
2988,65,what roles do both credit suisse and goldman have in the agreement,"arranger, bookrunner, book manager",1,1,1,Credit Suisse Loan Funding LLC is a Joint Lead Arranger and Joint Bookrunner; Goldman Sachs Bank USA is also a Joint Lead Arranger and Joint Bookrunner.,3,
2989,65,what roles do both credit suisse and keybank have in the agreement,"arranger, bookrunner, book manager",1,1,1,Credit Suisse Loan Funding LLC is a Joint Lead Arranger and Joint Bookrunner; KeyBank National Association is also a Joint Lead Arranger and Joint Bookrunner.,3,
2990,65,what roles do both credit suisse and truist securities have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Credit Suisse Loan Funding LLC is a Joint Lead Arranger and Joint Bookrunner; Truist Securities, Inc. is also a Joint Lead Arranger and Joint Bookrunner.",3,
2991,65,what roles do both dbsi and fifth third have in the agreement,"arranger, bookrunner, book manager",1,1,1,Deutsche Bank Securities Inc. is a Joint Lead Arranger and Joint Bookrunner; Fifth Third Bank is also a Joint Lead Arranger and Joint Bookrunner.,3,
2992,65,what roles do both dbsi and goldman have in the agreement,"arranger, bookrunner, book manager",1,1,1,Deutsche Bank Securities Inc. is a Joint Lead Arranger and Joint Bookrunner; Goldman Sachs Bank USA is also a Joint Lead Arranger and Joint Bookrunner.,3,
2993,65,what roles do both dbsi and keybank have in the agreement,"arranger, bookrunner, book manager",1,1,1,Deutsche Bank Securities Inc. is a Joint Lead Arranger and Joint Bookrunner; KeyBank National Association is also a Joint Lead Arranger and Joint Bookrunner.,3,
2994,65,what roles do both dbsi and truist securities have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Deutsche Bank Securities Inc. is a Joint Lead Arranger and Joint Bookrunner; Truist Securities, Inc. is also a Joint Lead Arranger and Joint Bookrunner.",3,
2995,65,what roles do both fifth third and goldman have in the agreement,"arranger, bookrunner, book manager",1,1,1,Fifth Third Bank is a Joint Lead Arranger and Joint Bookrunner; Goldman Sachs Bank USA is also a Joint Lead Arranger and Joint Bookrunner.,3,
2996,65,what roles do both fifth third and keybank have in the agreement,"arranger, bookrunner, book manager",1,1,1,Fifth Third Bank is a Joint Lead Arranger and Joint Bookrunner; KeyBank National Association is also a Joint Lead Arranger and Joint Bookrunner.,3,
2997,65,what roles do both fifth third and truist securities have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Fifth Third Bank is a Joint Lead Arranger and Joint Bookrunner; Truist Securities, Inc. is also a Joint Lead Arranger and Joint Bookrunner.",3,
2998,65,what roles do both goldman and keybank have in the agreement,"arranger, bookrunner, book manager",1,1,1,Goldman Sachs Bank USA is a Joint Lead Arranger and Joint Bookrunner; KeyBank National Association is also a Joint Lead Arranger and Joint Bookrunner.,3,
2999,65,what roles do both goldman and truist securities have in the agreement,"arranger, bookrunner, book manager",1,1,1,"Goldman Sachs Bank USA is a Joint Lead Arranger and Joint Bookrunner; Truist Securities, Inc. is also a Joint Lead Arranger and Joint Bookrunner.",3,
3000,65,what roles do both keybank and truist securities have in the agreement,"arranger, bookrunner, book manager",1,1,1,"KeyBank National Association is a Joint Lead Arranger and Joint Bookrunner; Truist Securities, Inc. is also a Joint Lead Arranger and Joint Bookrunner.",3,
3008,65,who are the vice presidents of deutsche bank ag new york branch,"yumi okabe, philip tancorra",2,0,1,Not found,3,
3009,65,who are the senior vice presidents of fifth third bank,"lise hinton, matthew j. bradley",2,0,1,Not found,3,
3010,65,who are the authorized signatorys of goldman sachs bank usa,"andrew griffin, thomas manning, whitney gaston",2,0,1,Not found,3,
3011,65,what are the roles in the agreement of the company where sean mcwhinnie is employed,"agent, issuer, lender",2,0,1,Not found,3,
3316,47,"who are the senior vice presidents of bank of america, n.a.","kristie li, robert laporte",2,0,1,Not found,3,
3317,47,who are the vice presidents of deutsche bank ag new york branch,"ming k. chu, anthony galea, marni mcmanus, virginia cosenza, philip f. kurpiewski, john p. treadwell jr.",2,0,1,Not found,3,
3318,47,what are the roles in the agreement of the company where bremmer kneib is employed,"lender, co syndication agents",2,0,1,Lender,3,
3319,47,what are the roles in the agreement of the company where brian mcnany is employed,"lender, bookrunners, co syndication agents",2,0,1,Lender,3,
3320,47,what are the roles in the agreement of the company where robert laporte is employed,"lender, co syndication agents",2,0,1,Lender,3,
3321,47,what are the roles in the agreement of the company where kristie li is employed,"lender, co syndication agents",2,0,1,Lender,3,
3322,47,what are the roles in the agreement of the company where kirk tesch is employed,"lender, administrative agent",2,0,1,Administrative Agent,3,
3323,47,what are the roles in the agreement of the company where john p. treadwell jr. is employed,"lender, lead arrangers, co syndication agents",2,0,1,Lender,3,
3324,47,what are the roles in the agreement of the company where philip f. kurpiewski is employed,"lender, lead arrangers, co syndication agents",2,0,1,Lender,3,
3325,47,what are the roles in the agreement of the company where marni mcmanus is employed,"lender, lead arrangers, co syndication agents",2,0,1,Lender,3,
3326,47,what are the roles in the agreement of the company where anthony galea is employed,"lender, lead arrangers, co syndication agents",2,0,1,Lender,3,
3327,47,what are the roles in the agreement of the company where virginia cosenza is employed,"lender, lead arrangers, co syndication agents",2,0,1,Lender,3,
3328,47,what are the roles in the agreement of the company where ming k. chu is employed,"lender, lead arrangers, co syndication agents",2,0,1,Lender,3,
3494,51,what are the roles in the agreement of the company where cody gunsch is employed,"agent, lender, arrangers, bookrunners",2,0,1,Administrative Agent,3,
0,139,what is the position held by michael king but not by michael vondriska or ronnie glenn,authorized signatory,1,3,0,Not found,4,0.0
1,139,what is the position held by michael king but not by savo bozic or sheldon pinto,vice president,1,3,0,Not found,4,0.0
2,106,what is the position held by kirkwood roland but not by lana gifas or marcus m. tarkington,vice president,1,3,0,Director & Vice President,4,0.0
3,106,what is the position held by kirkwood roland but not by michael getz or vanessa a. kurbatskiy,director,1,3,0,Director & Vice President,4,0.0
4,160,what is the position held by robert g. shaw but not by joseph siri or martin corrigan,managing director,1,3,0,Vice President & Managing Director,4,0.0
5,61,what is the position held by jim cahow but not by liz cheng or marko lukin,director,1,3,0,Director and Vice President,4,0.0
7,82,what is the position held by david c. francisco but not by david m. crane or jennifer hwang,treasurer,1,3,0,Vice President and Treasurer,4,0.0
8,82,what is the position held by david c. francisco but not by david m. crane or john l. healy,treasurer,1,3,0,Vice President and Treasurer,4,0.0
9,82,what is the position held by david c. francisco but not by david m. crane or vanessa a. kurbatskiy,treasurer,1,3,0,Vice President and Treasurer,4,0.0
10,82,what is the position held by david c. francisco but not by jennifer hwang or john l. healy,treasurer,1,3,0,Vice President and Treasurer,4,0.0
11,82,what is the position held by david c. francisco but not by jennifer hwang or vanessa a. kurbatskiy,treasurer,1,3,0,Vice President and Treasurer,4,0.0
12,82,what is the position held by david c. francisco but not by john l. healy or vanessa a. kurbatskiy,treasurer,1,3,0,Vice President and Treasurer,4,0.0
13,140,what is the position held by demetrios tserpelis but not by sean mckinley or tony traynor,authorized signatory,1,3,0,Authorized Signatory,4,0.0
14,57,what is the position held by chuck b. kyrish but not by henry pennell or kara p. van duzee,treasurer,1,3,0,Vice President & Treasurer,4,0.0
15,57,what is the position held by chuck b. kyrish but not by henry pennell or katherine l. hurley,treasurer,1,3,0,Vice President & Treasurer,4,0.0
16,57,what is the position held by chuck b. kyrish but not by henry pennell or lauren steiner,treasurer,1,3,0,Vice President & Treasurer,4,0.0
17,57,what is the position held by chuck b. kyrish but not by henry pennell or michael vondriska,treasurer,1,3,0,Vice President & Treasurer,4,0.0
18,57,what is the position held by chuck b. kyrish but not by henry pennell or robert sullivan,treasurer,1,3,0,Vice President & Treasurer,4,0.0
19,57,what is the position held by chuck b. kyrish but not by henry pennell or virginia cosenza,treasurer,1,3,0,Vice President & Treasurer,4,0.0
20,57,what is the position held by chuck b. kyrish but not by kara p. van duzee or katherine l. hurley,treasurer,1,3,0,Vice President & Treasurer,4,0.0
21,57,what is the position held by chuck b. kyrish but not by kara p. van duzee or lauren steiner,treasurer,1,3,0,Vice President & Treasurer,4,0.0
22,57,what is the position held by chuck b. kyrish but not by kara p. van duzee or michael vondriska,treasurer,1,3,0,Vice President & Treasurer,4,0.0
23,57,what is the position held by chuck b. kyrish but not by kara p. van duzee or robert sullivan,treasurer,1,3,0,Vice President & Treasurer,4,0.0
24,57,what is the position held by chuck b. kyrish but not by kara p. van duzee or virginia cosenza,treasurer,1,3,0,Vice President & Treasurer,4,0.0
25,57,what is the position held by chuck b. kyrish but not by katherine l. hurley or lauren steiner,treasurer,1,3,0,Vice President & Treasurer,4,0.0
26,57,what is the position held by chuck b. kyrish but not by katherine l. hurley or michael vondriska,treasurer,1,3,0,Vice President & Treasurer,4,0.0
27,57,what is the position held by chuck b. kyrish but not by katherine l. hurley or robert sullivan,treasurer,1,3,0,Vice President & Treasurer,4,0.0
28,57,what is the position held by chuck b. kyrish but not by katherine l. hurley or virginia cosenza,treasurer,1,3,0,Vice President & Treasurer,4,0.0
29,57,what is the position held by chuck b. kyrish but not by lauren steiner or michael vondriska,treasurer,1,3,0,Vice President & Treasurer,4,0.0
30,57,what is the position held by chuck b. kyrish but not by lauren steiner or robert sullivan,treasurer,1,3,0,Vice President & Treasurer,4,0.0
31,57,what is the position held by chuck b. kyrish but not by lauren steiner or virginia cosenza,treasurer,1,3,0,Vice President & Treasurer,4,0.0
32,57,what is the position held by chuck b. kyrish but not by michael vondriska or robert sullivan,treasurer,1,3,0,Vice President & Treasurer,4,0.0
33,57,what is the position held by chuck b. kyrish but not by michael vondriska or virginia cosenza,treasurer,1,3,0,Vice President & Treasurer,4,0.0
34,57,what is the position held by chuck b. kyrish but not by robert sullivan or virginia cosenza,treasurer,1,3,0,Vice President & Treasurer,4,0.0
35,84,what is the position held by alexander wu but not by chwan ming ho or edward chen,svp,1,3,0,SVP & General Manager,4,0.0
36,84,what is the position held by alexander wu but not by chwan ming ho or li hua huang,svp,1,3,0,SVP & General Manager,4,0.0
37,84,what is the position held by alexander wu but not by edward chen or li hua huang,svp,1,3,0,SVP & General Manager,4,0.0
43,121,what is the position held by angela chen but not by jane chang or murtuza ziauddin,dgm,1,3,0,VP & DGM,4,0.0
44,121,what is the position held by kefel xu but not by kitty sin or paul hultgren,branch manager,1,3,0,SVP & Branch Manager,4,0.0
45,135,what is the position held by sharon s. spurlin but not by virginia cosenza or hans beekmans,treasurer,1,3,0,Vice President,4,0.0
49,139,what is the position held by michael king and michael vondriska but not by savo bozic,vice president,1,3,0,Not found,4,0.0
50,139,what is the position held by michael king and ronnie glenn but not by savo bozic,vice president,1,3,0,Not found,4,0.0
51,106,what is the position held by kirkwood roland and lana gifas but not by michael getz,director,1,3,0,Director & Vice President,4,0.0
52,106,what is the position held by kirkwood roland and marcus m. tarkington but not by michael getz,director,1,3,0,Director & Vice President,4,0.0
53,61,what is the position held by jim cahow and liz cheng but not by ming k chu,vice president,1,3,0,Vice President,4,0.0
54,61,what is the position held by jim cahow and marko lukin but not by ming k chu,vice president,1,3,0,Vice President,4,0.0
56,140,what is the position held by demetrios tserpelis and sean mckinley but not by william graham,director,1,3,0,Director,4,0.0
57,140,what is the position held by demetrios tserpelis and tony traynor but not by william graham,director,1,3,0,Director,4,0.0
73,135,"what is the role and subrole that citigroup global markets inc. and dnb markets, inc. share in the agreement that is not held by merrill lynch, pierce, fenner smith incorporated",lead arranger,1,3,0,Co-Syndication Agents,4,0.0
74,135,"what is the role and subrole that citigroup global markets inc. and j.p. morgan securities llc share in the agreement that is not held by merrill lynch, pierce, fenner smith incorporated",lead arranger,1,3,0,Joint Lead Arrangers,4,0.0
75,135,"what is the role and subrole that dnb markets, inc. and j.p. morgan securities llc share in the agreement that is not held by merrill lynch, pierce, fenner smith incorporated",lead arranger,1,3,0,Co-Documentation Agents,4,0.0
132,165,who is the executive director of the company which is both the lender and the syndication agent in the agreement,tony young,3,1,0,Tony Young,4,0.0
133,165,who is the corporate secretary of the company which is both the company and the lenders in the agreement,colleen batcheler,3,1,0,Colleen Batcheler,4,0.0
134,165,who is the general counsel of the company which is both the company and the lenders in the agreement,colleen batcheler,3,1,0,Colleen Batcheler,4,0.0
135,165,who is the investor relations officer of the company which is both the company and the lenders in the agreement,johan nystedt,3,1,0,Johan Nystedt,4,0.0
136,165,who is the treasurer of the company which is both the company and the lenders in the agreement,johan nystedt,3,1,0,Johan Nystedt,4,0.0
137,165,who is the vice president of the company which is both the company and the lenders in the agreement,johan nystedt,3,1,0,Johan Nystedt,4,0.0
177,156,who is the senior vice president of the company which is both the lender and the issuing bank in the agreement,carmela massari,3,1,0,Guelay Mese,4,0.0
188,91,who is the senior vice president of the company which is both the lender and the lender in the agreement,thomas m. foncannon,3,1,0,Thomas M. Foncannon,4,0.0
228,60,who is both the senior vice president and treasurer of the company which is the holdings in the agreement,marc h. crown,3,1,0,Marc H. Crown,4,0.0
231,61,"who is both the treasurer and vice president, tax treasury of the company which is the borrower in the agreement",brian l. shytle,3,1,0,Brian L. Shytle,4,0.0
233,162,who is both the corporate secretary and president of the company which is the guarantor in the agreement,mark d. andrews,3,1,0,Mark D. Andrews,4,0.0
234,162,who is both the president and secretary of the company which is the guarantor in the agreement,michael j. niedermaier,3,1,0,Mark D. Andrews,4,0.0
241,170,who is both the treasurer and vice president of the company which is the borrower in the agreement,richard lautch,3,1,0,Richard Lautch,4,0.0
250,142,who is both the controller and principal financial officer of the company which is the borrower in the agreement,nathaniel a. brown,3,1,0,Jon A. Dobson,4,0.0
251,142,"who is both the corporate secretary and vice president, law of the company which is the guarantor in the agreement",christine r. johnston,3,1,0,Christine R. Johnston,4,0.0
252,142,"who is both the treasurer and vice president, finance of the company which is the guarantor in the agreement",joel e. hunter,3,1,0,Joel E. Hunter,4,0.0
256,91,who is both the chief executive officer and president of the company which is the borrower in the agreement,ray singleton,3,1,0,Ray Singleton,4,0.0
260,151,"who is both the treasurer and vice president, tax and treasury of the company which is the borrowers in the agreement",anthony h. smith,3,1,0,Not found,4,0.0
268,135,who is both the treasurer and vice president of the company which is the borrower in the agreement,sharon s. spurlin,3,1,0,Sharon S. Spurlin,4,0.0
282,165,"who is both the corporate secretary and general counsel of the company associated with 222 merchandise mart plaza, suite 1300chicago, il 60654",colleen batcheler,3,1,0,Colleen Batcheler,4,0.0
283,82,who is both the treasurer and vice president of the company associated with 04 2052042,david c. francisco,3,1,0,David C. Francisco,4,0.0
286,156,who is both the chief financial officer and vice president of the company associated with u.s.,henk derksen,3,1,0,Henk Derksen,4,0.0
287,91,"who is both the chief executive officer and president of the company associated with 633 17th street, suite 1900denver, colorado 80202 3619",ray singleton,3,1,0,Ray Singleton,4,0.0
307,106,who is both the director and vice president of the company where michael getz is employed,kirkwood roland,3,1,0,Michael Getz,4,0.0
308,106,who is both the director and vice president of the company where vanessa a. kurbatskiy is employed,kirkwood roland,3,1,0,Not found,4,0.0
310,61,who is both the director and vice president of the company where amanuel assefa is employed,jim cahow,3,1,0,Jim Cahow,4,0.0
311,61,who is both the director and vice president of the company where bridgett j. manduk mowry is employed,jim cahow,3,1,0,Bridgett J. Manduk-Mowry,4,0.0
312,61,who is both the director and vice president of the company where christopher shafto is employed,jim cahow,3,1,0,Christopher Shafto,4,0.0
313,61,who is both the director and vice president of the company where liz cheng is employed,jim cahow,3,1,0,Not found,4,0.0
314,61,who is both the director and vice president of the company where marko lukin is employed,jim cahow,3,1,0,Not found,4,0.0
322,140,who is both the director and authorized signatory of the company where sean mckinley is employed,demetrios tserpelis,3,1,0,Demetrios Tserpelis,4,0.0
323,140,who is both the director and authorized signatory of the company where tony traynor is employed,demetrios tserpelis,3,1,0,Tony Traynor,4,0.0
334,142,"who is both the treasurer and vice president, finance of the company where jon a. dobson is employed",joel e. hunter,3,1,0,Not found,4,0.0
357,121,who is both the director and svp of the company where chris hursey is employed,paul hultgren,3,1,0,Not found,4,0.0
358,121,who is both the director and svp of the company where steven r. bruno is employed,paul hultgren,3,1,0,Not found,4,0.0
392,165,what is the address of the agency management office of the company which is both the lender and administrative agent in the agreement,"ca 94104, 4th floorsan francisco, mail code ca5 705 04 09555 california street",3,1,0,"555 California Street, 4th Floor, San Francisco, CA 94104",4,0.0
393,91,what is the address of the address for notices office of the company which is both the lender and lender in the agreement,"colorado 80202, suite 1100denver, bank of oklahoma1625 broadway",3,1,0,"Bank of Oklahoma 1625 Broadway, Suite 1100 Denver, Colorado 80202",4,0.0
394,91,what is the address of the payment processing center office of the company which is both the lender and lender in the agreement,"oklahoma 73124 8817, p.o. box 248817oklahoma city",3,1,0,"Bank of Oklahoma Payment Processing Center P.O. Box 248817 Oklahoma City, Oklahoma 73124-8817",4,0.0
407,139,what companies are the  lead arrangers but not the  bookrunners in the agreement,"pierce, citigroup global markets inc.",1,2,1,Not found,4,1.0
414,161,what companies are the  lead arrangers but not the lender in the agreement,"inc., truist securities, bmo capital markets",1,2,1,"BMO Capital Markets, Truist Bank, The Huntington National Bank",4,1.0
417,160,"what roles does barclays bank plc have in the agreement which are not the roles of bofa securities, inc","issuing bank, administrative agent",1,2,1,"['Administrative Agent', 'Lender']",4,1.0
418,160,"what roles does barclays bank plc have in the agreement which are not the roles of morgan stanley senior funding, inc","issuing bank, administrative agent",1,2,1,"['Administrative Agent', 'Lender']",4,1.0
419,160,"what roles does barclays bank plc have in the agreement which are not the roles of jpmorgan chase bank, n.a.","bookrunners, administrative agent",1,2,1,"['Administrative Agent', 'Lender']",4,1.0
420,160,what companies are the issuing bank but not the  bookrunners in the agreement,"n.a., ltd., citibank, mufg bank, truist bank, bank of america, jpmorgan chase bank, morgan stanley bank",1,2,1,"['Barclays Bank PLC', 'Bank of America, N.A.', 'JPMorgan Chase Bank, N.A.', 'Morgan Stanley Bank, N.A.', 'Citibank, N.A.', 'MUFG Bank, Ltd.', 'Truist Bank']",4,1.0
421,160,what companies are the issuing bank but not the  lead arrangers in the agreement,"n.a., ltd., citibank, mufg bank, truist bank, bank of america, morgan stanley bank",1,2,1,"['Barclays Bank PLC', 'Bank of America, N.A.', 'JPMorgan Chase Bank, N.A.', 'Morgan Stanley Bank, N.A.', 'Citibank, N.A.', 'MUFG Bank, Ltd.', 'Truist Bank']",4,1.0
422,148,who are the vice presidents of the company where mukesh singh is employed,"meng zhang, will hicks, liliana claar, rumesha ahmed, karim remtoula",3,0,1,Not found,4,1.0
423,148,who are the directors of the company where karim remtoula is employed,"craig malloy, mukesh singh, todd kennedy, jonathan eady, katherine bass",3,0,1,Not found,4,1.0
424,148,who are the directors of the company where liliana claar is employed,"craig malloy, mukesh singh, todd kennedy, jonathan eady, katherine bass",3,0,1,Not found,4,1.0
425,148,who are the directors of the company where meng zhang is employed,"craig malloy, mukesh singh, todd kennedy, jonathan eady, katherine bass",3,0,1,Not found,4,1.0
426,148,who are the vice presidents of the company where katherine bass is employed,"meng zhang, will hicks, liliana claar, rumesha ahmed, karim remtoula",3,0,1,Not found,4,1.0
427,148,who are the vice presidents of the company where todd kennedy is employed,"meng zhang, will hicks, liliana claar, rumesha ahmed, karim remtoula",3,0,1,Not found,4,1.0
428,148,who are the vice presidents of the company where jonathan eady is employed,"meng zhang, will hicks, liliana claar, rumesha ahmed, karim remtoula",3,0,1,Not found,4,1.0
429,148,who are the vice presidents of the company where craig malloy is employed,"meng zhang, will hicks, liliana claar, rumesha ahmed, karim remtoula",3,0,1,Not found,4,1.0
430,148,who are the directors of the company where will hicks is employed,"craig malloy, mukesh singh, todd kennedy, jonathan eady, katherine bass",3,0,1,Not found,4,1.0
431,148,who are the directors of the company where rumesha ahmed is employed,"craig malloy, mukesh singh, todd kennedy, jonathan eady, katherine bass",3,0,1,Not found,4,1.0
437,148,what companies are the lender but not the administrative agent in the agreement,"td bank, pnc bank, bnp paribas, truist bank, hsbc bank usa, mufg union bank, wells fargo bank, barclays bank plc, jpmorgan chase bank, morgan stanley bank, the bank of nova scotia, the northern trust company, national westminster bank plc, u.s. bank national association",1,2,1,"BNP PARIBAS, TD BANK, N.A., WELLS FARGO BANK, NATIONAL ASSOCIATION, HSBC BANK USA, NATIONAL ASSOCIATION, NATIONAL WESTMINSTER BANK PLC, PNC BANK, NATIONAL ASSOCIATION, THE BANK OF NOVA SCOTIA, U.S. BANK NATIONAL ASSOCIATION, MUFG UNION BANK, N.A., BARCLAYS BANK Plc, MORGAN STANLEY BANK, N.A., THE NORTHERN TRUST COMPANY, JPMORGAN CHASE BANK, N.A., TRUIST BANK",4,1.0
438,148,what companies are the lender but not the co syndication agents in the agreement,"pnc bank, truist bank, hsbc bank usa, bank of america, mufg union bank, wells fargo bank, barclays bank plc, jpmorgan chase bank, morgan stanley bank, the bank of nova scotia, the northern trust company, national westminster bank plc, u.s. bank national association",1,2,1,Not found,4,1.0
439,148,what companies are the lender but not the documentation agents in the agreement,"td bank, pnc bank, bnp paribas, truist bank, hsbc bank usa, bank of america, mufg union bank, wells fargo bank, barclays bank plc, jpmorgan chase bank, morgan stanley bank, the northern trust company",1,2,1,Not found,4,1.0
443,166,what companies are the bookrunners but not the lead arrangers in the agreement,"ltd., ing bank n.v., singapore branch, barclays bank plc, state bank of india, standard chartered bank, kotak mahindra bank limited, the bank of tokyo mitsubishi ufj, citigroup global markets asia limited",1,2,1,Not found,4,1.0
444,166,what companies are the bookrunners but not the lender in the agreement,"ing bank n.v., singapore branch, icici bank limited, citigroup global markets asia limited",1,2,1,Not found,4,1.0
445,164,"what roles does u.s. bank national association have in the agreement which are not the roles of suntrust robinson humphrey, inc","lender, lc issuer, administrative agent",1,2,1,"Administrative Agent, LC Issuer, Swing Line Lender",4,1.0
446,164,what roles does u.s. bank national association have in the agreement which are not the roles of truist bank,"lc issuer, book runners, administrative agent",1,2,1,"Administrative Agent, LC Issuer, Swing Line Lender",4,1.0
447,164,what roles does u.s. bank national association have in the agreement which are not the roles of regions bank,"lc issuer, book runners, administrative agent",1,2,1,"Administrative Agent, LC Issuer, Swing Line Lender",4,1.0
448,164,what companies are the lender but not the  book runners in the agreement,"arvest bank, truist bank, regions bank, comerica bank, commerce bank, fifth third bank",1,2,1,"['Regions Bank', 'Truist Bank', 'Arvest Bank', 'Comerica Bank', 'Commerce Bank', 'Fifth Third Bank, National Association', 'UMB Bank N.A.']",4,1.0
449,164,what companies are the lender but not the syndication agents in the agreement,"arvest bank, comerica bank, commerce bank, fifth third bank, u.s. bank national association",1,2,1,"['SunTrust Robinson Humphrey, Inc.', 'Regions Capital Markets, a division of Regions Bank']",4,1.0
