document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response
60,what position does susan m. olsen hold,vice president,1,0,,Vice President
60,what position does thor o connell hold,vice president,1,0,,Vice President
60,"what role do both bank of america, n.a. and bofa securities, inc. have in the agreement",,1,1,0.0,"Bank of America, N.A. is a Documentation Agent. BofA Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner."
60,"what role do both bank of america, n.a. and citibank, n.a. have in the agreement",,1,1,0.0,"Bank of America, N.A. is a Documentation Agent. Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner."
60,"what role do both bank of america, n.a. and jpmorgan chase bank, n.a. have in the agreement",,1,1,0.0,"Bank of America, N.A. is a Documentation Agent. JPMorgan Chase Bank, N.A. is a Documentation Agent, Joint Lead Arranger and Joint Bookrunner."
60,"what role do both bank of america, n.a. and mufg bank, ltd. have in the agreement",,1,1,0.0,"Bank of America, N.A. is a Documentation Agent. MUFG Bank, LTD. is the Syndication Agent, Joint Lead Arranger and Joint Bookrunner."
60,"what role do both bank of america, n.a. and pnc capital markets llc have in the agreement",,1,1,0.0,"Bank of America, N.A. is a Documentation Agent. PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner."
60,"what role do both bank of america, n.a. and wells fargo securities llc have in the agreement",,1,1,0.0,"Bank of America, N.A. is a Documentation Agent. Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner."
60,"what role do both bofa securities, inc. and fifth third bank, national association have in the agreement",,1,1,0.0,"BofA Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner. Fifth Third Bank, National Association is a Senior Managing Agent."
60,"what role do both bofa securities, inc. and goldman sachs bank usa have in the agreement",,1,1,0.0,"BofA Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner. Goldman Sachs Bank USA is a Senior Managing Agent."
60,"what role do both bofa securities, inc. and pnc bank, national association have in the agreement",,1,1,0.0,"BofA Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner. PNC Bank, National Association is a Documentation Agent."
60,"what role do both bofa securities, inc. and td bank, n.a. have in the agreement",,1,1,0.0,"BofA Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner. TD Bank, N.A. is a Senior Managing Agent."
60,"what role do both bofa securities, inc. and wells fargo bank, national association have in the agreement",,1,1,0.0,"BofA Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner. Wells Fargo Bank, National Association is a Documentation Agent."
60,"what role do both bofa securities, inc. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"BofA Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner. JPMorgan Chase Bank, N.A. is a Documentation Agent, Joint Lead Arranger and Joint Bookrunner."
60,"what role do both bofa securities, inc. and regions bank have in the agreement",,1,1,0.0,"BofA Securities, Inc. is a Joint Lead Arranger and Joint Bookrunner. Regions Bank is a Senior Managing Agent."
60,"what role do both citibank, n.a. and fifth third bank, national association have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. Fifth Third Bank, National Association is a Senior Managing Agent."
60,"what role do both citibank, n.a. and goldman sachs bank usa have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. Goldman Sachs Bank USA is a Senior Managing Agent."
60,"what role do both citibank, n.a. and pnc bank, national association have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. PNC Bank, National Association is a Documentation Agent."
60,"what role do both citibank, n.a. and td bank, n.a. have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. TD Bank, N.A. is a Senior Managing Agent."
60,"what role do both citibank, n.a. and wells fargo bank, national association have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. Wells Fargo Bank, National Association is a Documentation Agent."
60,"what role do both citibank, n.a. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. JPMorgan Chase Bank, N.A. is a Documentation Agent, Joint Lead Arranger and Joint Bookrunner."
60,"what role do both citibank, n.a. and regions bank have in the agreement",,1,1,0.0,"Citibank, N.A. is the Administrative Agent, Joint Lead Arranger and Joint Bookrunner. Regions Bank is a Senior Managing Agent."
60,"what role do both fifth third bank, national association and jpmorgan chase bank, n.a. have in the agreement",,1,1,0.0,"Fifth Third Bank, National Association is a Senior Managing Agent. JPMorgan Chase Bank, N.A. is a Documentation Agent, Joint Lead Arranger and Joint Bookrunner."
60,"what role do both fifth third bank, national association and mufg bank, ltd. have in the agreement",,1,1,0.0,"Fifth Third Bank, National Association is a Senior Managing Agent. MUFG Bank, LTD. is the Syndication Agent, Joint Lead Arranger and Joint Bookrunner."
60,"what role do both fifth third bank, national association and pnc capital markets llc have in the agreement",,1,1,0.0,"Fifth Third Bank, National Association is a Senior Managing Agent. PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner."
60,"what role do both fifth third bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"Fifth Third Bank, National Association is a Senior Managing Agent. Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner."
60,"what role do both goldman sachs bank usa and jpmorgan chase bank, n.a. have in the agreement",,1,1,0.0,"Goldman Sachs Bank USA is a Senior Managing Agent. JPMorgan Chase Bank, N.A. is a Documentation Agent, Joint Lead Arranger and Joint Bookrunner."
60,"what role do both goldman sachs bank usa and mufg bank, ltd. have in the agreement",,1,1,0.0,"Goldman Sachs Bank USA is a Senior Managing Agent. MUFG Bank, LTD. is the Syndication Agent, Joint Lead Arranger and Joint Bookrunner."
60,what role do both goldman sachs bank usa and pnc capital markets llc have in the agreement,,1,1,0.0,Goldman Sachs Bank USA is a Senior Managing Agent. PNC Capital Markets LLC is a Joint Lead Arranger and Joint Bookrunner.
60,what role do both goldman sachs bank usa and wells fargo securities llc have in the agreement,,1,1,0.0,Goldman Sachs Bank USA is a Senior Managing Agent. Wells Fargo Securities LLC is a Joint Lead Arranger and Joint Bookrunner.
60,"what role do both jpmorgan chase bank, n.a. and pnc bank, national association have in the agreement",,1,1,0.0,"JPMorgan Chase Bank, N.A. is a Documentation Agent, Joint Lead Arranger and Joint Bookrunner. PNC Bank, National Association is a Documentation Agent."
60,"what role do both jpmorgan chase bank, n.a. and td bank, n.a. have in the agreement",,1,1,0.0,"JPMorgan Chase Bank, N.A. is a Documentation Agent, Joint Lead Arranger and Joint Bookrunner. TD Bank, N.A. is a Senior Managing Agent."
60,"what role do both jpmorgan chase bank, n.a. and wells fargo bank, national association have in the agreement",,1,1,0.0,"JPMorgan Chase Bank, N.A. is a Documentation Agent, Joint Lead Arranger and Joint Bookrunner. Wells Fargo Bank, National Association is a Documentation Agent."
60,"what role do both jpmorgan chase bank, n.a. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,Not found
60,"what role do both jpmorgan chase bank, n.a. and regions bank have in the agreement",,1,1,0.0,"JPMorgan Chase Bank, N.A. is a Documentation Agent, Joint Lead Arranger and Joint Bookrunner. Regions Bank is a Senior Managing Agent."
60,"what role do both mufg bank, ltd. and pnc bank, national association have in the agreement",,1,1,0.0,"MUFG BANK, LTD. is the Syndication Agent; PNC BANK, NATIONAL ASSOCIATION is a Documentation Agent."
60,"what role do both mufg bank, ltd. and td bank, n.a. have in the agreement",,1,1,0.0,"MUFG BANK, LTD. is the Syndication Agent; TD BANK, N.A. is a Senior Managing Agent."
60,"what role do both mufg bank, ltd. and wells fargo bank, national association have in the agreement",,1,1,0.0,"MUFG BANK, LTD. is the Syndication Agent; WELLS FARGO BANK, NATIONAL ASSOCIATION is a Documentation Agent."
60,"what role do both mufg bank, ltd. and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"MUFG BANK, LTD. is the Syndication Agent; JPMORGAN CHASE BANK, N.A. is a Documentation Agent."
60,"what role do both mufg bank, ltd. and regions bank have in the agreement",,1,1,0.0,"MUFG BANK, LTD. is the Syndication Agent; REGIONS BANK is a Senior Managing Agent."
60,"what role do both pnc bank, national association and pnc capital markets llc have in the agreement",,1,1,0.0,"PNC BANK, NATIONAL ASSOCIATION is a Documentation Agent; PNC CAPITAL MARKETS LLC is a Joint Lead Arranger and Joint Bookrunner."
60,"what role do both pnc bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"PNC BANK, NATIONAL ASSOCIATION is a Documentation Agent; WELLS FARGO SECURITIES, LLC is a Joint Lead Arranger and Joint Bookrunner."
60,"what role do both pnc capital markets llc and td bank, n.a. have in the agreement",,1,1,0.0,"PNC CAPITAL MARKETS LLC is a Joint Lead Arranger and Joint Bookrunner; TD BANK, N.A. is a Senior Managing Agent."
60,"what role do both pnc capital markets llc and wells fargo bank, national association have in the agreement",,1,1,0.0,"PNC CAPITAL MARKETS LLC is a Joint Lead Arranger and Joint Bookrunner; WELLS FARGO BANK, NATIONAL ASSOCIATION is a Documentation Agent."
60,"what role do both pnc capital markets llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"PNC CAPITAL MARKETS LLC is a Joint Lead Arranger and Joint Bookrunner; JPMORGAN CHASE BANK, N.A. is a Documentation Agent."
60,what role do both pnc capital markets llc and regions bank have in the agreement,,1,1,0.0,PNC CAPITAL MARKETS LLC is a Joint Lead Arranger and Joint Bookrunner; REGIONS BANK is a Senior Managing Agent.
60,"what role do both pnc capital markets llc and mizuho bank, ltd. have in the agreement",,1,1,0.0,"PNC CAPITAL MARKETS LLC is a Joint Lead Arranger and Joint Bookrunner; MIZUHO BANK, LTD. is a Documentation Agent."
60,"what role do both td bank, n.a. and wells fargo securities llc have in the agreement",,1,1,0.0,"TD BANK, N.A. is a Senior Managing Agent; WELLS FARGO SECURITIES, LLC is a Joint Lead Arranger and Joint Bookrunner."
60,"what role do both wells fargo bank, national association and wells fargo securities llc have in the agreement",,1,1,0.0,"WELLS FARGO BANK, NATIONAL ASSOCIATION is a Documentation Agent; WELLS FARGO SECURITIES, LLC is a Joint Lead Arranger and Joint Bookrunner."
60,"what role do both wells fargo securities llc and jpmorgan chase bank, n.a have in the agreement",,1,1,0.0,"WELLS FARGO SECURITIES, LLC is a Joint Lead Arranger and Joint Bookrunner; JPMORGAN CHASE BANK, N.A. is a Documentation Agent."
60,what role do both wells fargo securities llc and regions bank have in the agreement,,1,1,0.0,"WELLS FARGO SECURITIES, LLC is a Joint Lead Arranger and Joint Bookrunner; REGIONS BANK is a Senior Managing Agent."
60,what company is both the documentation agent and the agent in the agreement,"n.a., bank of america",1,1,0.0,Not found
60,what company is both the  bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,Not found
60,what company is both the  bookrunners and the bookrunners in the agreement,bank of montreal,1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,bank of montreal,1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,bank of montreal,1,1,0.0,Not found
60,what company is both the  book manager and the book manager in the agreement,bank of montreal,1,1,0.0,Not found
60,what company is both the  book runner and the book runner in the agreement,bank of montreal,1,1,0.0,Not found
60,what company is both the  lead arranger and the lead arranger in the agreement,bank of montreal,1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,bank of montreal,1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,"inc., bofa securities",1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,"inc., bofa securities",1,1,0.0,Not found
60,what company is both the  bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,Not found
60,what company is both the  bookrunners and the bookrunners in the agreement,"n.a., citibank",1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., citibank",1,1,0.0,Not found
60,what company is both the  book manager and the book manager in the agreement,"n.a., citibank",1,1,0.0,Not found
60,what company is both the  lead arranger and the lead arranger in the agreement,"n.a., citibank",1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,"n.a., citibank",1,1,0.0,Not found
60,what company is both the  book runner and the book runner in the agreement,"n.a., citibank",1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,"fifth third bank, national association",1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,goldman sachs bank usa,1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found
60,what company is both the  bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,Not found
60,what company is both the  bookrunners and the bookrunners in the agreement,"ltd., mufg bank",1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mufg bank",1,1,0.0,Not found
60,what company is both the  book manager and the book manager in the agreement,"ltd., mufg bank",1,1,0.0,Not found
60,what company is both the  lead arranger and the lead arranger in the agreement,"ltd., mufg bank",1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,"ltd., mufg bank",1,1,0.0,Not found
60,what company is both the  book runner and the book runner in the agreement,"ltd., mufg bank",1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,"pnc bank, national association",1,1,0.0,Not found
60,what company is both the  bookrunner and the bookrunner in the agreement,pnc capital markets llc,1,1,0.0,Not found
60,what company is both the  bookrunners and the bookrunners in the agreement,pnc capital markets llc,1,1,0.0,Not found
60,what company is both the  book manager and the book manager in the agreement,pnc capital markets llc,1,1,0.0,Not found
60,what company is both the  lead arranger and the lead arranger in the agreement,pnc capital markets llc,1,1,0.0,Not found
60,what company is both the  book runner and the book runner in the agreement,pnc capital markets llc,1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,"n.a., td bank",1,1,0.0,Not found
60,what company is both the  bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,Not found
60,what company is both the  bookrunners and the bookrunners in the agreement,u.s. bank national association,1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,u.s. bank national association,1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,u.s. bank national association,1,1,0.0,Not found
60,what company is both the  book manager and the book manager in the agreement,u.s. bank national association,1,1,0.0,Not found
60,what company is both the  book runner and the book runner in the agreement,u.s. bank national association,1,1,0.0,Not found
60,what company is both the  lead arranger and the lead arranger in the agreement,u.s. bank national association,1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,u.s. bank national association,1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,"wells fargo bank, national association",1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,wells fargo securities llc,1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,wells fargo securities llc,1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,"n.a, jpmorgan chase bank",1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,regions bank,1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,"ltd., mizuho bank",1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,"ltd., mizuho bank",1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,"ltd., mizuho bank",1,1,0.0,Not found
60,what company is both the  bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,Not found
60,what company is both the  bookrunners and the bookrunners in the agreement,the bank of nova scotia,1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,the bank of nova scotia,1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,the bank of nova scotia,1,1,0.0,Not found
60,what company is both the  book manager and the book manager in the agreement,the bank of nova scotia,1,1,0.0,Not found
60,what company is both the  book runner and the book runner in the agreement,the bank of nova scotia,1,1,0.0,Not found
60,what company is both the  lead arranger and the lead arranger in the agreement,the bank of nova scotia,1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,the bank of nova scotia,1,1,0.0,Not found
60,what company is both the  bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,Not found
60,what company is both the  bookrunners and the bookrunners in the agreement,"capital one, national association",1,1,0.0,Not found
60,what company is both the documentation agent and the agent in the agreement,"capital one, national association",1,1,0.0,Not found
60,what company is both the lead bookrunner and the bookrunner in the agreement,"capital one, national association",1,1,0.0,Not found
60,what company is both the  book manager and the book manager in the agreement,"capital one, national association",1,1,0.0,Not found
60,what company is both the  book runner and the book runner in the agreement,"capital one, national association",1,1,0.0,Not found
60,what company is both the  lead arranger and the lead arranger in the agreement,"capital one, national association",1,1,0.0,Not found
60,what company is both the lead arranger and the arranger in the agreement,"capital one, national association",1,1,0.0,Not found
60,"who is the executive director of jpmorgan chase bank, n.a",anthony galea,2,0,0.0,Anthony Galea
60,"who is the senior vice president of leidos holdings, inc.",marc h. crown,2,0,0.0,Marc H. Crown
60,"who is the treasurer of leidos holdings, inc.",marc h. crown,2,0,0.0,Marc H. Crown
60,who is the assistant vice president of regions bank,stephanie herndon,2,0,0.0,Stephanie Herndon
60,who is the assistant vice president of bank of the west,caroline smith,2,0,0.0,Caroline Smith
60,what is the role in the agreement of the company where marc h. crown is employed,holdings,2,0,0.0,"Senior Vice President and Treasurer of Leidos Holdings, Inc. and Leidos, Inc."
60,"what is the role in the agreement of the company associated with bank of america, n.a.",agents,2,0,0.0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner"
60,"what is the role in the agreement of the company associated with fifth third bank, national association",agents,2,0,0.0,"Senior Managing Agent, Joint Lead Arranger and Joint Bookrunner, Documentation Agent"
60,what is the role in the agreement of the company associated with fitch ratings,agency,2,0,0.0,rating agency
60,what is the role in the agreement of the company associated with goldman sachs bank usa,agents,2,0,0.0,Senior Managing Agent
60,"what is the role in the agreement of the company associated with leidos, inc.",borrower,2,0,0.0,Borrower
60,"what is the role in the agreement of the company associated with moody s investors service, inc.",agency,2,0,0.0,rating agency
60,"what is the role in the agreement of the company associated with pnc bank, national association",agents,2,0,0.0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner"
60,what is the role in the agreement of the company associated with pnc capital markets llc,bookrunners,2,0,0.0,Joint Lead Arranger and Joint Bookrunner
60,"what is the role in the agreement of the company associated with td bank, n.a.",agents,2,0,0.0,Senior Managing Agent
60,"what is the role in the agreement of the company associated with wells fargo bank, national association",agents,2,0,0.0,"Documentation Agent, Joint Lead Arranger and Joint Bookrunner"
60,"what is the role in the agreement of the company associated with jpmorgan chase bank, n.a",agents,2,0,0.0,"Joint Lead Arrangers and Joint Bookrunners, Documentation Agents"
60,"what is the role in the agreement of the company associated with leidos holdings, inc.",holdings,2,0,0.0,Holdings
60,what is the role in the agreement of the company associated with regions bank,agents,2,0,0.0,Senior Managing Agents
74,what position does christopher day hold,authorized signatory,1,0,,Authorized Signatory
74,what position does christopher t. mckee hold,executive vice president and secretary,1,0,,Executive Vice President and Secretary
74,what position does jeff kalinowski hold,senior vice president,1,0,,Senior Vice President
74,what position does nick hahn hold,managing director,1,0,,Managing Director
74,what position does todd m. koetje hold,managing director,1,0,,Managing Director
74,what position does jon singer hold,managing director,1,0,,Managing Director
74,what position does karim rahimtoola hold,authorized signatory,1,0,,Authorized Signatory
74,what position does stacy moritz hold,managing director,1,0,,Managing Director
74,"who is the executive vice president and secretary of gtt communications, inc",christopher t. mckee,2,0,0.0,Christopher T. McKee
74,who is the senior vice president of keybank national association,jeff kalinowski,2,0,0.0,Jeff Kalinowski
74,what is the role in the agreement of the company where christopher day is employed,syndication agents,2,0,0.0,Lender
74,what is the role in the agreement of the company where karim rahimtoola is employed,syndication agents,2,0,0.0,Lender
74,what is the role in the agreement of the company where jon singer is employed,syndication agents,2,0,0.0,Lead Arranger
74,what is the role in the agreement of the company where nick hahn is employed,syndication agents,2,0,0.0,Lender
74,what is the role in the agreement of the company where anna e. dodson is employed,legal counsel,2,0,0.0,Not found
74,what is the role in the agreement of the company where christopher t. mckee is employed,borrower,2,0,0.0,Borrower
74,what is the role in the agreement of the company where chris mckee is employed,borrower,2,0,0.0,Not found
74,what is the role in the agreement of the company associated with citizens bank,documentation agents,2,0,0.0,Documentation Agents
74,what is the role in the agreement of the company associated with cohnreznick llp,legal counsel,2,0,0.0,Not found
74,what is the role in the agreement of the company associated with ing capital llc,documentation agents,2,0,0.0,Documentation Agents
74,"what is the role in the agreement of the company associated with wells fargo bank, national association",documentation agents,2,0,0.0,Documentation Agents
74,"what is the role in the agreement of the company associated with credit suisse ag, cayman islands branch",syndication agents,2,0,0.0,Lender
74,what is the role in the agreement of the company associated with suntrust bank,syndication agents,2,0,0.0,Lender
74,what is the role in the agreement of the company associated with goodwin procter llp,legal counsel,2,0,0.0,Not found
74,"what is the role in the agreement of the company associated with gtt communications, inc",borrower,2,0,0.0,Borrower
48,what position does jonathan rose hold,treasurer,1,0,,Treasurer
48,what position does stephen j. neyland hold,vice president finance,1,0,,Vice President-Finance
48,"who is the vice president finance of enbridge energy management, l.l.c.",stephen j. neyland,2,0,0.0,Stephen J. Neyland
48,"who is the corporate secretary of enbridge energy partners, l.p.,",chris kaitson,2,0,0.0,Not found
48,"who is the vice president law assistant of enbridge energy partners, l.p.,",chris kaitson,2,0,0.0,Not found
48,"who is the vice president us law of enbridge energy partners, l.p.,",chris kaitson,2,0,0.0,Chris Kaitson
48,"who is the treasurer of enbridge energy partners, l.p.,",jonathan rose,2,0,0.0,Not found
48,what is the role in the agreement of the company where jonathan rose is employed,borrower,2,0,0.0,Not found
48,what is the role in the agreement of the company where chris kaitson is employed,borrower,2,0,0.0,Lender
48,what is the role in the agreement of the company associated with enbridge u.s. inc.,lender,2,0,0.0,Lender
48,"what is the role in the agreement of the company associated with enbridge energy partners, l.p.,",borrower,2,0,0.0,Borrower
149,what position does michelle handy hold,managing director,1,0,,Managing Director
149,"who is the managing director of feac agent, llc",michelle handy,2,0,0.0,Not found
149,"who is the executive vice president of xcel brands, inc.",seth burroughs,2,0,0.0,Executive Vice President
149,"who is the secretary of xcel brands, inc.",seth burroughs,2,0,0.0,Secretary
149,what is the role in the agreement of the company where seth burroughs is employed,borrower,2,0,0.0,Borrower
149,"what is the role in the agreement of the company associated with c wonder licensing, llc,",guarantor,2,0,0.0,Guarantor
149,what is the role in the agreement of the company associated with cohnreznick llp,accounting firm,2,0,0.0,Independent certified accounting firm
149,"what is the role in the agreement of the company associated with first eagle alternativecapital bdc, inc",lender,2,0,0.0,Lender
149,"what is the role in the agreement of the company associated with first eagle direct lending fund iv, llc",lender,2,0,0.0,Lender
149,"what is the role in the agreement of the company associated with first eagle direct lending iv co invest, llc",lender,2,0,0.0,Lender
149,"what is the role in the agreement of the company associated with first eagle direct lending levered fund iv spv, llc",lender,2,0,0.0,Lender
149,"what is the role in the agreement of the company associated with first eagle direct lending v a, llc",lender,2,0,0.0,Lender
149,"what is the role in the agreement of the company associated with first eagle direct lending v b spv, llc",lender,2,0,0.0,Lender
149,"what is the role in the agreement of the company associated with first eagle direct lending v c, scsp",lender,2,0,0.0,Lender
149,"what is the role in the agreement of the company associated with gold licensing, llc",guarantor,2,0,0.0,Guarantor
149,"what is the role in the agreement of the company associated with h heritage licensing, llc",guarantor,2,0,0.0,Guarantor
149,"what is the role in the agreement of the company associated with h licensing, llc,",guarantor,2,0,0.0,Guarantor
149,"what is the role in the agreement of the company associated with im brands, llc,",guarantor,2,0,0.0,Guarantor
149,"what is the role in the agreement of the company associated with jr licensing, llc",guarantor,2,0,0.0,Guarantor
149,"what is the role in the agreement of the company associated with judith ripka fine jewelry, llc",guarantor,2,0,0.0,Guarantor
149,"what is the role in the agreement of the company associated with xcel ct mfg, llc",guarantor,2,0,0.0,Guarantor
149,"what is the role in the agreement of the company associated with xcel brands, inc",borrower,2,0,0.0,Borrower
149,"what is the role in the agreement of the company associated with xcel design group, llc,",guarantor,2,0,0.0,Guarantor
149,"what is the role in the agreement of the company associated with xcel brands, inc.",borrower,2,0,0.0,Borrower
161,what position does joe white hold,vice president,1,0,,Vice President
161,what position does john wilgus hold,senior vice president,1,0,,Senior Vice President
161,what position does jonas robinson hold,director,1,0,,Director
161,what position does raymond j. pacini hold,chief financial officer,1,0,,Chief Financial Officer
161,what position does ryan almond hold,director,1,0,,Director
161,what position does sean apicella hold,senior vice president,1,0,,Senior Vice President
161,what position does thomas z. schmitt hold,vice president,1,0,,Vice President
161,what position does zachary braun hold,corporate banker,1,0,,Corporate Banker
161,"who is the chief financial officer of modiv operating partnership, lp",raymond j. pacini,2,0,0.0,Raymond J. Pacini
161,who is the corporate banker of synovus bank,zachary braun,2,0,0.0,Zachary Braun
161,what is the role in the agreement of the company where raymond j. pacini is employed,borrower,2,0,0.0,General Partner of the Borrower
161,what is the role in the agreement of the company where zachary braun is employed,lender,2,0,0.0,Lender
161,what is the role in the agreement of the company where sean apicella is employed,lender,2,0,0.0,Lender
161,what is the role in the agreement of the company where john wilgus is employed,lender,2,0,0.0,Lender
161,what is the role in the agreement of the company associated with bmo harris bank n.a.,lender,2,0,0.0,Lender
161,what is the role in the agreement of the company associated with keybanc capital markets inc.,lead arrangers,2,0,0.0,Joint-Lead Arranger
161,what is the role in the agreement of the company associated with s t bank,lender,2,0,0.0,Lender
161,"what is the role in the agreement of the company associated with truist securities, inc.",lead arrangers,2,0,0.0,Joint-Lead Arranger
161,"what is the role in the agreement of the company associated with modiv operating partnership, lp",borrower,2,0,0.0,Borrower
161,what is the role in the agreement of the company associated with synovus bank,lender,2,0,0.0,Lender
161,what is the role in the agreement of the company associated with first financial bank,lender,2,0,0.0,Lender
160,what position does helen d. davis hold,authorized officer,1,0,,Authorized Officer
160,what position does amanuel assefa hold,director,1,0,,Director
160,what position does daniel d. tempesta hold,chief financial officer,1,0,,Chief Financial Officer
160,what position does joseph siri hold,vice president,1,0,,Vice President
160,what position does martin corrigan hold,vice president,1,0,,Vice President
160,what position does steve curran hold,director,1,0,,Director
160,"who is the authorized officer of jpmorgan chase bank, n.a.",helen d. davis,2,0,0.0,Helen D. Davis
160,"who is the authorized signatory of morgan stanley bank, n.a.",michael king,2,0,0.0,Michael King
160,"who is the chief financial officer of nuance communications, inc.",daniel d. tempesta,2,0,0.0,Daniel D. Tempesta
160,what is the role in the agreement of the company where michael king is employed,issuing bank,2,0,0.0,Issuing Bank and a Lender
160,what is the role in the agreement of the company where martin corrigan is employed,issuing bank,2,0,0.0,"Administrative Agent, an Issuing Bank and a Lender"
160,what is the role in the agreement of the company where joseph siri is employed,issuing bank,2,0,0.0,Issuing Bank and a Lender
160,what is the role in the agreement of the company where steve curran is employed,issuing bank,2,0,0.0,Issuing Bank and a Lender
160,what is the role in the agreement of the company where amanuel assefa is employed,issuing bank,2,0,0.0,Issuing Bank and a Lender
160,"what is the role in the agreement of the company associated with bank of america, n.a.",issuing bank,2,0,0.0,Issuing Bank and a Lender
160,"what is the role in the agreement of the company associated with citibank, n.a.",issuing bank,2,0,0.0,Issuing Bank and a Lender
160,what is the role in the agreement of the company associated with jpmorgan chase bank n.a.,bookrunners,2,0,0.0,Issuing Bank and a Lender
160,"what is the role in the agreement of the company associated with nuance communications, inc",borrower,2,0,0.0,Borrower
160,"what is the role in the agreement of the company associated with morgan stanley bank, n.a.",issuing bank,2,0,0.0,Issuing Bank and a Lender
160,"what is the role in the agreement of the company associated with mufg bank, ltd.",issuing bank,2,0,0.0,Issuing Bank and a Lender
160,what is the role in the agreement of the company associated with truist bank,issuing bank,2,0,0.0,Issuing Bank and a Lender
148,what position does emily chott hold,senior vice president,1,0,,Senior Vice President
148,what position does greg strauss hold,managing director,1,0,,Managing Director
148,what position does jonathan eady hold,director,1,0,,Director
148,what position does jonathan f. lindvall hold,senior vice president,1,0,,Senior Vice President
