document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
28,who is the ceo and managing member of biopharma credit investments v master lp,pedro gonzalez de cosio,2,1,0,Not found
28,who is the ceo and managing member of pharmakon advisors lp,pedro gonzalez de cosio,2,1,0,Not found
28,"who is the ceo of the company associated with 110 east 59th street, new york, ny 10022",pedro gonzalez de cosio,3,0,0,Not found
28,"who is the managing member of the company associated with 110 east 59th street, new york, ny 10022",pedro gonzalez de cosio,3,0,0,Not found
28,"who is the ceo of the company associated with cayman corporate centre, 27 hospital road,george town, grand cayman ky1 9008",pedro gonzalez de cosio,3,0,0,Not found
28,"who is the managing member of the company associated with cayman corporate centre, 27 hospital road,george town, grand cayman ky1 9008",pedro gonzalez de cosio,3,0,0,Not found
28,who is the chief executive officer of the company which is the borrower in the agreement,joseph ciaffoni,3,0,0,Not found
28,who is the president of the company which is the borrower in the agreement,joseph ciaffoni,3,0,0,Not found
28,who is the ceo of the company which is the lender in the agreement,pedro gonzalez de cosio,3,0,0,Not found
28,who is the managing member of the company which is the lender in the agreement,pedro gonzalez de cosio,3,0,0,Not found
28,who is the ceo of the company which is the collateral agent in the agreement,pedro gonzalez de cosio,3,0,0,Not found
28,who is the managing member of the company which is the collateral agent in the agreement,pedro gonzalez de cosio,3,0,0,Not found
129,who is the chief financial officer and secretary of ghm acquisition corp.,jeffrey glajch,2,1,0,Not found
129,who is the authorized officer of the company which is the administrative agent in the agreement,elizabeth a. jordan,3,0,0,Not found
129,who is the authorized officer of the company which is the issuing bank in the agreement,elizabeth a. jordan,3,0,0,Not found
115,"who is the chief legal officer and secretary of horizon distributors, inc.",jennifer m. neil,2,1,0,Not found
115,"who is the chief legal officer and vice president of horizon distributors, inc.",jennifer m. neil,2,1,0,Not found
115,"who is the secretary and vice president of horizon distributors, inc.",jennifer m. neil,2,1,0,Not found
115,who is the assistant secretary and chief accounting officer of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the assistant secretary and president of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the assistant secretary and secretary of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the assistant secretary and treasurer of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the chief accounting officer and president of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the chief accounting officer and secretary of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the chief accounting officer and treasurer of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the president and secretary of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the president and treasurer of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the secretary and treasurer of pool corporation,melanie housey hart,2,1,0,Not found
115,who is the chief legal officer and secretary of pool corporation,jennifer m. neil,2,1,0,Not found
115,who is the chief legal officer and vice president of pool corporation,jennifer m. neil,2,1,0,Not found
115,who is the secretary and vice president of pool corporation,jennifer m. neil,2,1,0,Not found
115,who is the chief legal officer of the company where melanie housey hart is employed,jennifer m. neil,3,0,0,Not found
115,who is the vice president of the company where melanie housey hart is employed,jennifer m. neil,3,0,0,Not found
115,who is the assistant secretary of the company where jennifer m. neil is employed,melanie housey hart,3,0,0,Not found
115,who is the chief accounting officer of the company where jennifer m. neil is employed,melanie housey hart,3,0,0,Not found
115,who is the president of the company where jennifer m. neil is employed,melanie housey hart,3,0,0,Not found
115,who is the treasurer of the company where jennifer m. neil is employed,melanie housey hart,3,0,0,Not found
115,who is the senior vice president of the company which is the lender in the agreement,adam rose,3,0,0,Not found
115,who is the chief legal officer of the company which is the guarantors in the agreement,jennifer m. neil,3,0,0,Not found
115,who is the secretary of the company which is the guarantors in the agreement,jennifer m. neil,3,0,0,Not found
115,who is the vice president of the company which is the guarantors in the agreement,jennifer m. neil,3,0,0,Not found
115,who is the assistant secretary of the company which is the borrower in the agreement,melanie housey hart,3,0,0,Not found
115,who is the chief accounting officer of the company which is the borrower in the agreement,melanie housey hart,3,0,0,Not found
115,who is the president of the company which is the borrower in the agreement,melanie housey hart,3,0,0,Not found
115,who is the treasurer of the company which is the borrower in the agreement,melanie housey hart,3,0,0,Not found
115,who is the chief legal officer of the company which is the borrower in the agreement,jennifer m. neil,3,0,0,Not found
115,who is the vice president of the company which is the borrower in the agreement,jennifer m. neil,3,0,0,Not found
101,who is the ceo of the company which is the borrower in the agreement,stanton m. nelson,3,0,0,Not found
101,who is the corporate healthcare banking manager of the company which is the lender in the agreement,spencer sockwell,3,0,0,Not found
101,who is the senior vice president of the company which is the administrative agent in the agreement,deborah t. purvin,3,0,0,Not found
101,who is the senior vice president of the company which is the lead arranger in the agreement,deborah t. purvin,3,0,0,Not found
101,who is the senior vice president of the company which is the c issuer in the agreement,deborah t. purvin,3,0,0,Not found
101,who is the senior vice president of the company which is the lender in the agreement,deborah t. purvin,3,0,0,Not found
101,who is the senior vice president of the company which is the book runner in the agreement,deborah t. purvin,3,0,0,Not found
100,"who is the chief financial officer and executive vice president of omnicell, inc.",peter kuipers,2,1,0,Not found
100,"who is the chief legal and administrative officer and vice president of omnicell, inc.",dan johnston,2,1,0,Not found
100,"who is the esq. of the company associated with 12670 high bluff drivesan diego, california 92103",sony ben moshe,3,0,0,Not found
100,"who is the chief legal and administrative officer of the company associated with 590 e. middlefield roadmountain view, ca 94043 4008",dan johnston,3,0,0,Not found
100,"who is the vice president of the company associated with 590 e. middlefield roadmountain view, ca 94043 4008",dan johnston,3,0,0,Not found
100,"who is the svp, global relationship manager of the company which is the issuing lender in the agreement",christopher m. ames,3,0,0,Not found
100,"who is the svp, global relationship manager of the company which is the swingline lender in the agreement",christopher m. ames,3,0,0,Not found
100,who is the executive director of the company which is the issuing lender in the agreement,marshall trenckmann,3,0,0,Not found
100,who is the executive director of the company which is the swingline lender in the agreement,marshall trenckmann,3,0,0,Not found
100,who is the director of the company which is the issuing lender in the agreement,teuta ghilaga,3,0,0,Not found
100,who is the director of the company which is the swingline lender in the agreement,teuta ghilaga,3,0,0,Not found
100,who is the chief financial officer of the company which is the borrower in the agreement,peter kuipers,3,0,0,Not found
100,who is the executive vice president of the company which is the borrower in the agreement,peter kuipers,3,0,0,Not found
100,who is the relationship manager of the company which is the administrative agent in the agreement,ray aguilar,3,0,0,Not found
100,who is the relationship manager of the company which is the co documentation agent in the agreement,ray aguilar,3,0,0,Not found
100,who is the relationship manager of the company which is the syndication agent in the agreement,ray aguilar,3,0,0,Not found
100,who is the chief legal and administrative officer of the company which is the borrower in the agreement,dan johnston,3,0,0,Not found
100,who is the vice president of the company which is the borrower in the agreement,dan johnston,3,0,0,Not found
114,who is the chief financial officer of the company which is the guarantors in the agreement,peter feret,3,0,0,Peter Feret
128,who is the director and market manager of barclays bank plc,leni preciado,2,1,0,Not found
128,who is the market manager of the company where gill skala is employed,leni preciado,3,0,0,Not found
128,who is the market manager of the company where mario de luca is employed,leni preciado,3,0,0,Not found
128,who is the senior vice president of the company which is the administrative agent in the agreement,timothy g. holsapple,3,0,0,Not found
128,who is the senior vice president of the company which is the syndication agent in the agreement,timothy g. holsapple,3,0,0,Not found
128,what company is the lead arranger but not the administrative agent in the agreement,"inc., bofa securities",2,1,0,Not found
128,what company is the lead arranger but not the syndication agent in the agreement,"inc., bofa securities",2,1,0,Not found
128,what company is the bookrunners but not the administrative agent in the agreement,"inc., bofa securities",2,1,0,Not found
128,what company is the bookrunners but not the syndication agent in the agreement,"inc., bofa securities",2,1,0,Not found
29,"who is the chief financial officer of the company associated with 911 panorama trail south, rochester, new york 14625",efrain rivera,3,0,0,Efrain Rivera
29,who is the chief financial officer of the company which is the parent borrower in the agreement,efrain rivera,3,0,0,Not found
15,who is the ceo of the company which is the borrower in the agreement,shawn matthews,3,0,0,Not found
15,what is the address of branch office of the company which is the lender in the agreement,"new york 10019, 1285 avenue of the americasnew york",3,0,0,Not found
15,what is the address of branch office of the company where jared randall is employed,"new york 10019, 1285 avenue of the americasnew york",3,0,0,Not found
15,what is the address of branch office of the company where racquel a.c. small is employed,"new york 10019, 1285 avenue of the americasnew york",3,0,0,Not found
39,"who is the chief finance officer and treasurer of north jackson specialty steel,llc",ross c. wilkin,2,1,0,Ross C. Wilkin
39,"who is the chief finance officer and vice president of finance of north jackson specialty steel,llc",ross c. wilkin,2,1,0,Ross C. Wilkin
39,"who is the treasurer and vice president of finance of north jackson specialty steel,llc",ross c. wilkin,2,1,0,Ross C. Wilkin
39,who is the senior vice president of the company which is the administrative agent in the agreement,james foley,3,0,0,Not found
39,who is the senior vice president of the company which is the co collateral agent in the agreement,james foley,3,0,0,Not found
39,who is the senior vice president of the company which is the lender in the agreement,james foley,3,0,0,Not found
39,who is the vice president of the company which is the administrative agent in the agreement,david b. thayer,3,0,0,Not found
39,who is the vice president of the company which is the co collateral agent in the agreement,david b. thayer,3,0,0,Not found
39,who is the vice president of the company which is the lender in the agreement,david b. thayer,3,0,0,Not found
11,who is the treasurer and vice president of honeywell international inc.,john j. tus,2,1,0,Not found
11,who is the treasurer of the company where carolyn kee is employed,john j. tus,3,0,0,Not found
11,who is the treasurer of the company where virginia cosenza is employed,john j. tus,3,0,0,Not found
11,who is the authorized signatory of the company which is the co book managers initial lender in the agreement,robert ehudin,3,0,0,Not found
11,"who is the treasurer of the company which is the borrower, in the agreement",john j. tus,3,0,0,Not found
11,"what is the address of loan and agency services group, of the company which is the administrative agent in the agreement","floor 3, de 19713, ops 2500 stanton christiana rd.newark",3,0,0,Not found
11,"what is the address of loan and agency services group, of the company which is the co book managers initial lender in the agreement","floor 3, de 19713, ops 2500 stanton christiana rd.newark",3,0,0,Not found
11,"what is the address of loan and agency services group, of the company which is the lead arrangers initial lender in the agreement","floor 3, de 19713, ops 2500 stanton christiana rd.newark",3,0,0,Not found
110,who is the associate director of the company where sydney g. dennis is employed,houssem daly,3,0,0,Not found
110,who is the associate director of the company where david l. berger is employed,houssem daly,3,0,0,Not found
110,who is the associate director of the company where kenneth chin is employed,houssem daly,3,0,0,Not found
110,who is the associate director of the company where alia qaddumi is employed,houssem daly,3,0,0,Not found
110,who is the associate director of the company where brendan heneghan is employed,houssem daly,3,0,0,Not found
110,who is the associate director of the company where alan dawson is employed,houssem daly,3,0,0,Not found
110,who is the executive director of the company which is the lead arrangers in the agreement,dave katz,3,0,0,Not found
110,who is the executive director of the company which is the bookrunners in the agreement,dave katz,3,0,0,Not found
110,who is the authorized signatory of the company which is the administrative agent in the agreement,donna demagistris,3,0,0,Not found
110,who is the authorized signatory of the company which is the syndication agent in the agreement,donna demagistris,3,0,0,Not found
110,who is the authorized signatory of the company which is the lead arrangers in the agreement,donna demagistris,3,0,0,Not found
110,who is the authorized signatory of the company which is the bookrunners in the agreement,donna demagistris,3,0,0,Not found
110,what company is the lead arrangers but not the bookrunners in the agreement,barclays bank plc,2,1,0,Not found
104,who is the treasurer of the company where andre s. valentine is employed,david r. wiedwald,3,0,0,Not found
104,who is the chief financial officer of the company where david r. wiedwald is employed,andre s. valentine,3,0,0,Not found
105,who is the director of the company which is the lender in the agreement,xu peixin,3,0,0,Not found
111,who is the head of corporate banking of the company where louise twiss west is employed,neville grant,3,0,0,Not found
111,who is the head of financial institutions group of the company where neville grant is employed,louise twiss west,3,0,0,Not found
111,who is the executive director of the company which is the lender in the agreement,hector j. varona,3,0,0,Not found
111,who is the managing director of the company which is the administrative agent in the agreement,william r. goley,3,0,0,Not found
111,who is the managing director of the company which is the co syndication agent in the agreement,william r. goley,3,0,0,Not found
111,who is the managing director of the company which is the lender in the agreement,william r. goley,3,0,0,Not found
111,who is the head of financial institutions group of the company which is the lender in the agreement,louise twiss west,3,0,0,Not found
111,who is the head of corporate banking of the company which is the lender in the agreement,neville grant,3,0,0,Not found
111,"what role does national australia bank limited have in the agreement which is not the role of suntrust robinson humphrey, inc.",lender,2,1,0,Co-Syndication Agents
111,"what role does national australia bank limited have in the agreement which is not the role of wells fargo securities, llc",lender,2,1,0,Co-Syndication Agents
111,what company is the guarantor but not the guarantors in the agreement,kenmare holdings ltd,2,1,0,Not found
111,what company is the administrative agent but not the administrative agent in the agreement,suntrust bank,2,1,0,Not found
111,what company is the co syndication agent but not the administrative agent in the agreement,suntrust bank,2,1,0,Not found
10,"who is the chief financial officer and treasuruer of victory capital holdings, inc.,",terence f. sullivan,2,1,0,Not found
10,"who is the authorized signatory of the company associated with 200 vesey streetnew york, new york 10281",alex figueroa,3,0,0,Not found
10,"who is the treasuruer of the company associated with 4900 tiedeman road 4th floorbrooklyn, oh 44144",terence f. sullivan,3,0,0,Not found
10,"who is the chief financial officer of the company associated with 4900 tiedeman road 4th floorbrooklyn, oh 44144",terence f. sullivan,3,0,0,Not found
10,"who is the manager, agency of the company associated with royal bank plaza, 200 bay street,12th floor south towertoronto, ontario m5j 2w7canada",susan khokher,3,0,0,Not found
10,who is the authorized signatory of the company where susan khokher is employed,alex figueroa,3,0,0,Not found
10,"who is the manager, agency of the company where alex figueroa is employed",susan khokher,3,0,0,Not found
10,who is the associate of the company which is the lender in the agreement,rodney beeks,3,0,0,Not found
10,"who is the manager, agency of the company which is the administrative agent in the agreement",susan khokher,3,0,0,Not found
10,who is the chief financial officer of the company which is the borrower in the agreement,terence f. sullivan,3,0,0,Not found
10,who is the treasuruer of the company which is the borrower in the agreement,terence f. sullivan,3,0,0,Not found
10,who is the authorized signatory of the company which is the lender issuing bank in the agreement,alex figueroa,3,0,0,Not found
38,"who is the finance and senior vice president of anadarko petroleum corporation,",albert l. richey,2,1,0,Not found
38,"who is the finance and treasurer of anadarko petroleum corporation,",albert l. richey,2,1,0,Not found
38,"who is the senior vice president and treasurer of anadarko petroleum corporation,",albert l. richey,2,1,0,Not found
38,who is the associate director of the company where diego medina is employed,houssem daly,3,0,0,Not found
38,who is the associate director of the company where j. frazell is employed,houssem daly,3,0,0,Not found
38,who is the associate director of the company where sriram chandrasekaran is employed,houssem daly,3,0,0,Not found
38,who is the associate director of the company where sherwin brandford is employed,houssem daly,3,0,0,Not found
38,who is the executive director of the company which is the administrative agent in the agreement,dave katz,3,0,0,Not found
38,who is the executive director of the company which is the lender in the agreement,dave katz,3,0,0,Not found
38,who is the executive of the company which is the lender in the agreement,pablo gonzalez spahr,3,0,0,Not found
38,who is the senior vice president of the company which is the borrower in the agreement,albert l. richey,3,0,0,Not found
38,who is the finance of the company which is the borrower in the agreement,albert l. richey,3,0,0,Not found
38,who is the treasurer of the company which is the borrower in the agreement,albert l. richey,3,0,0,Not found
38,who is the senior vice president of the company which is the lender in the agreement,joe hykle,3,0,0,Not found
38,who is the managing directorcapital markets of the company which is the lender in the agreement,steven aloupis,3,0,0,Not found
38,who is the assistant vice president of the company which is the lender in the agreement,borden tennant,3,0,0,Not found
38,who is the associate director of the company which is the lender in the agreement,houssem daly,3,0,0,Not found
12,"who is the global treasurer and senior vice president of walgreens boots alliance, inc.",aidan clare,2,1,0,Not found
12,"who is the executive vice president, and general counsel of walgreens boots alliance, inc.",marco pagni,2,1,0,Not found
12,"who is the executive vice president, and global chief administrative officer of walgreens boots alliance, inc.",marco pagni,2,1,0,Not found
12,"who is the general counsel and global chief administrative officer of walgreens boots alliance, inc.",marco pagni,2,1,0,Not found
12,"who is the global treasurer of the company associated with 108 wilmot roaddeerfield, il 60015",aidan clare,3,0,0,Not found
12,"who is the senior vice president of the company associated with 108 wilmot roaddeerfield, il 60015",aidan clare,3,0,0,Not found
12,"who is the global chief administrative officer of the company associated with 108 wilmot roaddeerfield, il 60015",marco pagni,3,0,0,Not found
12,"who is the executive vice president, of the company associated with 108 wilmot roaddeerfield, il 60015",marco pagni,3,0,0,Not found
12,"who is the general counsel of the company associated with 108 wilmot roaddeerfield, il 60015",marco pagni,3,0,0,Not found
12,"who is the senior manager, global treasury of the company associated with 108 wilmot roaddeerfield, il 60015",sara la berg,3,0,0,Not found
12,who is the relationship manager of the company where francesco di mario is employed,lorenzo rodino,3,0,0,Not found
12,who is the fvp head of credit of the company where lorenzo rodino is employed,francesco di mario,3,0,0,Not found
12,who is the global treasurer of the company where sara la berg is employed,aidan clare,3,0,0,Not found
12,who is the senior vice president of the company where sara la berg is employed,aidan clare,3,0,0,Not found
12,"who is the executive vice president, of the company where sara la berg is employed",marco pagni,3,0,0,Not found
12,who is the general counsel of the company where sara la berg is employed,marco pagni,3,0,0,Not found
12,who is the global chief administrative officer of the company where sara la berg is employed,marco pagni,3,0,0,Not found
12,"who is the executive vice president, of the company where aidan clare is employed",marco pagni,3,0,0,Not found
12,who is the general counsel of the company where aidan clare is employed,marco pagni,3,0,0,Not found
12,who is the global chief administrative officer of the company where aidan clare is employed,marco pagni,3,0,0,Not found
12,"who is the senior manager, global treasury of the company where aidan clare is employed",sara la berg,3,0,0,Not found
12,who is the global treasurer of the company where gr inne kelly is employed,aidan clare,3,0,0,Not found
12,who is the senior vice president of the company where gr inne kelly is employed,aidan clare,3,0,0,Not found
12,"who is the executive vice president, of the company where gr inne kelly is employed",marco pagni,3,0,0,Not found
12,who is the general counsel of the company where gr inne kelly is employed,marco pagni,3,0,0,Not found
12,who is the global chief administrative officer of the company where gr inne kelly is employed,marco pagni,3,0,0,Not found
12,"who is the senior manager, global treasury of the company where gr inne kelly is employed",sara la berg,3,0,0,Not found
12,who is the global treasurer of the company where marco pagni is employed,aidan clare,3,0,0,Not found
12,who is the senior vice president of the company where marco pagni is employed,aidan clare,3,0,0,Not found
12,"who is the senior manager, global treasury of the company where marco pagni is employed",sara la berg,3,0,0,Not found
12,who is the global treasurer of the company where john devlin is employed,aidan clare,3,0,0,Not found
12,who is the senior vice president of the company where john devlin is employed,aidan clare,3,0,0,Not found
12,"who is the executive vice president, of the company where john devlin is employed",marco pagni,3,0,0,Not found
12,who is the general counsel of the company where john devlin is employed,marco pagni,3,0,0,Not found
12,who is the global chief administrative officer of the company where john devlin is employed,marco pagni,3,0,0,Not found
12,"who is the senior manager, global treasury of the company where john devlin is employed",sara la berg,3,0,0,Not found
12,who is the senior director of the company which is the lender in the agreement,graham gibson,3,0,0,Not found
12,who is the vice president of the company which is the lender in the agreement,conan schleicher,3,0,0,Not found
12,who is the fvp head of credit of the company which is the lender in the agreement,francesco di mario,3,0,0,Not found
12,who is the relationship manager of the company which is the lender in the agreement,lorenzo rodino,3,0,0,Not found
12,who is the global treasurer of the company which is the borrower in the agreement,aidan clare,3,0,0,Not found
12,who is the senior vice president of the company which is the borrower in the agreement,aidan clare,3,0,0,Not found
12,"who is the executive vice president, of the company which is the borrower in the agreement",marco pagni,3,0,0,Not found
12,who is the general counsel of the company which is the borrower in the agreement,marco pagni,3,0,0,Not found
12,who is the global chief administrative officer of the company which is the borrower in the agreement,marco pagni,3,0,0,Not found
12,"who is the senior manager, global treasury of the company which is the borrower in the agreement",sara la berg,3,0,0,Not found
107,who is the assistant treasurer and chief administrative officer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the assistant treasurer and chief executive officer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the assistant treasurer and chief financial officer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the assistant treasurer and president of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the assistant treasurer and treasurer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the assistant treasurer and vice president of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief administrative officer and chief executive officer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief administrative officer and chief financial officer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief administrative officer and president of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief administrative officer and treasurer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief administrative officer and vice president of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief executive officer and chief financial officer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief executive officer and president of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief executive officer and treasurer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief executive officer and vice president of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief financial officer and president of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief financial officer and treasurer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the chief financial officer and vice president of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the president and treasurer of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the president and vice president of open text ulc,paul mcfeeters,2,1,0,Not found
107,who is the treasurer and vice president of open text ulc,paul mcfeeters,2,1,0,Not found
107,"who is the assistant treasurer and chief administrative officer of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the assistant treasurer and chief executive officer of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the assistant treasurer and chief financial officer of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the assistant treasurer and president of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the assistant treasurer and treasurer of gxs international, inc.",paul mcfeeters,2,1,0,Paul McFeeters
107,"who is the assistant treasurer and vice president of gxs international, inc.",paul mcfeeters,2,1,0,Paul McFeeters
107,"who is the chief administrative officer and chief executive officer of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief administrative officer and chief financial officer of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief administrative officer and president of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief administrative officer and treasurer of gxs international, inc.",paul mcfeeters,2,1,0,Paul McFeeters
107,"who is the chief administrative officer and vice president of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief executive officer and chief financial officer of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief executive officer and president of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief executive officer and treasurer of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief executive officer and vice president of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief financial officer and president of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief financial officer and treasurer of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the chief financial officer and vice president of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the president and treasurer of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the president and vice president of gxs international, inc.",paul mcfeeters,2,1,0,Not found
107,"who is the treasurer and vice president of gxs international, inc.",paul mcfeeters,2,1,0,Paul McFeeters
107,who is the director of the company which is the administrative agent in the agreement,ritam bhalla,3,0,0,Not found
107,who is the director of the company which is the collateral agent in the agreement,ritam bhalla,3,0,0,Not found
107,who is the director of the company which is the intercreditor agent in the agreement,ritam bhalla,3,0,0,Not found
107,who is the director of the company which is the lead arranger in the agreement,ritam bhalla,3,0,0,Not found
107,who is the director of the company which is the lender in the agreement,ritam bhalla,3,0,0,Not found
107,who is the assistant treasurer of the company which is the grantor in the agreement,paul mcfeeters,3,0,0,Paul McFeeters
107,who is the assistant treasurer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,0,Paul McFeeters
107,who is the chief administrative officer of the company which is the grantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the chief administrative officer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the chief executive officer of the company which is the grantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the chief executive officer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the chief financial officer of the company which is the grantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the chief financial officer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the president of the company which is the grantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the president of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the treasurer of the company which is the grantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the treasurer of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,0,Paul McFeeters
107,who is the vice president of the company which is the grantor in the agreement,paul mcfeeters,3,0,0,Not found
107,who is the vice president of the company which is the domestic guarantor in the agreement,paul mcfeeters,3,0,0,Not found
107,"what role does easylink services international corporation have in the agreement which is not the role of ocelot merger sub, inc.",domestic guarantor,2,1,0,"EasyLink Services International Corporation is a Grantor. Ocelot Merger Sub, Inc. is the company being merged with GXS Group, Inc., with GXS Group, Inc. surviving such merger as Borrower."
107,"what role does easylink services international corporation have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,0,"EasyLink Services International Corporation is a Grantor. GXS Worldwide, Inc. is not listed as a Grantor."
107,"what role does easylink services usa, inc. have in the agreement which is not the role of ocelot merger sub, inc.",domestic guarantor,2,1,0,"EasyLink Services USA, Inc. holds 100% of the issued and outstanding shares of EasyLink Services Latin America, Inc., while Ocelot Merger Sub, Inc. (to be merged into GXS Group, Inc. with GXS Group, Inc. surviving such merger as the Borrower ) holds 100% of the issued and outstanding shares of GXS Holdings, Inc."
107,"what role does easylink services usa, inc. have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,0,"EasyLink Services USA, Inc. holds 100% of the issued and outstanding shares of EasyLink Services Latin America, Inc., while GXS Worldwide, Inc. holds 700 shares Class A Common Stock; 175 shares Class A Common Stock of GXS, Inc."
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text corporation",borrower,2,1,0,"Ocelot Merger Sub, Inc. shall be merged with and into GXS GROUP, INC., which shall survive such merger as Borrower. Open Text Corporation is the Guarantor."
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text holdings, inc.",borrower,2,1,0,"Ocelot Merger Sub, Inc. is to be merged with and into GXS Group, Inc., which shall survive such merger as Borrower."
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text inc.",borrower,2,1,0,"Ocelot Merger Sub, Inc. is to be merged with and into GXS Group, Inc., with GXS Group, Inc. surviving such merger as Borrower. Open Text Corporation is the Guarantor."
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text usa inc.",borrower,2,1,0,"Ocelot Merger Sub, Inc. is to be merged with and into GXS Group, Inc., which shall survive such merger as Borrower, while Open Text USA Inc. does not have this role."
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of xpedite systems, llc",borrower,2,1,0,"Ocelot Merger Sub, Inc. is merged with and into GXS Group, Inc., which shall survive such merger as Borrower. Not found for Xpedite Systems, LLC."
107,"what role does ocelot merger sub, inc. have in the agreement which is not the role of open text ulc",borrower,2,1,0,"Ocelot Merger Sub, Inc. shall be merged with and into GXS Group, Inc., which shall survive such merger as Borrower. Open Text ULC does not have this role."
107,"what role does open text corporation have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,0,Guarantor
107,"what role does open text holdings, inc. have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,0,"Open Text Holdings, Inc. holds 100% of the issued and outstanding shares of Open Text USA Inc., while GXS Worldwide, Inc. holds 700 shares Class A Common Stock; 175 shares Class A Common Stock of GXS, Inc."
107,"what role does open text inc. have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,0,"Open Text Inc. is a guarantor, while GXS Worldwide, Inc. is not."
107,"what role does open text usa inc. have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,0,"Open Text USA Inc. holds 100% of the issued and outstanding shares of Open Text Inc. and Open Text Public Sector Solutions, Inc., while GXS Worldwide, Inc. holds 700 shares Class A Common Stock; 175 shares Class A Common Stock of GXS, Inc."
107,"what role does xpedite systems, llc have in the agreement which is not the role of gxs worldwide, inc.",grantor,2,1,0,Domestic Guarantor
107,"what role does gxs worldwide, inc. have in the agreement which is not the role of open text ulc",guarantors,2,1,0,"GXS Worldwide, Inc. is the Acquired Company, while Open Text ULC is not."
107,what company is the administrative agent but not the lead arrangers in the agreement,barclays bank plc,2,1,0,Not found
