document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
40,what is the role in the agreement of the company associated with the bank of novia scotia,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
40,what is the role in the agreement of the company associated with national general holdings corp.,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
40,"what is the role in the agreement of the company associated with jpmorgan chase bank, n.a",agent,2,0,0.0,Administrative Agent,,0.6666666666666666,0.75,0.5797386715376658,1
56,what position does d. andrew maletta hold,authorized signatory,1,0,,Not found,,0.0,0.85,0.0,1
56,what position does judith smith hold,authorized signatory,1,0,,Not found,,0.0,0.85,0.0,1
56,what position does melissa james hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
56,what position does chris walton hold,director,1,0,,Not found,,0.0,1.0,0.0,1
56,what position does darlene arias hold,director,1,0,,Not found,,0.0,1.0,0.0,1
56,what position does lee a. olive hold,managing director,1,0,,Not found,,0.0,0.8823529411764706,0.0,1
56,"who is the managing director of nomura corporate funding americas, llc",lee a. olive,2,0,0.0,Not found,,0.0,0.8181818181818182,0.0,1
56,"who is the executive vice president, general counsel of wmg acquisition corp.",paul m. robinson,2,0,0.0,Not found,,0.0,0.8,0.0,1
56,who is the secretary of wmg acquisition corp.,paul m. robinson,2,0,0.0,Not found,,0.0,0.8,0.0,1
56,what is the role in the agreement of the company where lee a. olive is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
56,what is the role in the agreement of the company where paul m. robinson is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
56,what is the role in the agreement of the company where chris walton is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
56,what is the role in the agreement of the company where darlene arias is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
56,"what is the role in the agreement of the company associated with goldman sachs bank, usa",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
56,"what is the role in the agreement of the company associated with access industries, inc.",sponsor,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
56,what is the role in the agreement of the company associated with barclays bank plc,agents,2,0,0.0,Not found,,0.0,1.0,0.0,1
56,what is the role in the agreement of the company associated with credit suisse ag,agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
56,"what is the role in the agreement of the company associated with morgan stanley senior funding, inc.",agents,2,0,0.0,Not found,,0.0,1.0,0.0,1
56,what is the role in the agreement of the company associated with ubs securities llc,agents,2,0,0.0,Not found,,0.0,1.0,0.0,1
56,"what is the role in the agreement of the company associated with nomura corporate funding americas, llc",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
56,what is the role in the agreement of the company associated with wmg acquisition corp.,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
4,what position does david lissy hold,chief executive officer,1,0,,Chief Executive Officer,,1.0,0.0,1.0000000000000002,5
4,what position does frank byrne hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
4,what position does john toronto hold,managing director,1,0,,Not found,,0.0,0.8823529411764706,0.0,1
4,what position does ronnie glen hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
4,what position does sarah l. freedman hold,executive director,1,0,,Not found,,0.0,0.8888888888888888,0.0,1
4,"who is the chief executive officer of bright horizons capital corp.,",david lissy,2,0,0.0,David Lissy,,1.0,0.0,1.0000000000000002,5
4,who is the managing director of credit suisse ag,john toronto,2,0,0.0,Not found,,0.0,0.6666666666666666,0.0,1
4,who is the executive director of jpmorgan chase bank n.a.,sarah l. freedman,2,0,0.0,Not found,,0.0,0.8125,0.0,1
4,what is the role in the agreement of the company where david lissy is employed,holdings,2,0,0.0,Borrower and Holdings,,0.5,0.6190476190476191,0.44943641652398214,3
4,what is the role in the agreement of the company associated with bright horizons capital corp,holdings,2,0,0.0,Holdings,,1.0,0.0,1.0,5
4,what is the role in the agreement of the company associated with bright horizons family solutions llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
4,"what is the role in the agreement of the company associated with bright horizons capital corp.,",holdings,2,0,0.0,Holdings,,1.0,0.0,1.0,5
42,what position does alan garson hold,senior vice president,1,0,,Not found,,0.0,0.8095238095238095,0.0,1
42,what position does anthony luppino hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
42,what position does helene p. sprung hold,managing director,1,0,,Not found,,0.0,0.8823529411764706,0.0,1
42,what position does jay r. goldstein hold,managing director,1,0,,Not found,,0.0,0.8823529411764706,0.0,1
42,what position does maureen s. malphus hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
42,what position does paul spearing hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
42,what position does kelly weaver hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
42,what company is both the lead arranger and the arranger in the agreement,"pierce, fenner smith, merrill lynch",1,1,0.0,Not found,,0.0,0.8787878787878788,0.0,1
42,what company is both the lead bookrunner and the bookrunner in the agreement,"pierce, fenner smith, merrill lynch",1,1,0.0,Not found,,0.0,0.8787878787878788,0.0,1
42,"who is the chief financialofficer of panera, llc",michael j. bufano,2,0,0.0,Not found,,0.0,0.8125,0.0,1
42,"who is the chief financial officer of panera, llc",michael j. bufano,2,0,0.0,Not found,,0.0,0.8125,0.0,1
42,"who is the treasurer of panera, llc",michael j. bufano,2,0,0.0,Not found,,0.0,0.8125,0.0,1
42,"who is the vice president of bank of america, n.a.",kelly weaver,2,0,0.0,Not found,,0.0,0.9166666666666666,0.0,1
42,what is the role in the agreement of the company where helene p. sprung is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,what is the role in the agreement of the company where jay r. goldstein is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,what is the role in the agreement of the company where paul spearing is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,what is the role in the agreement of the company where anthony luppino is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,what is the role in the agreement of the company where maureen s. malphus is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,what is the role in the agreement of the company where kelly weaver is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,what is the role in the agreement of the company where mark wooldridge is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
42,what is the role in the agreement of the company where louis dipietro is employed,borrower,2,0,0.0,with copies (which shall not constitute notice) to: Panera Bread Company,,0.0,0.9444444444444444,0.0,1
42,"what is the role in the agreement of the company associated with wells fargo bank, nationalassociation",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,"what is the role in the agreement of the company associated with artisan bread, llc",guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
42,"what is the role in the agreement of the company associated with bakery caf cards, llc",guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
42,"what is the role in the agreement of the company associated with cap city bread, llc",guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
42,"what is the role in the agreement of the company associated with panera bakery caf , inc.",guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
42,"what is the role in the agreement of the company associated with panera canada holdings, inc.",guarantor,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
42,"what is the role in the agreement of the company associated with panera international holdings, inc.",guarantor,2,0,0.0,"Subsidiary Name Equity Holders by Percentage Panera International Holdings, Inc.",,0.0,0.9102564102564102,0.0,1
42,"what is the role in the agreement of the company associated with pumpernickel, inc.",guarantor,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,"what is the role in the agreement of the company associated with pumpernickel associates, llc",guarantor,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,"what is the role in the agreement of the company associated with wells fargo bank, n.a.",agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
42,what is the role in the agreement of the company associated with regions bank,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
42,what is the role in the agreement of the company associated with panera bread company,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
95,what position does john r. fallon hold,"jr., esq.",1,0,,Not found,,0.0,0.8888888888888888,0.0,1
95,what position does angela lau hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
95,what position does daniel j. booth hold,chief operating officer,1,0,,Chief Operating Officer,,1.0,0.0,1.0000000000000002,5
95,what position does yinghua zhang hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
95,"who is the chief operating officer of ohi asset hud delta, llc",daniel j. booth,2,0,0.0,Not found,,0.0,0.7857142857142857,0.0,1
95,"who is the jr., esq. of kaye scholer llp",john r. fallon,2,0,0.0,Not found,,0.0,0.7692307692307693,0.0,1
95,"who is the chief operating officer of omega healthcare investors, inc",daniel j. booth,2,0,0.0,Daniel J. Booth,,1.0,0.0,1.0000000000000002,5
95,what is the role in the agreement of the company where daniel j. booth is employed,credit parties,2,0,0.0,Chief Operating Officer,,0.0,0.7391304347826086,0.0,1
95,what is the role in the agreement of the company where angela lau is employed,administrative agent,2,0,0.0,Not found,,0.0,0.8,0.0,1
95,what is the role in the agreement of the company where yinghua zhang is employed,administrative agent,2,0,0.0,Lender,,0.0,0.9,0.0,1
95,what is the role in the agreement of the company where jean hood is employed,administrative agent,2,0,0.0,Not found,,0.0,0.8,0.0,1
95,"what is the role in the agreement of the company associated with 3806 clayton road, llc 5 east wilshire avenue, llc 2 cerise avenue, llc 7 east romie lane, llc 3 hayes lane, llc",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,"what is the role in the agreement of the company associated with cfg 2115 woodstock place, llc ely street holdings co. llc 5 county road holdings co. llc teller avenue, llc high point road, llc",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,"what is the role in the agreement of the company associated with cse albany llc cse amarillo llc cse augusta llc cse bedford llc cse cambridge realty llc cse canton llc cse cedar rapids llc cse chelmsford llc cse chesterton llc cse claremont llc cse denver llc cse douglas llc cse elkton realty llc cse fort wayne llc cse frankston llc cse georgetown llc cse green bay llc cse hilliard llc cse huntsville llc cse indianapolis continental llc cse indianapolis greenbriar llc cse jeffersonville hillcrest center llc cse jeffersonville jennings house llc cse kingsport llc cse lake city llc cse lake worth llc cse lakewood llc cse las vegas llc cse lawrenceburg llc cse lexington park realty llc cse ligonier llc cse live oak llc cse lowell llc cse mobile llc cse moore llc cse north carolina holdings i llc cse north carolina holdings ii llc cse omro llc cse orange park llc cse orlando pinar terrace manor llc cse orlando terra vista rehab llc cse piggott llc cse pilot point llc cse ponca city llc cse port st. lucie llc cse richmond llc cse safford llc cse salina llc cse seminole llc cse shawnee llc cse stillwater llc cse taylorsville llc omega healthcare investors, inc.credit agreement cse texas city llc cse upland llc cse winter haven llc cse yorktown llc",guarantors,2,0,0.0,Sole Member of each of the companies,,0.0,0.8611111111111112,0.0,1
95,what is the role in the agreement of the company associated with cse arden l.p. cse king l.p. cse knightdale l.p. cse lenoir l.p. cse walnut cove l.p. cse woodfin l.p.,guarantors,2,0,0.0,"CSE North Carolina Holdings I LLC, the General Partner of each limited partnership",,0.0,0.9012345679012346,0.0,1
95,what is the role in the agreement of the company associated with cse blountville llc cse bolivar llc cse camden llc cse huntingdon llc cse jefferson city llc cse memphis llc cse ripley llc,guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,what is the role in the agreement of the company associated with cse cambridge llc,guarantors,2,0,0.0,"CSE Cambridge LLC By: CSE Cambridge Realty LLC, the Sole Member of such company By: CSE Casablanca Holdings II LLC, the Sole Member of such company By: CSE Casablanca Holdings LLC, the Sole Member of such company By: OHI Asset CSB LLC, the Sole Member of such company By: Omega Healthcare Investors, Inc., the Sole Member of such company",,0.0,0.9696969696969697,0.0,1
95,what is the role in the agreement of the company associated with cse casablanca holdings ii llc,guarantors,2,0,0.0,Sole Member of each of the companies,,0.0,0.8611111111111112,0.0,1
95,what is the role in the agreement of the company associated with cse casablanca holdings llc,guarantors,2,0,0.0,Sole Member of such company,,0.0,0.9259259259259259,0.0,1
95,what is the role in the agreement of the company associated with cse centennial village,guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,what is the role in the agreement of the company associated with cse corpus north llc cse jacinto city llc cse kerrville llc cse ripon llc cse spring branch llc cse the village llc cse williamsport llc sert lane llc north las vegas llc,guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,"what is the role in the agreement of the company associated with cse denver iliff llc cse fairhaven llc cse marianna holdings llc cse texarkana llc cse west point llc cse whitehouse llc rnegie gardens llc florida real estate company, llc greenbough, llc lad i real estate company, llc panama city nursing center llc skyler maitland llc suwanee, llc",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,what is the role in the agreement of the company associated with cse elkton llc,guarantors,2,0,0.0,"CSE Elkton LLC By: CSE Elkton Realty LLC, the Sole Member of such company By: CSE Casablanca Holdings II LLC, the Sole Member of such company By: CSE Casablanca Holdings LLC, the Sole Member of such company By: OHI Asset CSB LLC, the Sole Member of such company By: Omega Healthcare Investors, Inc., the Sole Member of such company",,0.0,0.9691358024691358,0.0,1
95,what is the role in the agreement of the company associated with cse lexington park llc,guarantors,2,0,0.0,"CSE Lexington Park Realty LLC, the Sole Member of such company",,0.0,0.8688524590163934,0.0,1
95,what is the role in the agreement of the company associated with cse pennsylvania holdings,guarantors,2,0,0.0,Sole Beneficial Owner of the Trust,,0.0,0.8529411764705882,0.0,1
95,what is the role in the agreement of the company associated with cse pine view llc,guarantors,2,0,0.0,Sole Member of such company,,0.0,0.9259259259259259,0.0,1
95,"what is the role in the agreement of the company associated with encanto senior care, llc",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,"what is the role in the agreement of the company associated with house of hanover, ltd.",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,"what is the role in the agreement of the company associated with ohima, inc. nton health care land, inc. dixon health care center, inc. hutton i land, inc. hutton ii land, inc. hutton iii land, inc. leatherman partnership 89 1, inc. leatherman partnership 89 2, inc. leatherman 90 1, inc. meridian arms land, inc. orange village care center, inc. st. mary s properties, inc. arizona lessor infinia, inc. yside street ii, inc. colorado lessor conifer, inc. copley health center, inc. florida lessor emerald, inc. florida lessor meadowview, inc. georgia lessor bonterra parkview, inc. hanover house, inc. indiana lessor wellington manor, inc. long term care associates texas, inc. ohi connecticut , inc. ohi florida , inc. ohi illinois , inc. ohi indiana , inc. ohi iowa , inc. pavillion north partners, inc. pavillion nursing center north, inc. sterling acquisition corp. the suburban pavilion, inc. texas lessor stonegate, limited, inc. texas lessor stonegate gp, inc. washington lessor silverdale, inc. omega trs i, inc. yside arizona healthcare second, inc. yside colorado healthcare associates, inc. yside street, inc. dixie white house nursing home, inc. florida lessor crystal springs, inc. florida lessor lakeland, inc. indiana lessor jeffersonville, inc. jefferson clark, inc. long term care michigan, inc. omega healthcare investors, inc.credit agreement long term care north carolina, inc. long term care associates illinois, inc. long term care associates indiana, inc. ocean springs nursing home, inc. ohi kansas , inc. ohi asset sms lender, inc. ohi of texas, inc. ohi sunshine, inc. ohi tennessee, inc. omega kansas , inc. os leasing company pensacola real estate holdings i, inc. pensacola real estate holdings ii, inc. pensacola real estate holdings iii, inc. pensacola real estate holdings iv, inc. pensacola real estate holdings v, inc. skilled nursing hicksville, inc. skyler boyington, inc. skyler florida, inc. skyler pensacola, inc. sterling acquisition corp. ii texas lessor treemont, inc.",guarantors,2,0,0.0,"By: /s/ Daniel J. Booth Name: Daniel J. Booth Title: Chief Operating Officer
OMEGA HEALTHCARE INVESTORS, INC. CREDIT AGREEMENT",,0.0,0.9344262295081968,0.0,1
95,"what is the role in the agreement of the company associated with ohi asset, llc ohi asset id , llc ohi asset , llc lta investors i, llc lta investors ii, llc ohi asset co , llc colonial gardens, llc wilcare, llc nrs ventures, l.l.c. ohi asset ct lender, llc ohi asset fl , llc ohi asset il , llc ohi asset mo , llc ohi asset oh , llc ohi asset oh lender, llc ohi asset pa , llc ohi asset ii , llc ohi asset ii fl , llc ohi asset cse e, llc ohi asset cse u, llc ohi asset csb llc ohi asset mi , llc ohi asset fl lender, llc ohi asset hud wo, llc ohi asset md , llc ohi asset in , llc ohi asset mi nc , llc ohi asset oh new philadelphia, llc ohi asset tx , llc ohi asset essex oh , llc ohi asset in wabash, llc ohi asset in westfield, llc ohi asset in greensburg, llc ohi asset in indianapolis, llc ohi asset hud sf, llc ohi asset in american village, llc ohi asset in anderson, llc ohi asset in beech grove, llc ohi asset in clarksville, llc ohi asset in eagle valley, llc ohi asset in elkhart, llc ohi asset in forest creek, llc ohi asset in fort wayne, llc ohi asset in franklin, llc ohi asset in kokomo, llc ohi asset in lafayette, llc omega healthcare investors, inc.credit agreement ohi asset in monticello, llc ohi asset in noblesville, llc ohi asset in rosewalk, llc ohi asset in spring mill, llc ohi asset in terre haute, llc ohi asset in zionsville, llc ohi asset hud cfg, llc ohi asset hud sf ca, llc ohi asset tx hondo, llc ohi asset mi heather hills, llc ohi asset in crown point, llc ohi asset in madison, llc ohi asset ar ash flat, llc ohi asset ar camden, llc ohi asset ar conway, llc ohi asset ar des arc, llc ohi asset ar hot springs, llc ohi asset ar malvern, llc ohi asset ar mena, llc ohi asset ar pocahontas, llc ohi asset ar sheridan, llc ohi asset ar walnut ridge, llc ohi asset ro, llc ohi asset fl lake placid, llc ohi assethud delta, llc",guarantors,2,0,0.0,"By: Omega Healthcare Investors, Inc., the Sole Member of each such company",,0.0,0.8873239436619719,0.0,1
95,"what is the role in the agreement of the company associated with ohi asset la , llc",guarantors,2,0,0.0,"Q: LA, TX",,0.0,0.8,0.0,1
95,what is the role in the agreement of the company associated with ohi asset pa trust ohi asset ii pa trust ohi asset iii pa trust ohi asset iv pa silver lake trust,guarantors,2,0,0.0,Managing Trustee of the Trust,,0.0,0.7931034482758621,0.0,1
95,"what is the role in the agreement of the company associated with pavillion north, llp",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,"what is the role in the agreement of the company associated with texas lessor stonegate, lp",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
95,"what is the role in the agreement of the company associated with omega healthcare investors, inc",credit parties,2,0,0.0,Sole Member of such company,,0.0,0.8888888888888888,0.0,1
95,"what is the global corporate debt products office of bank of america, n.a.","nc 28255, 100 n. tryon streetmail code nc1 007 17 11charlotte",2,0,,Not found,,0.0,0.8983050847457628,0.0,1
95,"what is the agency management office of bank of america, n.a.","california 94103 1399, 1455 market streetmail code ca5 701 05 19san francisco",2,0,,"1455 Market Street Mail Code: CA5-701-05-19 San Francisco, California 94103-1399",,0.3636363636363636,0.6447368421052632,0.2987603511431884,5
81,"what is the role in the agreement of the company associated with triad personnel services, inc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
81,"what is the role in the agreement of the company associated with bmch, inc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
81,"what is the role in the agreement of the company associated with bmps, inc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
81,"what is the role in the agreement of the company associated with business management personnel, inc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
81,"what is the role in the agreement of the company associated with general employment enterprises, inc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
81,"what is the role in the agreement of the company associated with keltic financial partners ii, lp",lender,2,0,0.0,LENDER,,1.0,0.0,1.0,5
157,what position does jason purser hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
157,what position does mark w. king hold,ceo,1,0,,Not found,,0.0,0.8888888888888888,0.0,1
157,what position does nicholas nadolsky hold,owner of record,1,0,,Not found,,0.0,0.7333333333333333,0.0,1
157,"who is the owner of record of micropac industries, inc",nicholas nadolsky,2,0,0.0,Not found,,0.0,0.7647058823529411,0.0,1
157,who is the vice president of frost bank,jason purser,2,0,0.0,Not found,,0.0,0.8333333333333334,0.0,1
157,who is the owner of record of frost bank,nicholas nadolsky,2,0,0.0,Not found,,0.0,0.7647058823529411,0.0,1
157,"who is the ceo of micropac industries, inc.",mark w. king,2,0,0.0,Not found,,0.0,0.8181818181818182,0.0,1
157,what is the role in the agreement of the company where nicholas nadolsky is employed,senior lender,2,0,0.0,Not found,,0.0,0.6923076923076923,0.0,1
157,what is the role in the agreement of the company where jason purser is employed,senior lender,2,0,0.0,Not found,,0.0,0.6923076923076923,0.0,1
157,what is the role in the agreement of the company where mark w. king is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
157,what is the role in the agreement of the company associated with frost bank,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
157,"what is the role in the agreement of the company associated with micropac industries, inc.",borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
157,what is the role in the agreement of the company associated with frost bank,senior lender,2,0,0.0,Not found,,0.0,0.6923076923076923,0.0,1
157,"what is the offsite storage office of micropac industries, inc.",1137 e. walnut st. garland tx 75040,2,0,,Not found,,0.0,0.8484848484848485,0.0,1
157,"what is the mexico location contract manufacturing office of micropac industries, inc.","juraez, mexico, 480 s. honduras cd",2,0,,Not found,,0.0,0.8387096774193549,0.0,1
157,"what is the front end test building office of micropac industries, inc.",903 e. walnut st. garland tx 75040,2,0,,Not found,,0.0,0.84375,0.0,1
157,"what is the opto building office of micropac industries, inc.",725 e. walnut st. garland tx 75040,2,0,,Not found,,0.0,0.84375,0.0,1
157,"what is the micro building and corporate office office of micropac industries, inc.",905 e. walnut st. garland tx 75040,2,0,,Not found,,0.0,0.84375,0.0,1
157,"what is the assembly building office of micropac industries, inc.",912 e. walnut st. garland tx 75040,2,0,,Not found,,0.0,0.84375,0.0,1
143,what position does daniel nunes hold,authorized signatory,1,0,,Not found,,0.0,0.85,0.0,1
143,what position does john kallina hold,senior vice president,1,0,,Not found,,0.0,0.8095238095238095,0.0,1
143,what position does keith watanabe hold,director,1,0,,Not found,,0.0,1.0,0.0,1
143,what position does maureen malphus hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
143,what position does michael h. keith hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
143,what position does michael j. sullivan hold,duly authorized signatory,1,0,,Not found,,0.0,0.88,0.0,1
143,what position does ravi pillay hold,vice president,1,0,,Not found,,0.0,0.8571428571428571,0.0,1
143,what position does vance waldron hold,vp,1,0,,Not found,,0.0,1.0,0.0,1
143,what company is both the  bookrunner and the bookrunner in the agreement,"citizens bank, national association",1,1,0.0,Not found,,0.0,0.8823529411764706,0.0,1
143,what company is both the  bookrunners and the bookrunners in the agreement,"citizens bank, national association",1,1,0.0,Not found,,0.0,0.8823529411764706,0.0,1
143,what company is both the  lead arranger and the arranger in the agreement,"citizens bank, national association",1,1,0.0,Not found,,0.0,0.8823529411764706,0.0,1
143,what company is both the  book runner and the book runner in the agreement,"citizens bank, national association",1,1,0.0,Not found,,0.0,0.8823529411764706,0.0,1
143,what company is both the  bookrunner and the bookrunner in the agreement,fifth third bank,1,1,0.0,Not found,,0.0,0.8125,0.0,1
143,what company is both the  bookrunners and the bookrunners in the agreement,fifth third bank,1,1,0.0,Not found,,0.0,0.8125,0.0,1
143,what company is both the  lead arranger and the arranger in the agreement,fifth third bank,1,1,0.0,Not found,,0.0,0.8125,0.0,1
143,what company is both the  book runner and the book runner in the agreement,fifth third bank,1,1,0.0,Not found,,0.0,0.8125,0.0,1
143,what company is both the  lead arranger and the arranger in the agreement,"llc, wells fargo securities",1,1,0.0,Not found,,0.0,0.8461538461538461,0.0,1
143,"who is the duly authorized signatory of capital one, n.a.",michael j. sullivan,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
143,"who is the director of bmo harris bank, n.a.",keith watanabe,2,0,0.0,Not found,,0.0,0.7857142857142857,0.0,1
143,"who is the vp of cadence bank, n.a.",vance waldron,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
143,who is the authorized signatory of first tennessee bank national association,daniel nunes,2,0,0.0,Not found,,0.0,0.75,0.0,1
143,"who is the senior vice president of texas capital bank, n.a.",john kallina,2,0,0.0,Not found,,0.0,0.75,0.0,1
143,"who is the chief financial officer of wingstop holdings, inc.",michael j. skipworth,2,0,0.0,Not found,,0.0,0.8947368421052632,0.0,1
143,"who is the president of wingstop holdings, inc.",michael j. skipworth,2,0,0.0,Not found,,0.0,0.8947368421052632,0.0,1
143,what is the role in the agreement of the company where michael j. sullivan is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,what is the role in the agreement of the company where keith watanabe is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,what is the role in the agreement of the company where vance waldron is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,what is the role in the agreement of the company where daniel nunes is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,what is the role in the agreement of the company where john kallina is employed,lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,what is the role in the agreement of the company where michael j. skipworth is employed,guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,what is the role in the agreement of the company where ravi pillay is employed,agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
143,what is the role in the agreement of the company where michael h. keith is employed,agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
143,what is the role in the agreement of the company where anthony luppino is employed,agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
143,what is the role in the agreement of the company where maureen malphus is employed,agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
143,"what is the role in the agreement of the company associated with citizens bank, n.a.",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,"what is the role in the agreement of the company associated with citizens bank, national association",syndication agent,2,0,0.0,Not found,,0.0,0.7647058823529411,0.0,1
143,what is the role in the agreement of the company associated with rc ii ws llc,sponsor,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
143,"what is the role in the agreement of the company associated with wingstop beverages, inc.",guarantors,2,0,0.0,Holder of liquor licenses; sales of alcoholic beverages; purchases of alcoholic beverages,,0.0,0.9213483146067416,0.0,1
143,"what is the role in the agreement of the company associated with wingstop beverages ii, inc.",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,what is the role in the agreement of the company associated with wingstop inc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
143,what is the role in the agreement of the company associated with wingstop restaurants inc.,guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,"what is the role in the agreement of the company associated with capital one, n.a.",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,"what is the role in the agreement of the company associated with bmo harris bank, n.a.",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,"what is the role in the agreement of the company associated with cadence bank, n.a.",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,"what is the role in the agreement of the company associated with texas capital bank, n.a.",lender,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,"what is the role in the agreement of the company associated with wingstop holdings, inc.",guarantors,2,0,0.0,Borrower,,0.0,0.8,0.0,1
143,"what is the role in the agreement of the company associated with wingstop gcm, llc",guarantors,2,0,0.0,Not found,,0.0,1.0,0.0,1
143,what is the role in the agreement of the company associated with wingstop inc.,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
142,what position does anar ramji hold,director,1,0,,Not found,,0.0,1.0,0.0,1
142,what position does brian l. banke hold,director,1,0,,Director,,1.0,0.0,1.0,5
142,what position does gordon yip hold,director,1,0,,Director,,1.0,0.0,1.0,5
142,what position does j. michael quigley hold,assistant vice president,1,0,,Not found,,0.0,0.875,0.0,1
142,what position does james campbell hold,director,1,0,,Not found,,0.0,1.0,0.0,1
142,what position does james d. weinstein hold,managing director,1,0,,Managing Director,,1.0,0.0,1.0000000000000002,5
142,what position does jason lang hold,"director, resources energy group",1,0,,Not found,,0.0,0.8387096774193549,0.0,1
