document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
35,what position does leon mo hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
35,what position does marco pizzi hold,global relationship manager,1,0,,Global Relationship Manager,,1.0,0.0,1.0000000000000002,5
35,what position does nicolas anberree hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
35,what position does nurys maleki hold,director,1,0,,Director,,1.0,0.0,1.0,5
35,what position does peter carini hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
35,what position does raza jafferi hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
35,what position does sophia love hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
35,what position does steve aloupis hold,managing director capital markets,1,0,,Managing Director Capital Markets,,1.0,0.0,1.0,5
35,what position does steve ray hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
35,what position does steven smith hold,director,1,0,,Director,,1.0,0.0,1.0,5
35,what position does veronica incera hold,managing director,1,0,,Managing Director,,1.0,0.0,1.0000000000000002,5
35,who is the treasurer of hess overseas finance investments centre limited,eric s. fishman,2,0,0.0,Eric S. Fishman,,1.0,0.0,1.0000000000000002,5
35,who is the global relationship manager of intesa sanpaolo s.p.a.,marco pizzi,2,0,0.0,Marco Pizzi,,1.0,0.0,1.0000000000000002,5
35,who is the executive vice president of bank of china,haifeng xu,2,0,0.0,Haifeng Xu,,1.0,0.0,1.0000000000000002,5
35,"who is the associate director, of standard chartered bank",hsing h. huang,2,0,0.0,Hsing H. Huang,,1.0,0.0,1.0000000000000002,5
35,who is the managing director capital markets of standard chartered bank,steve aloupis,2,0,0.0,Steve Aloupis,,1.0,0.0,1.0000000000000002,5
35,"who is the managing director of commerzbank ag,",diane pockaj,2,0,0.0,Diane Pockaj,,1.0,0.0,1.0000000000000002,5
35,who is the chief financial officer of hess corporation,john p. rielly,2,0,0.0,John P. Rielly,,1.0,0.0,1.0000000000000002,5
35,who is the general counsel of hess corporation,timothy b. goodell,2,0,0.0,Timothy B. Goodell,,1.0,0.0,1.0000000000000002,5
35,what is the role in the agreement of the company where steve aloupis is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,what is the role in the agreement of the company where hsing h. huang is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,what is the role in the agreement of the company where kelton glasscock is employed,borrower,2,0,0.0,Lender,,0.0,0.75,0.0,1
35,what is the role in the agreement of the company where joe hykle is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
35,what is the role in the agreement of the company where john p. rielly is employed,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
35,what is the role in the agreement of the company where timothy b. goodell is employed,borrower,2,0,0.0,Not found,,0.0,0.7777777777777778,0.0,1
35,what is the role in the agreement of the company where sophia love is employed,borrower,2,0,0.0,Lender,,0.0,0.75,0.0,1
35,what is the role in the agreement of the company where devon j. lang is employed,borrower,2,0,0.0,Lender,,0.0,0.75,0.0,1
35,what is the role in the agreement of the company where raza jafferi is employed,lender,2,0,0.0,Issuing Bank,,0.0,0.9166666666666666,0.0,1
35,what is the role in the agreement of the company where john m. eyerman is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,what is the role in the agreement of the company where debra hrelja is employed,lender,2,0,0.0,"Administrative Agent, Issuing Bank and a Swingline Lender",,0.2222222222222222,0.8928571428571429,0.2789425453258252,1
35,what is the role in the agreement of the company where hans beekmans is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,what is the role in the agreement of the company where glen binder is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,what is the role in the agreement of the company where peter carini is employed,lender,2,0,0.0,Issuing Bank,,0.0,0.9166666666666666,0.0,1
35,what is the role in the agreement of the company where kevin sparks is employed,lender,2,0,0.0,Issuing Bank,,0.0,0.9166666666666666,0.0,1
35,what is the role in the agreement of the company where nicolas anberree is employed,lender,2,0,0.0,Vice President,,0.0,0.7857142857142857,0.0,1
35,"what is the role in the agreement of the company associated with bank of america, n.a.",bank,2,0,0.0,Issuing Bank,,0.6666666666666666,0.6666666666666666,0.5797386715376658,2
35,"what is the role in the agreement of the company associated with wells fargo bank, nationalassociation",bank,2,0,0.0,"Documentation Agents, Issuing Bank",,0.4,0.8787878787878788,0.3799783615910079,1
35,what is the role in the agreement of the company associated with bnp paribas,agents,2,0,0.0,Documentation Agents,,0.6666666666666666,0.7,0.5797386715376658,4
35,"what is the role in the agreement of the company associated with bank of america, n.a",bank,2,0,0.0,"Documentation Agents, Issuing Bank",,0.4,0.8787878787878788,0.3799783615910079,1
35,"what is the role in the agreement of the company associated with bank of china,",lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,"what is the role in the agreement of the company associated with citibank, n.a",agents,2,0,0.0,"Documentation Agents, Issuing Bank",,0.4,0.8181818181818182,0.37997836159100784,1
35,"what is the role in the agreement of the company associated with citibank, n.a",bank,2,0,0.0,"Documentation Agents, Issuing Bank",,0.4,0.8787878787878788,0.3799783615910079,1
35,what is the role in the agreement of the company associated with commerzbank ag,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,"what is the role in the agreement of the company associated with dnb bank asa, new york branch",agents,2,0,0.0,Documentation Agents,,0.6666666666666666,0.7,0.5797386715376658,4
35,"what is the role in the agreement of the company associated with hsbc bank usa, n.a",agents,2,0,0.0,Documentation Agents,,0.6666666666666666,0.7,0.5797386715376658,3
35,what is the role in the agreement of the company associated with ing capital llc,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,what is the role in the agreement of the company associated with intesa sanpaolo s.p.a.,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,"what is the role in the agreement of the company associated with morgan stanley senior funding, inc",agents,2,0,0.0,Syndication Agents,,0.6666666666666666,0.6666666666666666,0.5797386715376658,1
35,"what is the role in the agreement of the company associated with morgan stanley bank, n.a",bank,2,0,0.0,Issuing Bank,,0.6666666666666666,0.6666666666666666,0.5797386715376658,3
35,what is the role in the agreement of the company associated with sumitomo mitsui banking corporation,agents,2,0,0.0,Documentation Agents,,0.6666666666666666,0.7,0.5797386715376658,3
35,what is the role in the agreement of the company associated with the bank of nova scotia,agents,2,0,0.0,Documentation Agents,,0.6666666666666666,0.7,0.5797386715376658,3
35,"what is the role in the agreement of the company associated with the bank of tokyo mitsubishi ufj,ltd",bank,2,0,0.0,"Syndication Agents, Issuing Bank",,0.4,0.8709677419354839,0.3799783615910079,1
35,"what is the role in the agreement of the company associated with the bank of tokyo mitsubishi ufj, ltd.",agents,2,0,0.0,"Syndication Agents, Issuing Bank",,0.4,0.8064516129032258,0.37997836159100784,1
35,"what is the role in the agreement of the company associated with the bank of tokyo mitsubishi ufj, ltd",bank,2,0,0.0,"Syndication Agents, Issuing Bank",,0.4,0.8709677419354839,0.3799783615910079,1
35,what is the role in the agreement of the company associated with banco bilbao vizcaya argentaria,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
35,what is the role in the agreement of the company associated with hess corporation,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
35,"what is the branch office of commerzbank ag,",new york,2,0,,New York and Grand Cayman Branches,,0.5,0.7647058823529411,0.4494364165239822,4
35,"what is the branch office of banco bilbao argentaria, s.a.",new york,2,0,,New York Branch,,0.8,0.4666666666666667,0.7092972666062739,3
35,what is the branch office of banco bilbao vizcaya argentaria,new york,2,0,,Not found,,0.0,0.6666666666666666,0.0,1
35,what is the branch office of bank of china,new york,2,0,,New York Branch,,0.8,0.4666666666666667,0.7092972666062739,3
21,what position does danielle spar hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
21,what position does eric liaw hold,authorized person,1,0,,Authorized Person,,1.0,0.0,1.0000000000000002,5
21,what position does marisa beeney hold,authorized person,1,0,,Authorized Person,,1.0,0.0,1.0000000000000002,5
21,what position does nicole kroll hold,assistant vice president,1,0,,Assistant Vice President,,1.0,0.0,1.0000000000000002,5
21,what position does robert j. shusterman hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
21,"who is the secretary of ld lower holdings, inc.",dawn m. wilson,2,0,0.0,Dawn M. Wilson,,1.0,0.0,1.0000000000000002,5
21,"who is the treasurer of ld lower holdings, inc.",dawn m. wilson,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
21,"who is the assistant vice president of wilmington trust, national association",nicole kroll,2,0,0.0,Nicole Kroll,,1.0,0.0,1.0000000000000002,5
21,what is the role in the agreement of the company where dawn m. wilson is employed,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company where nicole kroll is employed,agent,2,0,0.0,Administrative Agent and Collateral Agent,,0.4,0.8780487804878049,0.6348087971775132,1
21,what is the role in the agreement of the company where marisa beeney is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company where eric liaw is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company where danielle spar is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company where robert j. shusterman is employed,lender,2,0,0.0,"Ally Representative, a Lender and an L/C Issuer",,0.2222222222222222,0.8695652173913043,0.3032160644503863,5
21,what is the role in the agreement of the company associated with bgsl big sky funding llc,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,"what is the role in the agreement of the company associated with bgsl breckenridge funding llc,",lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,"what is the role in the agreement of the company associated with bgsl jackson hole funding llc,",lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company associated with blackstone holdings finance co. l.l.c.,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company associated with blackstone private credit fund,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company associated with emerald direct lending 1 limited partnership,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company associated with emerald murray street lp,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company associated with emerald spring street lp,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,what is the role in the agreement of the company associated with gn loan fund lp,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
21,"what is the role in the agreement of the company associated with ld topco, inc.",holdings topco,2,0,0.0,Holdings Topco,,1.0,0.0,1.0000000000000002,5
21,"what is the role in the agreement of the company associated with wilmington trust, national association,",agent,2,0,0.0,Administrative Agent and Collateral Agent,,0.4,0.8780487804878049,0.6348087971775132,1
21,"what is the role in the agreement of the company associated with ld lower holdings, inc.",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
21,"what is the role in the agreement of the company associated with wilmington trust, national association",agent,2,0,0.0,Administrative Agent and Collateral Agent,,0.4,0.8780487804878049,0.6348087971775132,1
21,what is the role in the agreement of the company associated with blackstone secured lending fund,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
108,what position does lee surtees hold,director,1,0,,Director Real Estate Corporate Banking,,0.33333333333333337,0.7894736842105263,0.33517574332792605,1
108,what position does gregory w. lane hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
108,what position does lori y. jensen hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
108,what position does michael p. perillo hold,assistant vice president,1,0,,Assistant Vice President,,1.0,0.0,1.0000000000000002,5
108,what position does andrew white hold,vice president,1,0,,Senior Vice President,,0.8,0.3333333333333333,0.7092972666062739,4
108,what company is both the administrative agent and the agent in the agreement,keybank national association,1,1,0.0,"PNC BANK, NATIONAL ASSOCIATION",,0.5714285714285715,0.13793103448275862,0.4112070550676187,1
108,what company is both the administrative borrower and the borrower in the agreement,keybank national association,1,1,0.0,Not found,,0.0,0.8571428571428571,0.0,1
108,"who is the assistant vice president of fifth third bank, an ohio banking corporation",michael p. perillo,2,0,0.0,Michael P. Perillo,,1.0,0.0,1.0000000000000002,5
108,"who is the executive vice president of retreat at state college, llc",randall h. brown,2,0,0.0,Not found,,0.0,0.8,0.0,1
108,"who is the secretary of retreat at state college, llc",randall h. brown,2,0,0.0,Not found,,0.0,0.8,0.0,1
108,"who is the treasurer of retreat at state college, llc",randall h. brown,2,0,0.0,Not found,,0.0,0.8,0.0,1
108,"who is the vice president of retreat at state college, llc",randall h. brown,2,0,0.0,Not found,,0.0,0.8,0.0,1
108,"who is the vice president of pnc bank, national association",andrew white,2,0,0.0,Lori Y. Jensen,,0.0,0.8461538461538461,0.0,1
108,what is the role in the agreement of the company where randall h. brown is employed,borrower,2,0,0.0,"Executive Vice President/Treasurer of Education Realty OP GP, INC., General Partner of EDUCATION REALTY OPERATING PARTNERSHIP, LP",,0.0,0.952,0.0,1
108,what is the role in the agreement of the company where andrew white is employed,agent,2,0,0.0,Administrative Agent,,0.6666666666666666,0.75,0.5797386715376658,3
108,what is the role in the agreement of the company associated with 3949 lindell llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with cv east lansing mi llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,"what is the role in the agreement of the company associated with carrollton place, llc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with cottages w. lafayette in ll,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,"what is the role in the agreement of the company associated with deloitte touche, llp",accountants,2,0,0.0,Independent public accountants,,0.5,0.6333333333333333,0.44943641652398214,3
108,what is the role in the agreement of the company associated with district on 5th tuscon az llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr austin llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr berkeley lp,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,"what is the role in the agreement of the company associated with edr carbondale, llc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr charlottesville jefferson llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr charlottesville llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr charlottesville wertland llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr gainesville limited partnership,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr lawrence limited partnership,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr lexington i llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr orlando limited partnership,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,"what is the role in the agreement of the company associated with edr oxford, llc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,"what is the role in the agreement of the company associated with edr statesboro, llc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,"what is the role in the agreement of the company associated with edr syracuse, ll",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr syracuse campus west llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,"what is the role in the agreement of the company associated with edr tallahassee i, llc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr tallahassee limited partnership,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with edr tampa limited partnership,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with east edge tuscaloosa llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,"what is the role in the agreement of the company associated with education realty operating partnership, lp",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with province kent oh llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with regions bank,agent,2,0,0.0,"Syndication Agent, Joint Lead Arrangers, Joint-Bookrunners",,0.2857142857142857,0.9090909090909091,0.3032160644503863,1
108,what is the role in the agreement of the company associated with regions capital markets,arrangers,2,0,0.0,Joint Bookrunners and Joint Lead Arrangers,,0.33333333333333337,0.7857142857142857,0.2596979932401625,3
108,what is the role in the agreement of the company associated with the province greenville nc lp,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,what is the role in the agreement of the company associated with university village towers lp,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
108,"what is the role in the agreement of the company associated with retreat at state college, llc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
134,what position does darren drake hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
134,what position does janet chao hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
134,what position does mohammad s hasan hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
134,what position does nelson arteaga hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
134,what company is both the lead arranger and the arranger in the agreement,j.p. morgan securities llc,1,1,0.0,J.P. MORGAN SECURITIES LLC,,1.0,0.0,1.0,5
134,who is the senior vice president of east west bank.,janet chao,2,0,0.0,Janet Chao,,1.0,0.0,1.0000000000000002,5
134,"who is the authorized signatory of stockbridge sbe holdings, llc",darren drake,2,0,0.0,Darren Drake,,1.0,0.0,1.0000000000000002,5
134,what is the role in the agreement of the company where janet chao is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
134,what is the role in the agreement of the company where darren drake is employed,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
134,"what is the role in the agreement of the company associated with banc of california, national association",lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
134,what is the role in the agreement of the company associated with guarantors party,guarantors,2,0,0.0,Guarantors,,1.0,0.0,1.0,5
134,what is the role in the agreement of the company associated with j.p. morgan securities llc,arranger,2,0,0.0,Lead Arranger and Sole Bookrunning Manager,,0.2857142857142857,0.8095238095238095,0.3032160644503863,1
134,"what is the role in the agreement of the company associated with sb gaming, llc",guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
134,"what is the role in the agreement of the company associated with union gaming advisors, llc",agent,2,0,0.0,Documentation Agent,,0.6666666666666666,0.7368421052631579,0.5797386715376658,3
134,"what is the role in the agreement of the company associated with union gaming advisors, llc,",documentation agent,2,0,0.0,Documentation Agent,,1.0,0.0,1.0000000000000002,5
134,what is the role in the agreement of the company associated with east west bank.,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
134,"what is the role in the agreement of the company associated with stockbridge sbe holdings, llc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
120,what position does cheryl sneor hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
120,what position does curt steiner hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
120,what position does greg conner hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
120,what position does james p. surless hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
120,what position does john t. murphy hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
120,what position does kent gorman hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
120,what position does lori chambers hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
120,what position does marc costantino hold,executive director,1,0,,Executive Director,,1.0,0.0,1.0000000000000002,5
120,what position does mark a. edwards hold,senior vice president,1,0,,Managing Director,,0.0,0.8095238095238095,0.0,2
120,what position does mark w. piekos hold,managing director,1,0,,Managing Director,,1.0,0.0,1.0000000000000002,5
120,what position does michael glandt hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
120,what position does rory desmond hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
120,what position does william g. karl hold,executive officer,1,0,,Executive Officer,,1.0,0.0,1.0000000000000002,5
120,what position does winita lau hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
120,who is the managing director of bmo harris bank,mark w. piekos,2,0,0.0,Mark W. Piekos,,1.0,0.0,1.0000000000000002,5
120,who is the senior vice president of capital one,frederick h. denecke,2,0,0.0,Frederick H. Denecke,,1.0,0.0,1.0000000000000002,5
120,who is the chief financial officer of equity commonwealth,adam markman,2,0,0.0,Adam Markman,,1.0,0.0,1.0000000000000002,5
120,who is the executive vice president of equity commonwealth,adam markman,2,0,0.0,Adam Markman,,1.0,0.0,1.0000000000000002,5
120,who is the treasurer of equity commonwealth,adam markman,2,0,0.0,Adam Markman,,1.0,0.0,1.0000000000000002,5
120,who is the vice president of fifth third bank,michael glandt,2,0,0.0,Michael Glandt,,1.0,0.0,1.0000000000000002,5
120,"who is the executive director of jpmorgan chase bank, n.a.",marc costantino,2,0,0.0,Marc Costantino,,1.0,0.0,1.0000000000000002,5
120,"who is the deputy gm of mega international commercial bank co., ltd",angela chen,2,0,0.0,Angela Chen,,1.0,0.0,1.0000000000000002,5
120,"who is the vp of mega international commercial bank co., ltd",angela chen,2,0,0.0,Angela Chen,,1.0,0.0,1.0000000000000002,5
120,who is the executive officer of sumitomo mitsui banking corporation,william g. karl,2,0,0.0,William G. Karl,,1.0,0.0,1.0000000000000002,5
120,who is the managing director of the bank of new york mellon,helga blum,2,0,0.0,Helga Blum,,1.0,0.0,1.0000000000000002,5
120,who is the director of the bank of nova scotia,chad hale,2,0,0.0,Chad Hale,,1.0,0.0,1.0000000000000002,5
120,who is the executive head of the bank of nova scotia,chad hale,2,0,0.0,Chad Hale,,1.0,0.0,1.0000000000000002,5
120,what is the role in the agreement of the company where frederick h. denecke is employed,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
120,what is the role in the agreement of the company where adam markman is employed,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
120,what is the role in the agreement of the company where dan lepage is employed,agents,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
120,what is the role in the agreement of the company where kent gorman is employed,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
120,what is the role in the agreement of the company where winita lau is employed,agent,2,0,0.0,"Administrative Agent, Swingline Lender, Issuing Bank and Lender",,0.25,0.9180327868852459,0.23076792961123066,1
120,what is the role in the agreement of the company where john t. murphy is employed,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
120,"what is the role in the agreement of the company associated with bmo harris bank, n.a.",agents,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
120,"what is the role in the agreement of the company associated with compass bank, regions bank",agents,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
120,"what is the role in the agreement of the company associated with jpmorgan chase bank, n.a. and bank of america, n.a.",agents,2,0,0.0,Issuing Bank and Lender,,0.0,0.8695652173913043,0.0,1
120,what is the role in the agreement of the company associated with national association,agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
120,what is the role in the agreement of the company associated with u.s. bank national association,agents,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
120,what is the role in the agreement of the company associated with capital one,agent,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
120,what is the role in the agreement of the company associated with equity commonwealth,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
120,what is the role in the agreement of the company associated with royal bank of canada,agents,2,0,0.0,Lender,,0.0,0.8333333333333334,0.0,1
121,what position does christopher r. hermann hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does andrey rudnitsky hold,assistant vice president,1,0,,Assistant Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does brian grossman hold,executive director,1,0,,Executive Director,,1.0,0.0,1.0000000000000002,5
121,what position does carla balesano hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does corey j. davis hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does daniel vilarelle hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does darran wee hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does eric harvey hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does jason jean hold,deputy general manager,1,0,,Deputy General Manager,,1.0,0.0,1.0000000000000002,5
121,what position does joseph philbin hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does joshua r. pirozzolo hold,managing director,1,0,,Managing Director,,1.0,0.0,1.0000000000000002,5
121,what position does kitty sin hold,svp,1,0,,SVP,,1.0,0.0,1.0,5
121,what position does li yin wang hold,assistant general manager,1,0,,Assistant General Manager,,1.0,0.0,1.0000000000000002,5
121,what position does mary r. wright hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does michele dragonetti hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does murtuza ziauddin hold,vp,1,0,,VP,,1.0,0.0,1.0,5
121,what position does s. bradley mcdougall hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does shirley shipley hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does steven k. kessler hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
121,what position does steven r. bruno hold,director,1,0,,Director,,1.0,0.0,1.0,5
121,what position does victor pierzchalski hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
121,"who is the senior vice president of bank of america, n.a.",steven k. kessler,2,0,0.0,Steven K. Kessler,,1.0,0.0,1.0000000000000002,5
121,who is the branch manager of bank of china,kefel xu,2,0,0.0,Kefel Xu,,1.0,0.0,1.0000000000000002,5
121,who is the svp of bank of china,kefel xu,2,0,0.0,Kefel Xu,,1.0,0.0,1.0000000000000002,5
121,who is the assistant vice president of branch banking and trust company,andrey rudnitsky,2,0,0.0,Andrey Rudnitsky,,1.0,0.0,1.0000000000000002,5
121,"who is the executive director of jpmorgan chase bank, n.a.",brian grossman,2,0,0.0,Brian Grossman,,1.0,0.0,1.0000000000000002,5
121,who is the dgm of mega international commercial bank,angela chen,2,0,0.0,Angela Chen,,1.0,0.0,1.0000000000000002,5
121,who is the vp of mega international commercial bank,angela chen,2,0,0.0,Angela Chen,,1.0,0.0,1.0000000000000002,5
121,who is the assistant general manager of taiwan cooperative bank ltd,li yin wang,2,0,0.0,Li Yin Wang,,1.0,0.0,1.0000000000000002,5
121,who is the deputy general manager of taiwan business bank,jason jean,2,0,0.0,Jason Jean,,1.0,0.0,1.0000000000000002,5
121,who is the general manager of bank of taiwan,jane chang,2,0,0.0,Jane Chang,,1.0,0.0,1.0000000000000002,5
121,who is the svp of the metropolitan life insurance company,paul hultgren,2,0,0.0,Steven R. Bruno,,0.0,0.8571428571428571,0.0,1
121,who is the general counsel of fifth third bank,peter c. underwood,2,0,0.0,Not found,,0.0,0.7058823529411765,0.0,1
121,who is the secretary of fifth third bank,peter c. underwood,2,0,0.0,Not found,,0.0,0.7058823529411765,0.0,1
121,what is the role in the agreement of the company where steven k. kessler is employed,agent,2,0,0.0,"Swing Line Lender, Issuing Lender and Lender",,0.0,0.9302325581395349,0.0,1
121,what is the role in the agreement of the company where brian grossman is employed,agent,2,0,0.0,"Administrative Agent, Swing Line Lender, Issuing Lender and Lender",,0.25,0.921875,0.186810999052147,1
